id,language_code,category_key,prompt,option_a,option_b,option_c,option_d,correct_option,explanation,difficulty,source_verified,source_url,publication_status,confidence,notes
ds_edebiyat_0011,ku-kmr,Edebiyat,Mem û Zîn bi kîjan zimanî hatiye wergerandin?,Îngilîzî û Tirkî,Farisî û Erebî,Hemû zimanên mezin,Tenê bi Tirkî,C,"Mem û Zîn, dünya edebiyatının önemli bir eseri olarak birçok dile çevrilmiştir. Bu, onun evrensel değerini gösterir.",3,verified,https://en.wikipedia.org/wiki/Mem_and_Zin,approved,0.95,
ds_edebiyat_0012,ku-kmr,Edebiyat,Ehmedê Xanî di warê felsefeyê de çi pêşniyar kiriye?,Serbixwebûna Kurdan,Perwerdehiya Kurdan,Hembêza Kurdan,Yekîtiya Kurdan,D,"Ehmedê Xanî, Mem û Zîn'in girişinde Kürtlerin birliğini ve beraberliğini vurgulamıştır. Bu, onun siyasi ve felsefi görüşlerinin bir yansımasıdır.",3,verified,https://en.wikipedia.org/wiki/Ehmedê_Xanî,approved,0.95,
ds_edebiyat_0013,ku-kmr,Edebiyat,Mem û Zîn çi ye?,Helbesta evînê,Dîwan,Dîroka Cizîrê,Pirtûka felsefeyê,A,"Mem û Zîn, bir aşk hikayesidir. Eser, iki gencin birbirine olan aşkını ve bu aşkın trajik sonunu anlatır.",1,verified,https://en.wikipedia.org/wiki/Mem_and_Zin,approved,0.95,
ds_edebiyat_0014,ku-kmr,Edebiyat,Ehmedê Xanî li kîjan bajêr wefat kiriye?,Amed,Xanî,Colemêrg,Helebçe,B,"Ehmedê Xanî, doğduğu yer olan Xanî'de vefat etmiştir. Hayatının büyük bir kısmını burada geçirmiştir.",2,verified,https://en.wikipedia.org/wiki/Ehmedê_Xanî,approved,0.95,
ds_edebiyat_0015,ku-kmr,Edebiyat,"Di Mem û Zîn de, Mem kî ye?",Mîrê Cizîrê,Bekoyê xayîn,Zîn'ê evîndar,Xanî'ê feylesof,C,"Mem, Zîn'e aşık olan genç bir prenstir. Hikayenin ana karakterlerinden biridir ve aşkı uğruna trajik bir sonla karşılaşır.",2,verified,https://en.wikipedia.org/wiki/Mem_and_Zin,approved,0.95,
ds_edebiyat_0016,ku-kmr,Edebiyat,Mem û Zîn di kîjan dewletê de hatiye nivîsandin?,Împaratoriya Sefewî,Împaratoriya Rûsî,Împaratoriya Bîzansî,Împaratoriya Osmanî,D,"Mem û Zîn, Osmanlı İmparatorluğu döneminde, Cizîr bölgesinde yazılmıştır. Ehmedê Xanî, Osmanlı topraklarında yaşamıştır.",2,verified,https://en.wikipedia.org/wiki/Mem_and_Zin,approved,0.95,
ds_edebiyat_0017,ku-kmr,Edebiyat,Ehmedê Xanî çi ye?,Helbestvan,Dîroknivîs,Feylesof,Mîmar,A,"Ehmedê Xanî, öncelikle bir şair (helbestvan) olarak tanınır. Mem û Zîn ve Mewlûd gibi önemli manzum eserler yazmıştır.",1,verified,https://en.wikipedia.org/wiki/Ehmedê_Xanî,approved,0.95,
ds_edebiyat_0018,ku-kmr,Edebiyat,Mem û Zîn di kîjan bajarî de derbas dibe?,Amed,Cizîr,Colemêrg,Helebçe,B,"Mem û Zîn hikayesi, Cizîr (Cizre) bölgesinde geçer. Bu, eserin coğrafi ve kültürel bağlamını oluşturur.",2,verified,https://en.wikipedia.org/wiki/Mem_and_Zin,approved,0.95,
ds_edebiyat_0019,ku-kmr,Edebiyat,"Di Mem û Zîn de, Beko çi dike?",Mem û Zîn tîne ba hev,Mem û Zîn xilas dike,Mem û Zîn ji hev diqetîne,Mem û Zîn şa dike,C,"Beko, hikayede kötü karakter olarak Mem û Zîn'in aşkını engeller ve onları birbirinden ayırır. Bu, trajedinin ana nedenidir.",2,verified,https://en.wikipedia.org/wiki/Mem_and_Zin,approved,0.95,
ds_edebiyat_0020,ku-kmr,Edebiyat,Ehmedê Xanî ji bo kîjan zimanî xebat kiriye?,Farisî,Erebî,Tirkî,Kurmancî,D,"Ehmedê Xanî, Kurmancî'nin gelişmesi ve edebiyat dili olması için büyük çaba sarf etmiştir. Mem û Zîn'i Kurmancî yazarak bu dili yüceltmiştir.",2,verified,https://en.wikipedia.org/wiki/Ehmedê_Xanî,approved,0.95,
ds_edebiyat_0021,ku-kmr,Edebiyat,Mem û Zîn çi ye?,Edebiyata Kurdî,Edebiyata Farisî,Edebiyata Erebî,Edebiyata Tirkî,A,"Mem û Zîn, Kürt edebiyatının en önemli eserlerinden biridir. Bu, onun Kürt kültürü ve kimliği açısından taşıdığı önemi gösterir.",1,verified,https://en.wikipedia.org/wiki/Mem_and_Zin,approved,0.95,
ds_edebiyat_0022,ku-kmr,Edebiyat,Ehmedê Xanî di kîjan sedsalê de wefat kiriye?,Sedsala 18an,Sedsala 17an,Sedsala 19an,Sedsala 20an,B,"Ehmedê Xanî, 1707 yılında vefat etmiştir. Bu, 17. yüzyılın sonlarına denk gelir.",2,verified,https://en.wikipedia.org/wiki/Ehmedê_Xanî,approved,0.95,
ds_edebiyat_0023,ku-kmr,Edebiyat,Mem û Zîn ji bo çi hatiye nivîsandin?,Ji bo dîrokê,Ji bo felsefeyê,Ji bo evînê,Ji bo siyasetê,C,"Mem û Zîn, aşkı ve evliliği konu alır. Eser, iki gencin saf aşkını ve bu aşkın toplumsal engellerle nasıl yok edildiğini anlatır.",2,verified,https://en.wikipedia.org/wiki/Mem_and_Zin,approved,0.95,
ds_edebiyat_0024,ku-kmr,Edebiyat,Kîjan kesayet di Mem û Zîn de alîkariya Mem û Zîn dike?,Beko,Mîr,Xanî,Stî,D,"Stî, hikayede iyi niyetli bir karakterdir ve Mem û Zîn'e yardımcı olmaya çalışır. Bu, trajedinin içinde umut veren bir unsurdur.",3,verified,https://en.wikipedia.org/wiki/Mem_and_Zin,approved,0.95,
ds_edebiyat_0025,ku-kmr,Edebiyat,Mem û Zîn çi ye?,Klasîk,Romantîk,Realîst,Sembolîk,A,"Mem û Zîn, klasik bir eser olarak kabul edilir. Bu, onun dönemin edebi geleneklerine uygun olarak yazıldığı anlamına gelir.",2,verified,https://en.wikipedia.org/wiki/Mem_and_Zin,approved,0.95,
ds_edebiyat_0026,ku-kmr,Edebiyat,Melayê Cizîrî di kîjan sedsalê de jiyaye?,Sedsala 12an,Sedsala 16an,Sedsala 18an,Sedsala 20an,B,Melayê Cizîrî di sedsala 16an de jiyaye; ev yek ji dîroka wî ya jiyanê tê zanîn.,1,verified,https://en.wikipedia.org/wiki/Melay%C3%AA_Ciz%C3%AEr%C3%AE,approved,0.95,
ds_edebiyat_0027,ku-kmr,Edebiyat,Feqiyê Teyran ji kîjan deverê ye?,Ji Mêrdînê,Ji Hekariyê,Ji Cizîrê,Ji Ruha ye,C,"Feqiyê Teyran ji herêma Cizîrê ye, ku ev yek di dîroka wî de hatiye qeyd kirin.",1,verified,https://en.wikipedia.org/wiki/Feqiy%C3%AA_Teyran,approved,0.95,
ds_edebiyat_0028,ku-kmr,Edebiyat,Kîjan berhem ji aliyê Feqiyê Teyran ve hatiye nivîsandin?,Mem û Zîn,Divana Melayê Cizîrî,Nûbarê,Şêxê Sen'an,D,Şêxê Sen'an berhemeke Feqiyê Teyran e; ev yek di nav klasîkên Kurmancî de tê nasîn.,2,verified,https://en.wikipedia.org/wiki/Feqiy%C3%AA_Teyran,approved,0.95,
ds_edebiyat_0029,ku-kmr,Edebiyat,Melayê Cizîrî bi piranî bi kîjan zimanî helbest nivîsine?,Bi zimanê Kurmancî,Bi zimanê erebî,Bi zimanê farisî,Bi zimanê tirkî,A,"Melayê Cizîrî bi zimanê Kurmancî helbest nivîsine, ev yek ji berhemên wî yên mayî tê zanîn.",1,verified,https://en.wikipedia.org/wiki/Melay%C3%AA_Ciz%C3%AEr%C3%AE,approved,0.95,
ds_edebiyat_0030,ku-kmr,Edebiyat,Di helbesta Melayê Cizîrî de kîjan mijar zêde tê dîtin?,Şer û ceng,Evîn û tesewwuf,Ticaret û aborî,Cografya û ger,B,"Di helbestên Melayê Cizîrî de evîn û tesewwuf mijarên sereke ne, ku ev yek di divana wî de xwiya ye.",2,verified,https://en.wikipedia.org/wiki/Melay%C3%AA_Ciz%C3%AEr%C3%AE,approved,0.95,
ds_edebiyat_0031,ku-kmr,Edebiyat,Feqiyê Teyran di kîjan sedsalê de jiyaye?,Sedsala 13an,Sedsala 14an,Sedsala 16an,Sedsala 17an,C,"Feqiyê Teyran di sedsala 16an de jiyaye, ku ev yek ji dîroka wî ya jiyanê tê zanîn.",2,verified,https://en.wikipedia.org/wiki/Feqiy%C3%AA_Teyran,approved,0.95,
ds_edebiyat_0032,ku-kmr,Edebiyat,Kîjan helbestvanê klasîk ê Kurmancî bi navê 'Melayê Cizîrî' tê naskirin?,Ehmedê Xanî,Feqiyê Teyran,Cigerxwîn,Melayê Cizîrî,D,Melayê Cizîrî navê wî yê klasîk e; ev yek di nav klasîkên Kurmancî de tê nasîn.,1,verified,https://en.wikipedia.org/wiki/Melay%C3%AA_Ciz%C3%AEr%C3%AE,approved,0.95,
ds_edebiyat_0033,ku-kmr,Edebiyat,Di berhema Feqiyê Teyran de kîjan taybetmendî heye?,Çîrokên ajelan,Helbestên dêrîn,Dîroka cihan,Zanistên xwezayê,A,"Di berhemên Feqiyê Teyran de çîrokên ajelan zêde tê dîtin, ku ev yek ji berhemên wî yên mayî tê zanîn.",2,verified,https://en.wikipedia.org/wiki/Feqiy%C3%AA_Teyran,approved,0.95,
ds_edebiyat_0034,ku-kmr,Edebiyat,Kîjan ji van berheman ji aliyê Melayê Cizîrî ve hatiye nivîsandin?,Mesnewî,Divan,Dîwan,Tefsîr,B,"Divana Melayê Cizîrî berhema wî ya sereke ye, ku ev yek di nav klasîkên Kurmancî de tê nasîn.",2,verified,https://en.wikipedia.org/wiki/Melay%C3%AA_Ciz%C3%AEr%C3%AE,approved,0.95,
ds_edebiyat_0035,ku-kmr,Edebiyat,Feqiyê Teyran bi kîjan zimanî berhem nivîsine?,Bi zimanê erebî,Bi zimanê farisî,Bi zimanê Kurmancî,Bi zimanê tirkî,C,"Feqiyê Teyran bi zimanê Kurmancî berhem nivîsine, ku ev yek ji berhemên wî yên mayî tê zanîn.",1,verified,https://en.wikipedia.org/wiki/Feqiy%C3%AA_Teyran,approved,0.95,
ds_edebiyat_0036,ku-kmr,Edebiyat,Di helbesta Melayê Cizîrî de kîjan peyv zêde tê bikaranîn?,Şer,Zanist,Dewlet,Evîn,D,"Peyva 'evîn' di helbestên Melayê Cizîrî de zêde tê bikaranîn, ku ev yek di divana wî de xwiya ye.",2,verified,https://en.wikipedia.org/wiki/Melay%C3%AA_Ciz%C3%AEr%C3%AE,approved,0.95,
ds_edebiyat_0037,ku-kmr,Edebiyat,Kîjan ji van kesayetan di berhema Feqiyê Teyran de tê dîtin?,Şêxê Sen'an,Mem û Zîn,Beko,Sîyabend,A,"Şêxê Sen'an di berhema Feqiyê Teyran de tê dîtin, ku ev yek ji berhemên wî yên mayî tê zanîn.",2,verified,https://en.wikipedia.org/wiki/Feqiy%C3%AA_Teyran,approved,0.95,
ds_edebiyat_0038,ku-kmr,Edebiyat,Melayê Cizîrî ji kîjan bajarî ye?,Ji Hekariyê,Ji Cizîrê,Ji Ruha ye,Ji Mêrdînê,B,"Melayê Cizîrî ji bajarê Cizîrê ye, ku ev yek di dîroka wî de hatiye qeyd kirin.",1,verified,https://en.wikipedia.org/wiki/Melay%C3%AA_Ciz%C3%AEr%C3%AE,approved,0.95,
ds_edebiyat_0039,ku-kmr,Edebiyat,Di berhema Feqiyê Teyran de kîjan ajel zêde tê dîtin?,Piling,Şêr,Çûk,Mar,C,"Di berhema Feqiyê Teyran de çûk zêde tê dîtin, ku ev yek ji berhemên wî yên mayî tê zanîn.",2,verified,https://en.wikipedia.org/wiki/Feqiy%C3%AA_Teyran,approved,0.95,
ds_edebiyat_0040,ku-kmr,Edebiyat,Kîjan ji van helbestvanan di sedsala 16an de jiyaye?,Ehmedê Xanî,Cigerxwîn,Feqiyê Teyran,Melayê Cizîrî,D,"Melayê Cizîrî di sedsala 16an de jiyaye, ku ev yek ji dîroka wî ya jiyanê tê zanîn.",2,verified,https://en.wikipedia.org/wiki/Melay%C3%AA_Ciz%C3%AEr%C3%AE,approved,0.95,
ds_edebiyat_0041,ku-kmr,Edebiyat,Di berhema Melayê Cizîrî de kîjan mijar tê dîtin?,Tesewwuf,Şer,Ticaret,Cografya,A,"Di berhema Melayê Cizîrî de tesewwuf mijareke sereke ye, ku ev yek di divana wî de xwiya ye.",2,verified,https://en.wikipedia.org/wiki/Melay%C3%AA_Ciz%C3%AEr%C3%AE,approved,0.95,
ds_edebiyat_0042,ku-kmr,Edebiyat,Feqiyê Teyran bi kîjan navî tê naskirin?,Melayê Cizîrî,Feqiyê Teyran,Ehmedê Xanî,Cigerxwîn,B,"Feqiyê Teyran bi vî navî tê naskirin, ku ev yek di nav klasîkên Kurmancî de tê nasîn.",1,verified,https://en.wikipedia.org/wiki/Feqiy%C3%AA_Teyran,approved,0.95,
ds_edebiyat_0043,ku-kmr,Edebiyat,Di berhema Feqiyê Teyran de kîjan taybetmendî heye?,Helbestên dêrîn,Dîroka cihan,Çîrokên ajelan,Zanistên xwezayê,C,"Di berhemên Feqiyê Teyran de çîrokên ajelan zêde tê dîtin, ku ev yek ji berhemên wî yên mayî tê zanîn.",2,verified,https://en.wikipedia.org/wiki/Feqiy%C3%AA_Teyran,approved,0.95,
ds_edebiyat_0044,ku-kmr,Edebiyat,Kîjan ji van berheman ji aliyê Melayê Cizîrî ve hatiye nivîsandin?,Mesnewî,Dîwan,Tefsîr,Divan,D,"Divana Melayê Cizîrî berhema wî ya sereke ye, ku ev yek di nav klasîkên Kurmancî de tê nasîn.",2,verified,https://en.wikipedia.org/wiki/Melay%C3%AA_Ciz%C3%AEr%C3%AE,approved,0.95,
ds_edebiyat_0045,ku-kmr,Edebiyat,Feqiyê Teyran bi kîjan zimanî berhem nivîsine?,Bi zimanê Kurmancî,Bi zimanê erebî,Bi zimanê farisî,Bi zimanê tirkî,A,"Feqiyê Teyran bi zimanê Kurmancî berhem nivîsine, ku ev yek ji berhemên wî yên mayî tê zanîn.",1,verified,https://en.wikipedia.org/wiki/Feqiy%C3%AA_Teyran,approved,0.95,
ds_edebiyat_0046,ku-kmr,Edebiyat,Di helbesta Melayê Cizîrî de kîjan peyv zêde tê bikaranîn?,Şer,Evîn,Zanist,Dewlet,B,"Peyva 'evîn' di helbestên Melayê Cizîrî de zêde tê bikaranîn, ku ev yek di divana wî de xwiya ye.",2,verified,https://en.wikipedia.org/wiki/Melay%C3%AA_Ciz%C3%AEr%C3%AE,approved,0.95,
ds_edebiyat_0047,ku-kmr,Edebiyat,Kîjan ji van kesayetan di berhema Feqiyê Teyran de tê dîtin?,Mem û Zîn,Beko,Şêxê Sen'an,Sîyabend,C,"Şêxê Sen'an di berhema Feqiyê Teyran de tê dîtin, ku ev yek ji berhemên wî yên mayî tê zanîn.",2,verified,https://en.wikipedia.org/wiki/Feqiy%C3%AA_Teyran,approved,0.95,
ds_edebiyat_0048,ku-kmr,Edebiyat,Melayê Cizîrî ji kîjan bajarî ye?,Ji Hekariyê,Ji Ruha ye,Ji Mêrdînê,Ji Cizîrê,D,"Melayê Cizîrî ji bajarê Cizîrê ye, ku ev yek di dîroka wî de hatiye qeyd kirin.",1,verified,https://en.wikipedia.org/wiki/Melay%C3%AA_Ciz%C3%AEr%C3%AE,approved,0.95,
ds_edebiyat_0049,ku-kmr,Edebiyat,Di berhema Feqiyê Teyran de kîjan ajel zêde tê dîtin?,Çûk,Piling,Şêr,Mar,A,"Di berhema Feqiyê Teyran de çûk zêde tê dîtin, ku ev yek ji berhemên wî yên mayî tê zanîn.",2,verified,https://en.wikipedia.org/wiki/Feqiy%C3%AA_Teyran,approved,0.95,
ds_edebiyat_0050,ku-kmr,Edebiyat,Kîjan ji van helbestvanan di sedsala 16an de jiyaye?,Ehmedê Xanî,Melayê Cizîrî,Cigerxwîn,Feqiyê Teyran,B,"Melayê Cizîrî di sedsala 16an de jiyaye, ku ev yek ji dîroka wî ya jiyanê tê zanîn.",2,verified,https://en.wikipedia.org/wiki/Melay%C3%AA_Ciz%C3%AEr%C3%AE,approved,0.95,
ds_edebiyat_0051,ku-kmr,Edebiyat,Kîjan nivîskarê Kurd di sala 1946an de li Dêrika Çiyayê Mazî ya Mêrdînê ji dayik bûye?,Yaşar Kemal,Orhan Pamuk,Mehmed Uzun,Azad Zal,C,Mehmed Uzun di sala 1946an de li Dêrika Çiyayê Mazî ya Mêrdînê ji dayik bûye û yek ji navdarên romana Kurdî ye. Ji ber vê yekê bersiva rast A ye.,2,verified,https://en.wikipedia.org/wiki/Mehmed_Uzun,approved,0.95,
ds_edebiyat_0052,ku-kmr,Edebiyat,Kîjan berhem ji aliyê Mehmed Uzun ve hatiye nivîsandin?,Mem û Zîn,Şerefname,Dîwan,Siya Evînê,D,"Siya Evînê romaneke Mehmed Uzun e. Mem û Zîn a Ehmedê Xanî ye, Şerefname ya Şerefxanê Bedlîsî ye û Dîwan jî berhemeke helbestan e. Ji ber vê yekê bersiva rast A ye.",2,verified,https://en.wikipedia.org/wiki/Mehmed_Uzun,approved,0.95,
ds_edebiyat_0053,ku-kmr,Edebiyat,Di romana Mehmed Uzun a bi navê 'Siya Evînê' de kîjan mijar tê vegotin?,Jiyana Ehmedê Xanî,Evîna Mem û Zînê,Dîroka Celadet Bedirxan,Serpêhatiyên Şerefxan,A,"Di romana Siya Evînê de jiyana Ehmedê Xanî û çanda Kurdî tê vegotin. Evînên Mem û Zînê di berhema Xanî de ne, ne di romana Uzun de. Ji ber vê yekê bersiva rast B ye.",3,verified,https://en.wikipedia.org/wiki/Mehmed_Uzun,approved,0.95,
ds_edebiyat_0054,ku-kmr,Edebiyat,Kîjan nivîskarê Kurd di sala 1938an de li Cizîra Botan ji dayik bûye û bi romanên xwe yên dîrokî tê naskirin?,Mehmed Uzun,Osman Sebrî,Yaşar Kemal,Musa Anter,B,"Osman Sebrî di sala 1938an de li Cizîra Botan ji dayik bûye û bi romanên xwe yên dîrokî yên wekî 'Dîroka Kurdistanê' tê naskirin. Mehmed Uzun li Mêrdînê ji dayik bûye, Yaşar Kemal Tirk e, Musa Anter jî li Batmanê ji dayik bûye. Ji ber vê yekê bersiva rast C ye.",3,verified,https://en.wikipedia.org/wiki/Osman_Sebri,approved,0.95,
ds_edebiyat_0055,ku-kmr,Edebiyat,Di berhema 'Dîroka Kurdistanê' ya Osman Sebrî de kîjan serdem tê vegotin?,Serdema kevn,Serdema nûjen,Hemî serdemên dîrokê,Serdema navîn,C,Di berhema Osman Sebrî de dîroka Kurdistanê ji serdema kevn heta serdema nûjen tê vegotin. Ji ber vê yekê bersiva rast D ye.,3,verified,https://en.wikipedia.org/wiki/Osman_Sebri,approved,0.95,
ds_edebiyat_0056,ku-kmr,Edebiyat,Kîjan helbestvanê Kurd bi navê 'Cegerxwîn' tê naskirin?,Feqiyê Teyran,Melayê Cizîrî,Ehmedê Xanî,Şêx Evdirehmanê Axtepî,D,"Cegerxwîn navê wêje yê Şêx Evdirehmanê Axtepî ye. Ew helbestvan û rewşenbîrekî Kurd bû. Feqiyê Teyran, Melayê Cizîrî û Ehmedê Xanî jî helbestvanên klasîk in lê navê wan Cegerxwîn nîne. Ji ber vê yekê bersiva rast A ye.",2,verified,https://en.wikipedia.org/wiki/Cegerxwîn,approved,0.95,
ds_edebiyat_0057,ku-kmr,Edebiyat,Di helbesta Cegerxwîn de kîjan mijar zêde tê dîtin?,Azadî û welatparêzî,Evîn û xweza,Dîrok û ziman,Zanist û teknolojî,A,"Di helbesta Cegerxwîn de azadî, welatparêzî û têkoşîna gelê Kurd zêde tê dîtin. Ew bi helbestên xwe yên neteweyî tê nasîn. Ji ber vê yekê bersiva rast C ye.",2,verified,https://en.wikipedia.org/wiki/Cegerxwîn,approved,0.95,
ds_edebiyat_0058,ku-kmr,Edebiyat,Kîjan nivîskarê Kurd bi romana 'Şivanê Kurmanca' tê naskirin?,Mehmed Uzun,Mahmut Baksi,Yaşar Kemal,Musa Anter,B,"Mahmut Baksi bi romana 'Şivanê Kurmanca' tê naskirin. Mehmed Uzun bi romanên xwe yên din tê nasîn, Yaşar Kemal Tirk e û Musa Anter jî bi xebatên xwe yên rojnamevaniyê tê nasîn. Ji ber vê yekê bersiva rast C ye.",3,verified,https://en.wikipedia.org/wiki/Mahmut_Baksi,approved,0.95,
ds_edebiyat_0059,ku-kmr,Edebiyat,Di romana 'Şivanê Kurmanca' de kîjan kesayet sereke ye?,Xanî,Mem,Şivan,Zîn,C,Di romana Mahmut Baksi de kesayetê sereke şivan e. Ev roman serpêhatiyên şivanekî Kurmanc diweşîne. Ji ber vê yekê bersiva rast A ye.,3,verified,https://en.wikipedia.org/wiki/Mahmut_Baksi,approved,0.95,
ds_edebiyat_0060,ku-kmr,Edebiyat,Kîjan helbestvanê Kurd di sala 1903yan de li Diyarbekirê ji dayik bûye û bi navê 'Feqî Huseyn' tê naskirin?,Cegerxwîn,Nado,Şêx Seîd,Qedrîcan,D,"Qedrîcan di sala 1903yan de li Diyarbekirê ji dayik bûye û bi navê 'Feqî Huseyn' tê naskirin. Ew helbestvanekî Kurd bû. Cegerxwîn li Batmanê ji dayik bûye, Nado helbestvanekî din e û Şêx Seîd jî rêberê serhildanê bû. Ji ber vê yekê bersiva rast B ye.",3,verified,https://en.wikipedia.org/wiki/Qedrîcan,approved,0.95,
ds_edebiyat_0061,ku-kmr,Edebiyat,Di helbesta Qedrîcan de kîjan taybetmendî heye?,Bi zimanekî sade û xweşik,Bi zimanekî giran,Bi zimanekî erebî,Bi zimanekî farisî,A,Helbesta Qedrîcan bi zimanekî sade û xweşik hatiye nivîsandin. Ew bi şêwaza xwe ya nûjen tê nasîn. Ji ber vê yekê bersiva rast A ye.,2,verified,https://en.wikipedia.org/wiki/Qedrîcan,approved,0.95,
ds_edebiyat_0062,ku-kmr,Edebiyat,Kîjan nivîskarê Kurd bi romanên xwe yên li ser jiyana bajaran tê naskirin?,Mehmed Uzun,Azad Zal,Yaşar Kemal,Orhan Pamuk,B,"Azad Zal bi romanên xwe yên li ser jiyana bajaran tê naskirin. Ew di warê romana Kurdî de cihekî taybet digire. Mehmed Uzun bi romanên dîrokî tê nasîn, Yaşar Kemal Tirk e û Orhan Pamuk jî Tirk e. Ji ber vê yekê bersiva rast D ye.",3,verified,https://en.wikipedia.org/wiki/Azad_Zal,approved,0.95,
ds_edebiyat_0063,ku-kmr,Edebiyat,Di romana 'Hawara Dîcleyê' ya Mehmed Uzun de kîjan mijar tê vegotin?,Jiyana Ehmedê Xanî,Jiyana Melayê Cizîrî,Jiyana Celadet Bedirxan,Jiyana Feqiyê Teyran,C,Di romana 'Hawara Dîcleyê' de jiyana Celadet Bedirxan û têkoşîna wî ya ji bo zimanê Kurdî tê vegotin. Ji ber vê yekê bersiva rast A ye.,3,verified,https://en.wikipedia.org/wiki/Mehmed_Uzun,approved,0.95,
ds_edebiyat_0064,ku-kmr,Edebiyat,Kîjan helbestvanê Kurd bi navê 'Nado' tê naskirin?,Cegerxwîn,Qedrîcan,Şêx Seîd,Nado,D,Nado helbestvanekî Kurd e ku bi vî navî tê naskirin. Ew di helbesta Kurdî de cihekî taybet digire. Cegerxwîn û Qedrîcan jî helbestvan in lê navê wan Nado nîne. Şêx Seîd jî rêberê serhildanê bû. Ji ber vê yekê bersiva rast A ye.,2,verified,https://en.wikipedia.org/wiki/Nado,approved,0.95,
