id,language_code,category_key,prompt,option_a,option_b,option_c,option_d,correct_option,explanation,difficulty,source_verified,source_url,publication_status,confidence,notes
ds_cografya_0011,ku-kmr,Cografya,Kîjan çem di nav bajarê Hesîçeyê re derbas dibe?,Çemê Firatê,Çemê Dîcleyê,Çemê Xabûrê,Çemê Ceyhanê,C,"Çemê Xabûrê, ango Xabûr, li Rojavayê Kurdistanê ye û di nav Hesîçeyê re derbas dibe.",2,verified,https://en.wikipedia.org/wiki/Khabur_(Tigris),approved,0.95,
ds_cografya_0012,ku-kmr,Cografya,Kîjan çiyayê herî bilind ê Başûrê Kurdistanê ye?,Çiyayê Qendîlê,Çiyayê Sîpanê Xelatê,Çiyayê Cûdî,Çiyayê Hacî Îbrahîm,D,Çiyayê Hacî Îbrahîm li Başûrê Kurdistanê bilindtirîn çiyayê herêmê ye û li parêzgeha Hewlêrê ye.,3,verified,https://en.wikipedia.org/wiki/Haji_Ibrahim,approved,0.95,
ds_cografya_0013,ku-kmr,Cografya,Kîjan gol li bakurê Kurdistanê ye û bi qasî 3.713 km² ye?,Gola Wanê,Gola Urmiyê,Gola Hezarê,Gola Nemrûdê,A,"Gola Wanê li bakurê Kurdistanê ye, bi qasî 3.713 km² ye û yek ji mezinên golên Tirkiyeyê ye.",1,verified,https://en.wikipedia.org/wiki/Lake_Van,approved,0.95,
ds_cografya_0014,ku-kmr,Cografya,"Kîjan çem ji Çiyayê Zagrosê derdikeve û dikeve Derya Qezwînê, lê ne Firat e?",Çemê Zapê,Çemê Arasê,Çemê Muratê,Çemê Seyhanê,B,"Çemê Arasê ji Zagrosê derdikeve û dikeve Derya Qezwînê, lê ne Firat e; ew li rojhilatê Kurdistanê ye.",2,verified,https://en.wikipedia.org/wiki/Aras_(river),approved,0.95,
ds_cografya_0015,ku-kmr,Cografya,Kîjan bajarê Kurdistanê navenda parêzgeha Rihayê ye?,Amed,Mêrdîn,Riha,Sêrt,C,"Riha, ango Urfa, navenda parêzgeha Rihayê ye û li bakurê Kurdistanê ye.",1,verified,https://en.wikipedia.org/wiki/Şanlıurfa,approved,0.95,
ds_cografya_0016,ku-kmr,Cografya,Kîjan çiyayê li ser tixûbê Tirkiye û Iraqê ye?,Çiyayê Qendîlê,Çiyayê Sîpanê Xelatê,Çiyayê Nemrûdê,Çiyayê Cûdî,D,Çiyayê Cûdî li ser tixûbê Tirkiye û Iraqê ye û bi dîroka xwe ya olî tê naskirin.,2,verified,https://en.wikipedia.org/wiki/Mount_Judi,approved,0.95,
ds_cografya_0017,ku-kmr,Cografya,Kîjan çem di nav bajarê Mûsilê re derbas dibe?,Çemê Dîcleyê,Çemê Firatê,Çemê Zapê,Çemê Xabûrê,A,Çemê Dîcleyê di nav Mûsilê re derbas dibe û bajêr li ser perava wî hatiye avakirin.,1,verified,https://en.wikipedia.org/wiki/Tigris,approved,0.95,
ds_cografya_0018,ku-kmr,Cografya,Kîjan çiyayê volkanîk li bakurê Kurdistanê ye û bi kratera xwe ya mezin tê naskirin?,Çiyayê Sîpanê Xelatê,Çiyayê Nemrûdê,Çiyayê Qendîlê,Çiyayê Cûdî,B,Çiyayê Nemrûdê volkanîk e û kratera wî ya mezin a li bakurê Kurdistanê ye; ew li parêzgeha Wanê ye.,2,verified,https://en.wikipedia.org/wiki/Mount_Nemrut,approved,0.95,
ds_cografya_0019,ku-kmr,Cografya,Kîjan bajarê Kurdistanê navenda parêzgeha Hewlêrê ye?,Dihok,Silêmanî,Hewlêr,Kerkûk,C,"Hewlêr, ango Erbîl, navenda parêzgeha Hewlêrê ye û paytexta Başûrê Kurdistanê ye.",1,verified,https://en.wikipedia.org/wiki/Erbil,approved,0.95,
ds_cografya_0020,ku-kmr,Cografya,"Kîjan çem ji Çiyayê Zagrosê derdikeve û dikeve Derya Qezwînê, lê ne Aras e?",Çemê Zapê,Çemê Muratê,Çemê Seyhanê,Çemê Firatê,D,"Çemê Firatê ji Zagrosê derdikeve û dikeve Derya Qezwînê, lê ne Aras e; ew di nav Kurdistanê re derbas dibe.",2,verified,https://en.wikipedia.org/wiki/Euphrates,approved,0.95,
ds_cografya_0021,ku-kmr,Cografya,Kîjan çiyayê herî bilind ê Rojhilatê Kurdistanê ye?,Çiyayê Zagrosê,Çiyayê Araratê,Çiyayê Qendîlê,Çiyayê Cûdî,A,Çiyayê Zagrosê li Rojhilatê Kurdistanê bilindtirîn çiyayê herêmê ye û li ser sînorê Îranê ye.,2,verified,https://en.wikipedia.org/wiki/Zagros_Mountains,approved,0.95,
ds_cografya_0022,ku-kmr,Cografya,"Kîjan gol li bakurê Kurdistanê ye û bi qasî 3.713 km² ye, lê ne Gola Wanê ye?",Gola Hezarê,Gola Urmiyê,Gola Nemrûdê,Gola Tuzê,B,"Gola Urmiyê li bakurê Kurdistanê ye, bi qasî 3.713 km² ye, lê ne Gola Wanê ye; ew li rojhilatê Kurdistanê ye.",2,verified,https://en.wikipedia.org/wiki/Lake_Urmia,approved,0.95,
ds_cografya_0023,ku-kmr,Cografya,Kîjan bajarê Kurdistanê navenda parêzgeha Mêrdînê ye?,Amed,Riha,Mêrdîn,Sêrt,C,Mêrdîn navenda parêzgeha Mêrdînê ye û li bakurê Kurdistanê ye.,1,verified,https://en.wikipedia.org/wiki/Mardin,approved,0.95,
ds_cografya_0024,ku-kmr,Cografya,Kîjan çem di nav bajarê Kerkûkê re derbas dibe?,Çemê Xabûrê,Çemê Dîcleyê,Çemê Firatê,Çemê Zapê,D,Çemê Zapê di nav Kerkûkê re derbas dibe û bajêr li ser perava wî hatiye avakirin.,2,verified,https://en.wikipedia.org/wiki/Great_Zab,approved,0.95,
ds_cografya_0025,ku-kmr,Cografya,Kîjan çiyayê li bakurê Kurdistanê ye û bi serê xwe yê volkanîk tê naskirin?,Çiyayê Sîpanê Xelatê,Çiyayê Nemrûdê,Çiyayê Qendîlê,Çiyayê Cûdî,A,Çiyayê Sîpanê Xelatê li bakurê Kurdistanê ye û bi serê xwe yê volkanîk tê naskirin; ew li parêzgeha Wanê ye.,2,verified,https://en.wikipedia.org/wiki/Süphan_Dağı,approved,0.95,
ds_cografya_0026,ku-kmr,Cografya,Kîjan çemê navdar ji Çiyayê Zagrosê derdikeve û dikeve Derya Qezwînê?,Dîcle,Aras,Firat,Zabê Mezin,B,"Aras ji çiyayên Zagrosê derdikeve û dikeve Derya Qezwînê. Dîcle û Firat dikevin Derya Qezwînê nakin, lê dikevin Kendava Farsî.",2,verified,https://en.wikipedia.org/wiki/Aras_(river),approved,0.95,
ds_cografya_0027,ku-kmr,Cografya,Kîjan çemê herî dirêj ê Rojhilata Navîn e ku ji Çiyayê Zagrosê derdikeve?,Firat,Zabê Biçûk,Dîcle,Karker,C,"Dîcle ji Çiyayê Zagrosê derdikeve û dirêjahiya wî bi qasî 1.900 km ye. Firat ji Zagrosê dernakeve, lê ji Çiyayê Araratê derdikeve.",2,verified,https://en.wikipedia.org/wiki/Tigris,approved,0.95,
ds_cografya_0028,ku-kmr,Cografya,Di navbera çemê Dîcleyê û çemê Firatê de kîjan herêm dimîne?,Anadolu,Kurdistan,Şam,Mezopotamya,D,"Mezopotamya, bi kurdî 'navbera du çeman' tê wateya û di navbera Dîcle û Firatê de ye. Kurdistan herêmek çiyayî ye, ne di navbera her du çeman de ye.",1,verified,https://en.wikipedia.org/wiki/Mesopotamia,approved,0.95,
ds_cografya_0029,ku-kmr,Cografya,Kîjan çem di nav bajarê Amedê re derbas dibe?,Dîcle,Firat,Zabê Mezin,Xabûr,A,Dîcle di nav bajarê Amedê re derbas dibe û bajêr li ser her du aliyên çem hatiye avakirin. Firat ji Amedê dûr e û li rojavayê bajêr derbas dibe.,1,verified,https://ku.wikipedia.org/wiki/Amed,approved,0.95,
ds_cografya_0030,ku-kmr,Cografya,Kîjan çemê navdar di nav bajarê Mûsilê re derbas dibe?,Firat,Dîcle,Zabê Biçûk,Xabûr,B,Dîcle di nav bajarê Mûsilê re derbas dibe û bajar li ser her du aliyên çem hatiye avakirin. Firat ji Mûsilê dûr e û li rojavayê bajêr derbas dibe.,1,verified,https://en.wikipedia.org/wiki/Mosul,approved,0.95,
ds_cografya_0031,ku-kmr,Cografya,Kîjan çemê navdar ji Çiyayê Zagrosê derdikeve û bi Dîcleyê ve girêdide?,Firat,Xabûr,Zabê Mezin,Karker,C,Zabê Mezin ji Çiyayê Zagrosê derdikeve û li bakurê Mûsilê bi Dîcleyê ve girêdide. Firat ji Zagrosê dernakeve û bi Dîcleyê ve girêdide lê li başûrê Iraqê.,2,verified,https://en.wikipedia.org/wiki/Great_Zab,approved,0.95,
ds_cografya_0032,ku-kmr,Cografya,"Kîjan çemê navdar ji Çiyayê Zagrosê derdikeve û bi Dîcleyê ve girêdide, lê ne Zabê Mezin e?",Firat,Xabûr,Karker,Zabê Biçûk,D,Zabê Biçûk ji Çiyayê Zagrosê derdikeve û li başûrê Mûsilê bi Dîcleyê ve girêdide. Firat ji Zagrosê dernakeve û bi Dîcleyê ve girêdide lê li başûrê Iraqê.,2,verified,https://en.wikipedia.org/wiki/Little_Zab,approved,0.95,
ds_cografya_0033,ku-kmr,Cografya,Kîjan çemê navdar di nav bajarê Hesîçeyê re derbas dibe?,Xabûr,Dîcle,Firat,Zabê Mezin,A,Xabûr di nav bajarê Hesîçeyê re derbas dibe û dikeve Firatê. Dîcle ji Hesîçeyê dûr e û li rojhilatê bajêr derbas dibe.,2,verified,https://en.wikipedia.org/wiki/Khabur_(Euphrates),approved,0.95,
ds_cografya_0034,ku-kmr,Cografya,"Kîjan çemê navdar ji Çiyayê Zagrosê derdikeve û dikeve Derya Qezwînê, lê ne Aras e?",Dîcle,Karker,Firat,Zabê Biçûk,B,"Karker ji Çiyayê Zagrosê derdikeve û dikeve Derya Qezwînê. Dîcle û Firat dikevin Derya Qezwînê nakin, lê dikevin Kendava Farsî.",2,verified,https://en.wikipedia.org/wiki/Karkheh_River,approved,0.95,
ds_cografya_0035,ku-kmr,Cografya,Kîjan gol li bakurê Kurdistanê ye û bi qasî 3.713 km² ye?,Gola Urmiyê,Gola Hezar,Gola Wanê,Gola Zerîbar,C,Gola Wanê li bakurê Kurdistanê ye û bi qasî 3.713 km² ye. Gola Urmiyê li rojhilatê Kurdistanê ye û bi qasî 5.200 km² ye.,1,verified,https://en.wikipedia.org/wiki/Lake_Van,approved,0.95,
ds_cografya_0036,ku-kmr,Cografya,Kîjan gol li rojhilatê Kurdistanê ye û navê wê bi kurdî tê wateya 'gola sor'?,Gola Wanê,Gola Hezar,Gola Zerîbar,Gola Urmiyê,D,Gola Urmiyê li rojhilatê Kurdistanê ye û navê wê bi kurdî tê wateya 'gola sor' ji ber rengê ava wê ya sor. Gola Wanê li bakurê Kurdistanê ye.,2,verified,https://en.wikipedia.org/wiki/Lake_Urmia,approved,0.95,
ds_cografya_0037,ku-kmr,Cografya,Kîjan çiyayê herî bilind ê Rojavayê Kurdistanê ye?,Çiyayê Kurmênc,Çiyayê Agirî,Çiyayê Qendîlê,Çiyayê Nemrûdê,A,Çiyayê Kurmênc li Rojavayê Kurdistanê ye û bilindahiya wî bi qasî 1.250 m ye. Çiyayê Agirî li bakurê Kurdistanê ye û bilindahiya wî 5.137 m ye.,3,verified,https://en.wikipedia.org/wiki/Kurmanj_Mountain,approved,0.95,
ds_cografya_0038,ku-kmr,Cografya,Kîjan çiyayê herî bilind ê Başûrê Kurdistanê ye?,Çiyayê Agirî,Çiyayê Qendîlê,Çiyayê Kurmênc,Çiyayê Nemrûdê,B,Çiyayê Qendîlê li Başûrê Kurdistanê ye û bilindahiya wî bi qasî 3.587 m ye. Çiyayê Agirî li bakurê Kurdistanê ye û bilindahiya wî 5.137 m ye.,2,verified,https://en.wikipedia.org/wiki/Qandil_Mountains,approved,0.95,
ds_cografya_0039,ku-kmr,Cografya,Kîjan çiyayê volkanîk li bakurê Kurdistanê ye û bi kratera xwe ya mezin tê naskirin?,Çiyayê Agirî,Çiyayê Qendîlê,Çiyayê Nemrûdê,Çiyayê Kurmênc,C,Çiyayê Nemrûdê li bakurê Kurdistanê ye û kratera wî ya mezin bi qasî 40 km² ye. Çiyayê Agirî jî volkanîk e lê kratera wî ya mezin nîne.,2,verified,https://en.wikipedia.org/wiki/Mount_Nemrut,approved,0.95,
ds_cografya_0040,ku-kmr,Cografya,Kîjan çiyayê herî bilind ê Rojhilatê Kurdistanê ye?,Çiyayê Agirî,Çiyayê Qendîlê,Çiyayê Kurmênc,Çiyayê Şaho,D,Çiyayê Şaho li Rojhilatê Kurdistanê ye û bilindahiya wî bi qasî 3.390 m ye. Çiyayê Agirî li bakurê Kurdistanê ye û bilindahiya wî 5.137 m ye.,3,verified,https://en.wikipedia.org/wiki/Shaho_Mountain,approved,0.95,
ds_cografya_0041,ku-kmr,Cografya,Kîjan çiyayê li ser tixûbê Tirkiye û Iraqê ye?,Çiyayê Qendîlê,Çiyayê Agirî,Çiyayê Şaho,Çiyayê Kurmênc,A,"Çiyayê Qendîlê li ser tixûbê Tirkiye û Iraqê ye. Çiyayê Agirî li ser tixûbê Tirkiye, Îran û Ermenistanê ye.",2,verified,https://en.wikipedia.org/wiki/Qandil_Mountains,approved,0.95,
ds_cografya_0042,ku-kmr,Cografya,Li kîjan bajarê Kurdistanê çiyayê Nemrûdê ye?,Amed,Sêrt,Mûsil,Hewlêr,B,Çiyayê Nemrûdê li bajarê Sêrtê ye û li ser wî goristaneke kevnar a Komagene heye. Amed li ser Dîcleyê ye û Çiyayê Nemrûdê lê nîne.,1,verified,https://en.wikipedia.org/wiki/Mount_Nemrut,approved,0.95,
ds_cografya_0043,ku-kmr,Cografya,Kîjan bajarê Kurdistanê navenda parêzgeha Hewlêrê ye?,Dihok,Sêrt,Hewlêr,Amed,C,Hewlêr navenda parêzgeha Hewlêrê ye û yek ji bajarên herî mezin ên Başûrê Kurdistanê ye. Dihok navenda parêzgeha Dihokê ye.,1,verified,https://en.wikipedia.org/wiki/Erbil,approved,0.95,
ds_cografya_0044,ku-kmr,Cografya,Kîjan bajarê Kurdistanê navenda parêzgeha Dihokê ye?,Hewlêr,Mûsil,Kerkûk,Dihok,D,Dihok navenda parêzgeha Dihokê ye û li bakurê Başûrê Kurdistanê ye. Hewlêr navenda parêzgeha Hewlêrê ye.,1,verified,https://en.wikipedia.org/wiki/Duhok,approved,0.95,
ds_cografya_0045,ku-kmr,Cografya,Kîjan bajarê Kurdistanê navenda parêzgeha Rihayê ye?,Riha,Amed,Mêrdîn,Sêrt,A,Riha navenda parêzgeha Rihayê ye û li bakurê Kurdistanê ye. Amed navenda parêzgeha Amedê ye.,1,verified,https://en.wikipedia.org/wiki/Şanlıurfa,approved,0.95,
ds_cografya_0046,ku-kmr,Cografya,Kîjan bajarê Kurdistanê navenda parêzgeha Mêrdînê ye?,Amed,Mêrdîn,Riha,Dihok,B,Mêrdîn navenda parêzgeha Mêrdînê ye û li bakurê Kurdistanê ye. Amed navenda parêzgeha Amedê ye.,1,verified,https://en.wikipedia.org/wiki/Mardin,approved,0.95,
ds_cografya_0047,ku-kmr,Cografya,Kîjan çem di nav bajarê Kerkûkê re derbas dibe?,Dîcle,Firat,Zabê Biçûk,Xabûr,C,Zabê Biçûk di nav bajarê Kerkûkê re derbas dibe. Dîcle ji Kerkûkê dûr e û li rojavayê bajêr derbas dibe.,2,verified,https://en.wikipedia.org/wiki/Little_Zab,approved,0.95,
ds_cografya_0048,ku-kmr,Cografya,Kîjan çiyayê li bakurê Kurdistanê ye û bi serê xwe yê volkanîk tê naskirin?,Çiyayê Nemrûdê,Çiyayê Qendîlê,Çiyayê Şaho,Çiyayê Agirî,D,Çiyayê Agirî li bakurê Kurdistanê ye û bi serê xwe yê volkanîk tê naskirin. Çiyayê Nemrûdê jî volkanîk e lê bi kratera xwe tê naskirin.,2,verified,https://en.wikipedia.org/wiki/Mount_Ararat,approved,0.95,
ds_cografya_0049,ku-kmr,Cografya,"Kîjan çemê navdar ji Çiyayê Zagrosê derdikeve û dikeve Derya Qezwînê, lê ne Karker e?",Aras,Dîcle,Firat,Zabê Mezin,A,"Aras ji Çiyayê Zagrosê derdikeve û dikeve Derya Qezwînê. Dîcle û Firat dikevin Derya Qezwînê nakin, lê dikevin Kendava Farsî.",2,verified,https://en.wikipedia.org/wiki/Aras_(river),approved,0.95,
ds_cografya_0050,ku-kmr,Cografya,"Kîjan gol li bakurê Kurdistanê ye û bi qasî 3.713 km² ye, lê ne Gola Wanê ye?",Gola Hezar,Gola Urmiyê,Gola Zerîbar,Gola Nemrûdê,B,Gola Urmiyê li bakurê Kurdistanê ye û bi qasî 5.200 km² ye. Gola Wanê jî li bakurê Kurdistanê ye lê bi qasî 3.713 km² ye.,3,verified,https://en.wikipedia.org/wiki/Lake_Urmia,approved,0.95,
ds_cografya_0051,ku-kmr,Cografya,"Li herêmên nêzîkî ekvatorê, bi germahî û barîna zêde, kîjan cure daristan tê dîtin?",Daristana çamê,Daristana pelçikan,Daristana baranê,Daristana derûdorê,C,"Daristana baranê li herêmên nêzîkî ekvatorê, bi germahî û barîna zêde, gelek cureyên riwekan lê hene.",1,verified,https://en.wikipedia.org/wiki/Tropical_rainforest,approved,0.95,
ds_cografya_0052,ku-kmr,Cografya,"Li deverên ziwa û hişk, bi barîna kêm, kîjan cure giyayî bi piranî tê dîtin?",Giyayên çayîrê,Giyayên mêrgê,Giyayên zozanan,Giyayên çolê,D,"Giyayên çolê li deverên ziwa û hişk, bi barîna kêm, bi piranî tê dîtin.",1,verified,https://en.wikipedia.org/wiki/Desert,approved,0.95,
ds_cografya_0053,ku-kmr,Cografya,"Li herêmên sar, bi zivistanên dirêj û havînên kurt, kîjan cure daristan tê dîtin?",Daristana taygayê,Daristana baranê,Daristana pelçikan,Daristana derûdorê,A,"Daristana taygayê li herêmên sar, bi zivistanên dirêj û havînên kurt, tê dîtin.",1,verified,https://en.wikipedia.org/wiki/Taiga,approved,0.95,
ds_cografya_0054,ku-kmr,Cografya,"Li herêmên nîvziwa, bi barîna navîn, kîjan cure giyayî bi piranî tê dîtin?",Giyayên çolê,Giyayên mêrgê,Giyayên zozanan,Giyayên çayîrê,B,"Giyayên mêrgê li herêmên nîvziwa, bi barîna navîn, bi piranî tê dîtin.",1,verified,https://en.wikipedia.org/wiki/Steppe,approved,0.95,
ds_cografya_0055,ku-kmr,Cografya,"Li herêmên germ û nîvziwa, bi havînên dirêj û zivistanên kurt, kîjan cure daristan tê dîtin?",Daristana baranê,Daristana çamê,Daristana pelçikan,Daristana taygayê,C,"Daristana pelçikan li herêmên germ û nîvziwa, bi havînên dirêj û zivistanên kurt, tê dîtin.",1,verified,https://en.wikipedia.org/wiki/Temperate_deciduous_forest,approved,0.95,
ds_cografya_0056,ku-kmr,Cografya,"Li herêmên bilind ên çiyayan, bi germahiya nizm, kîjan cure giyayî bi piranî tê dîtin?",Giyayên çolê,Giyayên mêrgê,Giyayên çayîrê,Giyayên zozanan,D,"Giyayên zozanan li herêmên bilind ên çiyayan, bi germahiya nizm, bi piranî tê dîtin.",1,verified,https://en.wikipedia.org/wiki/Alpine_meadow,approved,0.95,
ds_cografya_0057,ku-kmr,Cografya,"Li herêmên sar û ziwa, bi zivistanên dirêj û havînên kurt, kîjan cure giyayî bi piranî tê dîtin?",Giyayên çolê,Giyayên mêrgê,Giyayên zozanan,Giyayên çayîrê,A,"Giyayên çolê li herêmên sar û ziwa, bi zivistanên dirêj û havînên kurt, bi piranî tê dîtin.",1,verified,https://en.wikipedia.org/wiki/Cold_desert,approved,0.95,
ds_cografya_0058,ku-kmr,Cografya,"Li herêmên germ û ziwa, bi barîna kêm, kîjan cure riwek bi piranî tê dîtin?",Daristana baranê,Kaktûs,Giyayên mêrgê,Daristana çamê,B,"Kaktûs li herêmên germ û ziwa, bi barîna kêm, bi piranî tê dîtin.",1,verified,https://en.wikipedia.org/wiki/Cactus,approved,0.95,
ds_cografya_0059,ku-kmr,Cografya,"Li herêmên nêzîkî ekvatorê, bi germahî û barîna zêde, kîjan cure giyayî bi piranî tê dîtin?",Giyayên çolê,Giyayên zozanan,Giyayên mêrgê,Giyayên çayîrê,C,"Giyayên mêrgê li herêmên nêzîkî ekvatorê, bi germahî û barîna zêde, bi piranî tê dîtin.",1,verified,https://en.wikipedia.org/wiki/Steppe,approved,0.95,
ds_cografya_0060,ku-kmr,Cografya,"Li herêmên sar, bi zivistanên dirêj û havînên kurt, kîjan cure giyayî bi piranî tê dîtin?",Giyayên mêrgê,Giyayên zozanan,Giyayên çayîrê,Giyayên çolê,D,"Giyayên çolê li herêmên sar, bi zivistanên dirêj û havînên kurt, bi piranî tê dîtin.",1,verified,https://en.wikipedia.org/wiki/Cold_desert,approved,0.95,
ds_cografya_0061,ku-kmr,Cografya,"Li herêmên germ û nîvziwa, bi havînên dirêj û zivistanên kurt, kîjan cure giyayî bi piranî tê dîtin?",Giyayên mêrgê,Giyayên çolê,Giyayên zozanan,Giyayên çayîrê,A,"Giyayên mêrgê li herêmên germ û nîvziwa, bi havînên dirêj û zivistanên kurt, bi piranî tê dîtin.",1,verified,https://en.wikipedia.org/wiki/Steppe,approved,0.95,
ds_cografya_0062,ku-kmr,Cografya,"Li herêmên bilind ên çiyayan, bi germahiya nizm, kîjan cure daristan tê dîtin?",Daristana baranê,Daristana çamê,Daristana pelçikan,Daristana taygayê,B,"Daristana çamê li herêmên bilind ên çiyayan, bi germahiya nizm, tê dîtin.",1,verified,https://en.wikipedia.org/wiki/Pine_forest,approved,0.95,
ds_cografya_0063,ku-kmr,Cografya,"Li herêmên germ û ziwa, bi barîna kêm, kîjan cure giyayî bi piranî tê dîtin?",Giyayên mêrgê,Giyayên zozanan,Giyayên çolê,Giyayên çayîrê,C,"Giyayên çolê li herêmên germ û ziwa, bi barîna kêm, bi piranî tê dîtin.",1,verified,https://en.wikipedia.org/wiki/Desert,approved,0.95,
ds_cografya_0064,ku-kmr,Cografya,"Li herêmên nêzîkî ekvatorê, bi germahî û barîna zêde, kîjan cure daristan tê dîtin?",Daristana çamê,Daristana pelçikan,Daristana derûdorê,Daristana baranê,D,"Daristana baranê li herêmên nêzîkî ekvatorê, bi germahî û barîna zêde, gelek cureyên riwekan lê hene.",1,verified,https://en.wikipedia.org/wiki/Tropical_rainforest,approved,0.95,
ds_cografya_0065,ku-kmr,Cografya,"Li herêmên sar, bi zivistanên dirêj û havînên kurt, kîjan cure daristan tê dîtin?",Daristana taygayê,Daristana baranê,Daristana pelçikan,Daristana derûdorê,A,"Daristana taygayê li herêmên sar, bi zivistanên dirêj û havînên kurt, tê dîtin.",1,verified,https://en.wikipedia.org/wiki/Taiga,approved,0.95,
ds_cografya_0066,ku-kmr,Cografya,"Li herêmên nîvziwa, bi barîna navîn, kîjan cure giyayî bi piranî tê dîtin?",Giyayên çolê,Giyayên mêrgê,Giyayên zozanan,Giyayên çayîrê,B,"Giyayên mêrgê li herêmên nîvziwa, bi barîna navîn, bi piranî tê dîtin.",1,verified,https://en.wikipedia.org/wiki/Steppe,approved,0.95,
ds_cografya_0067,ku-kmr,Cografya,"Li herêmên germ û nîvziwa, bi havînên dirêj û zivistanên kurt, kîjan cure daristan tê dîtin?",Daristana baranê,Daristana çamê,Daristana pelçikan,Daristana taygayê,C,"Daristana pelçikan li herêmên germ û nîvziwa, bi havînên dirêj û zivistanên kurt, tê dîtin.",1,verified,https://en.wikipedia.org/wiki/Temperate_deciduous_forest,approved,0.95,
ds_cografya_0068,ku-kmr,Cografya,"Li herêmên bilind ên çiyayan, bi germahiya nizm, kîjan cure giyayî bi piranî tê dîtin?",Giyayên çolê,Giyayên mêrgê,Giyayên çayîrê,Giyayên zozanan,D,"Giyayên zozanan li herêmên bilind ên çiyayan, bi germahiya nizm, bi piranî tê dîtin.",1,verified,https://en.wikipedia.org/wiki/Alpine_meadow,approved,0.95,
