id,language_code,category_key,prompt,option_a,option_b,option_c,option_d,correct_option,explanation,difficulty,source_verified,source_url,publication_status,confidence,notes
ds_ziman_0027,ku-kmr,Ziman,"Di kurmancî de, dema borî ya sade ji bo kiryarekê çawa tê avakirin?",Bi lêkera 'bûn' û raderê,Bi kok û paşgira '-î' û '-e',Bi kok û paşgira '-î',Bi alîkariya lêkera 'kirin',C,"Dema borî ya sade di kurmancî de bi koka lêkerê û paşgira '-î' tê avakirin, wek 'ez çûm' (ji 'çûn'), 'tu hatî' (ji 'hatin'). Paşgira '-e' ji bo dema niha ye, û lêkera alîkar jî ji bo avakirinên din tê bikaranîn.",2,verified,https://en.wikipedia.org/wiki/Simple_past,approved,0.95,
ds_ziman_0028,ku-kmr,Ziman,"Ji bo kiryarekê ku dê di pêşerojê de biqewime, em kîjan demê bi kar tînin?",Dema borî,Dema niha,Dema raborî,Dema bê,D,"Dema bê ji bo kiryarên ku dê di pêşerojê de biqewimin tê bikaranîn. Di kurmancî de ev dem bi alîkariya 'ê' an 'dê' û raderê tê avakirin, wek 'ez ê biçim' an 'ew dê bê'.",1,verified,https://en.wikipedia.org/wiki/Future_tense,approved,0.95,
ds_ziman_0029,ku-kmr,Ziman,"Di kurmancî de, kîjan forma lêkerê ji bo dema niha ya berdewam e?",Ez diçim,Ez çûm,Ezê biçim,Ez çûbûm,A,"Forma 'ez diçim' dema niha ya berdewam e, ku kiryara niha nîşan dide. 'Ez çûm' dema borî ye, 'ezê biçim' dema bê ye, û 'ez çûbûm' jî dema dûdar a borî ye.",1,verified,https://en.wikipedia.org/wiki/Present_continuous,approved,0.95,
ds_ziman_0030,ku-kmr,Ziman,"Ji bo kiryarekê ku berê qediyaye, divê em kîjan demê bi kar bînin?",Dema niha,Dema borî,Dema bê,Dema fermanî,B,"Dema borî ji bo kiryarên ku berê qediyane tê bikaranîn. Di kurmancî de, ev dem bi paşgirên wek '-î' û '-îye' tê avakirin, wek 'ez hatim' an 'ew çûye'.",1,verified,https://en.wikipedia.org/wiki/Past_tense,approved,0.95,
ds_ziman_0031,ku-kmr,Ziman,"Di kurmancî de, dema bê bi kîjan alîkariyê tê avakirin?",Bi lêkera 'bûn',Bi lêkera 'kirin',Bi lêkera 'dê' an 'ê',Bi lêkera 'hatin',C,"Dema bê di kurmancî de bi alîkariya lêkera 'dê' an 'ê' û radera lêkerê tê avakirin, wek 'ez ê bixwim' an 'ew dê bêje'. Lêkerên 'bûn', 'kirin' û 'hatin' ji bo avakirinên din tên bikaranîn.",2,verified,https://en.wikipedia.org/wiki/Future_tense,approved,0.95,
ds_ziman_0032,ku-kmr,Ziman,Kîjan hevok di dema borî de ye?,Ew diçe malê,Ew ê biçe malê,Ew diçû malê,Ew çû malê,D,"Hevoka 'ew çû malê' di dema borî de ye, ji ber ku lêkera 'çûn' bi forma xwe ya borî hatiye bikaranîn. 'Ew diçe malê' dema niha ye, 'ew ê biçe malê' dema bê ye, û 'ew diçû malê' jî dema borî ya berdewam e.",1,verified,https://en.wikipedia.org/wiki/Simple_past,approved,0.95,
ds_ziman_0033,ku-kmr,Ziman,"Di kurmancî de, dema niha ya berdewam bi kîjan paşgirê tê nîşankirin?",Paşgira '-e',Paşgira '-î',Paşgira '-bû',Paşgira '-ê',A,"Dema niha ya berdewam di kurmancî de bi paşgira '-e' tê nîşankirin, wek 'ez diçim' (ji 'çûn'), 'tu dinivîsî' (ji 'nivîsîn'). Paşgira '-î' ji bo dema borî ye, '-bû' ji bo dûdar e, û '-ê' jî ji bo dema bê ye.",2,verified,https://en.wikipedia.org/wiki/Present_tense,approved,0.95,
ds_ziman_0034,ku-kmr,Ziman,"Ji bo kiryarekê ku dê biqewime, kîjan hevok rast e?",Ez hatim,Ez ê werim,Ez tême,Ez hatibûm,B,"Hevoka 'ez ê werim' dema bê ye, ji ber ku bi alîkariya 'ê' û radera lêkerê hatiye avakirin. 'Ez hatim' dema borî ye, 'ez tême' dema niha ye, û 'ez hatibûm' jî dema dûdar a borî ye.",1,verified,https://en.wikipedia.org/wiki/Future_tense,approved,0.95,
ds_ziman_0035,ku-kmr,Ziman,"Di kurmancî de, dema borî ya berdewam çawa tê avakirin?",Bi alîkariya 'dê' û raderê,Bi koka lêkerê û paşgira '-î',Bi alîkariya 'di' û paşgira '-î',Bi alîkariya 'bûn' û raderê,C,"Dema borî ya berdewam di kurmancî de bi alîkariya 'di' û paşgira '-î' tê avakirin, wek 'ez diçûm' (ji 'çûn'), 'ew dihat' (ji 'hatin'). Ev dem kiryara ku berê berdewam bû nîşan dide.",3,verified,https://en.wikipedia.org/wiki/Past_continuous,approved,0.95,
ds_ziman_0036,ku-kmr,Ziman,Kîjan hevok di dema bê de ye?,Me xwar,Em dixwin,Me xwariye,Em ê bixwin,D,"Hevoka 'em ê bixwin' dema bê ye, ji ber ku bi alîkariya 'ê' û radera lêkerê hatiye avakirin. 'Me xwar' dema borî ye, 'em dixwin' dema niha ye, û 'me xwariye' jî dema borî ya temam e.",1,verified,https://en.wikipedia.org/wiki/Future_tense,approved,0.95,
ds_ziman_0037,ku-kmr,Ziman,"Di kurmancî de, dema niha ji bo lêkera 'nivîsîn' çawa ye?",Ez dinivîsim,Ez nivîsîm,Ez ê binivîsim,Ez nivîsandim,A,"Dema niha ya lêkera 'nivîsîn' bi forma 'ez dinivîsim' tê nîşankirin. 'Ez nivîsîm' dema borî ye, 'ez ê binivîsim' dema bê ye, û 'ez nivîsandim' jî dema borî ya qediyayî ye.",2,verified,https://en.wikipedia.org/wiki/Present_tense,approved,0.95,
ds_ziman_0038,ku-kmr,Ziman,"Ji bo kiryarekê ku berê qediyaye û hê jî bandora wê heye, em kîjan demê bi kar tînin?",Dema borî ya sade,Dema borî ya temam,Dema niha ya berdewam,Dema bê ya berdewam,B,"Dema borî ya temam (an jî dema dûdar) ji bo kiryarên ku berê qediyane lê bandora wan hê jî heye tê bikaranîn. Di kurmancî de, ev bi paşgira '-îye' an '-iye' tê avakirin, wek 'ez hatime' an 'ew çûye'.",2,verified,https://en.wikipedia.org/wiki/Present_perfect,approved,0.95,
ds_ziman_0039,ku-kmr,Ziman,"Di kurmancî de, dema bê ya berdewam çawa tê avakirin?",Bi alîkariya 'dê' û raderê,Bi alîkariya 'di' û paşgira '-î',Bi alîkariya 'dê' û dema niha,Bi alîkariya 'bûn' û raderê,C,"Dema bê ya berdewam di kurmancî de bi alîkariya 'dê' an 'ê' û forma dema niha tê avakirin, wek 'ez ê biçim' (ji 'çûn'), 'ew ê bêje' (ji 'gotin'). Ev dem kiryara ku dê di pêşerojê de berdewam be nîşan dide.",3,verified,https://en.wikipedia.org/wiki/Future_continuous,approved,0.95,
ds_ziman_0040,ku-kmr,Ziman,Kîjan hevok di dema niha de ye?,Wê got,Ew ê bêje,Wê gotiye,Ew dibêje,D,"Hevoka 'ew dibêje' dema niha ye, ji ber ku lêkera 'gotin' bi forma xwe ya niha hatiye bikaranîn. 'Wê got' dema borî ye, 'ew ê bêje' dema bê ye, û 'wê gotiye' jî dema borî ya temam e.",1,verified,https://en.wikipedia.org/wiki/Present_tense,approved,0.95,
ds_ziman_0041,ku-kmr,Ziman,"Di kurmancî de, dema borî ya lêkera 'hatin' çawa ye?",Ez hatim,Ez têm,Ez ê werim,Ez hatibûm,A,"Dema borî ya lêkera 'hatin' bi forma 'ez hatim' tê nîşankirin. 'Ez têm' dema niha ye, 'ez ê werim' dema bê ye, û 'ez hatibûm' jî dema dûdar a borî ye.",1,verified,https://en.wikipedia.org/wiki/Simple_past,approved,0.95,
ds_ziman_0042,ku-kmr,Ziman,"Ji bo kiryarekê ku berê berdewam bû, kîjan hevok rast e?",Ez çûm,Ez diçûm,Ez diçim,Ez ê biçim,B,"Hevoka 'ez diçûm' dema borî ya berdewam e, ku kiryara berê ya berdewam nîşan dide. 'Ez çûm' dema borî ya sade ye, 'ez diçim' dema niha ye, û 'ez ê biçim' dema bê ye.",2,verified,https://en.wikipedia.org/wiki/Past_continuous,approved,0.95,
ds_ziman_0043,ku-kmr,Ziman,"Di kurmancî de, dema niha ya lêkera 'xwendin' çawa ye?",Ez xwendim,Ez ê bixwînim,Ez dixwînim,Ez xwendibûm,C,"Dema niha ya lêkera 'xwendin' bi forma 'ez dixwînim' tê nîşankirin. 'Ez xwendim' dema borî ye, 'ez ê bixwînim' dema bê ye, û 'ez xwendibûm' jî dema dûdar a borî ye.",1,verified,https://en.wikipedia.org/wiki/Present_tense,approved,0.95,
ds_ziman_0044,ku-kmr,Ziman,"Di kurmancî de, dema bê ya lêkera 'kirin' çawa ye?",Ez dikim,Ez kirim,Ez kiribûm,Ez ê bikim,D,"Dema bê ya lêkera 'kirin' bi forma 'ez ê bikim' tê nîşankirin. 'Ez dikim' dema niha ye, 'ez kirim' dema borî ye, û 'ez kiribûm' jî dema dûdar a borî ye.",1,verified,https://en.wikipedia.org/wiki/Future_tense,approved,0.95,
ds_ziman_0045,ku-kmr,Ziman,Kîjan hevok di dema borî ya temam de ye?,Me xwariye,Me dixwar,Me xwar,Em ê bixwin,A,"Hevoka 'me xwariye' dema borî ya temam e, ku kiryara qediyayî û bandora wê nîşan dide. 'Me dixwar' dema borî ya berdewam e, 'me xwar' dema borî ya sade ye, û 'em ê bixwin' dema bê ye.",2,verified,https://en.wikipedia.org/wiki/Present_perfect,approved,0.95,
ds_ziman_0046,ku-kmr,Ziman,"Di kurmancî de, dema niha ya lêkera 'gotin' çawa ye?",Ez gotim,Ez dibêjim,Ez ê bêjim,Ez gotibûm,B,"Dema niha ya lêkera 'gotin' bi forma 'ez dibêjim' tê nîşankirin. 'Ez gotim' dema borî ye, 'ez ê bêjim' dema bê ye, û 'ez gotibûm' jî dema dûdar a borî ye.",1,verified,https://en.wikipedia.org/wiki/Present_tense,approved,0.95,
ds_ziman_0047,ku-kmr,Ziman,"Ji bo kiryarekê ku dê di pêşerojê de berdewam be, kîjan hevok rast e?",Ez ê diçim,Ez diçim,Ez ê biçim,Ez çûm,C,"Hevoka 'ez ê biçim' dema bê ye, ku kiryara pêşerojê nîşan dide. 'Ez ê diçim' ne rast e, 'ez diçim' dema niha ye, û 'ez çûm' dema borî ye.",2,verified,https://en.wikipedia.org/wiki/Future_tense,approved,0.95,
ds_ziman_0048,ku-kmr,Ziman,"Di kurmancî de, dema dûdar a borî çawa tê avakirin?",Bi alîkariya 'dê' û raderê,Bi koka lêkerê û paşgira '-î',Bi alîkariya 'di' û raderê,Bi alîkariya 'bûn' û paşgira '-î',D,"Dema dûdar a borî di kurmancî de bi alîkariya lêkera 'bûn' û paşgira '-î' tê avakirin, wek 'ez çûbûm' (ji 'çûn'), 'ew hatibû' (ji 'hatin'). Ev dem kiryara ku berê qediyaye nîşan dide.",3,verified,https://en.wikipedia.org/wiki/Pluperfect,approved,0.95,
ds_ziman_0049,ku-kmr,Ziman,Kîjan hevok di dema bê ya berdewam de ye?,Ez ê biçim,Ez diçim,Ez ê diçim,Ez çûm,A,"Hevoka 'ez ê biçim' dema bê ye, ku kiryara pêşerojê nîşan dide. 'Ez diçim' dema niha ye, 'ez ê diçim' ne rast e, û 'ez çûm' dema borî ye.",2,verified,https://en.wikipedia.org/wiki/Future_continuous,approved,0.95,
ds_ziman_0050,ku-kmr,Ziman,"Di kurmancî de, dema borî ya lêkera 'dan' çawa ye?",Ez didim,Ez dam,Ez ê bidim,Ez dabûm,B,"Dema borî ya lêkera 'dan' bi forma 'ez dam' tê nîşankirin. 'Ez didim' dema niha ye, 'ez ê bidim' dema bê ye, û 'ez dabûm' jî dema dûdar a borî ye.",1,verified,https://en.wikipedia.org/wiki/Simple_past,approved,0.95,
ds_ziman_0051,ku-kmr,Ziman,"Di kurmancî de, ji bo ku em bibêjin ""min kitêb xwend"", kîjan awayê rast e?",Min kitêb xwend.,Ez kitêbê dixwînim.,Min kitêbê xwend.,Ez kitêbê xwendim.,C,"Di kurmancî de, dema borî ya ergatîf bi kirdeya oblik (min) û lêkera gerguhêz re tê bikaranîn. Lêker bi kirdeyê re nahevdeng e; ew bi bireserê re hevdeng e. Ji ber vê yekê ""min kitêb xwend"" rast e, ne ""min kitêbê xwend"".",1,verified,https://en.wikipedia.org/wiki/Ergative_case,approved,0.95,
ds_ziman_0052,ku-kmr,Ziman,"Di kurmancî de, kîjan hevok ji bo ""I saw the man"" rast e?",Ez zilamî dibînim.,Min zilamî dît.,Ez zilam dîtim.,Min zilam dît.,D,"Di kurmancî de, dema borî ya gerguhêz bi ergatîfê tê avakirin. Kirde di forma oblik de ye (min) û bireser di forma xwerû de dimîne (zilam). Lêker jî bi bireserê re hevdeng e, ji ber vê yekê ""min zilam dît"" rast e.",1,verified,https://en.wikipedia.org/wiki/Ergative_case,approved,0.95,
ds_ziman_0053,ku-kmr,Ziman,"Di kurmancî de, kîjan awayê rast e ji bo ""the woman's book""?",Kitêba jinê,Kitêbê jin,Kitêba jina,Kitêb jinê,A,"Di kurmancî de, îzafeya mê -a ye, û xwedî di forma oblik de ye. Ji ber vê yekê ""kitêba jinê"" rast e. Di vê avakirinê de, navdêra duyem (jin) di tewanga oblik de ye.",1,verified,https://en.wikipedia.org/wiki/Kurdish_grammar,approved,0.95,
ds_ziman_0054,ku-kmr,Ziman,"Di kurmancî de, kîjan awayê rast e ji bo ""the man's house""?",Mala mêran,Mala mêr,Malê mêr,Mala mêri,B,"Di kurmancî de, ji bo nêr, îzafe -a ye û xwedî di forma oblik de ye. ""Mêr"" di tewanga oblik de wek ""mêr"" dimîne, ji ber vê yekê ""mala mêr"" rast e. Forma ""mêran"" pirjimar e.",1,verified,https://en.wikipedia.org/wiki/Kurdish_grammar,approved,0.95,
ds_ziman_0055,ku-kmr,Ziman,"Di kurmancî de, kîjan awayê rast e ji bo ""I gave the book to the man""?",Ez kitêbê didim mêran.,Min kitêbê da mêran.,Min kitêb da mêr.,Ez kitêbê didim mêr.,C,"Di kurmancî de, dema borî ya gerguhêz bi ergatîfê tê avakirin. Kirde di forma oblik de ye (min) û bireser di forma xwerû de ye (kitêb). Biresera nerast (mêr) jî di forma oblik de ye.",1,verified,https://en.wikipedia.org/wiki/Ergative_case,approved,0.95,
ds_ziman_0056,ku-kmr,Ziman,"Di kurmancî de, kîjan awayê rast e ji bo ""the children's mother""?",Dêya zarok,Dêyê zarokan,Dêya zarokê,Dêya zarokan,D,"Di kurmancî de, îzafeya mê -a ye û xwedî di forma oblik de ye. Ji bo pirjimara oblik, paşgira -an tê zêdekirin. Ji ber vê yekê ""dêya zarokan"" rast e.",1,verified,https://en.wikipedia.org/wiki/Kurdish_grammar,approved,0.95,
ds_ziman_0057,ku-kmr,Ziman,"Di kurmancî de, kîjan awayê rast e ji bo ""the boys' father""?",Bavê kurran,Bavê kurr,Bavê kurrê,Bavê kurranê,A,"Di kurmancî de, îzafeya nêr -ê ye û xwedî di forma oblik de ye. Ji bo pirjimara oblik, paşgira -an tê zêdekirin. Ji ber vê yekê ""bavê kurran"" rast e.",1,verified,https://en.wikipedia.org/wiki/Kurdish_grammar,approved,0.95,
ds_ziman_0058,ku-kmr,Ziman,"Di kurmancî de, kîjan awayê rast e ji bo ""I wrote a letter""?",Ez nameyekê dinivîsim.,Min nameyek nivîsî.,Min nameyekê nivîsî.,Ez nameyekê nivîsîm.,B,"Di kurmancî de, dema borî ya gerguhêz bi ergatîfê tê avakirin. Kirde di forma oblik de ye (min) û bireser di forma xwerû de ye (nameyek). Lêker jî bi bireserê re hevdeng e.",1,verified,https://en.wikipedia.org/wiki/Ergative_case,approved,0.95,
ds_ziman_0059,ku-kmr,Ziman,"Di kurmancî de, kîjan awayê rast e ji bo ""the girl's mother""?",Dêya keçik,Dêyê keçikê,Dêya keçikê,Dêya keçikan,C,"Di kurmancî de, îzafeya mê -a ye û xwedî di forma oblik de ye. Ji bo mê ya yekjimar, paşgira -ê tê zêdekirin. Ji ber vê yekê ""dêya keçikê"" rast e.",1,verified,https://en.wikipedia.org/wiki/Kurdish_grammar,approved,0.95,
ds_ziman_0060,ku-kmr,Ziman,"Di kurmancî de, kîjan awayê rast e ji bo ""the boy's father""?",Bavê kurrikê,Bavê kurrikan,Bavê kurrikî,Bavê kurrik,D,"Di kurmancî de, ji bo nêr, îzafe -ê ye û xwedî di forma oblik de ye. Ji bo nêr ya yekjimar, paşgira -î tê zêdekirin. Ji ber vê yekê ""bavê kurrik"" rast e.",1,verified,https://en.wikipedia.org/wiki/Kurdish_grammar,approved,0.95,
ds_ziman_0061,ku-kmr,Ziman,"Di kurmancî de, kîjan awayê rast e ji bo ""I ate the apple""?",Min sêv xwar.,Ez sêvê dixwim.,Min sêvê xwar.,Ez sêvê xwarim.,A,"Di kurmancî de, dema borî ya gerguhêz bi ergatîfê tê avakirin. Kirde di forma oblik de ye (min) û bireser di forma xwerû de ye (sêv). Lêker bi bireserê re hevdeng e.",1,verified,https://en.wikipedia.org/wiki/Ergative_case,approved,0.95,
ds_ziman_0062,ku-kmr,Ziman,"Di kurmancî de, kîjan awayê rast e ji bo ""the teacher's book""?",Kitêbê mamoste,Kitêba mamoste,Kitêba mamosteyê,Kitêba mamosteyî,B,"Di kurmancî de, îzafeya mê -a ye û xwedî di forma oblik de ye. ""Mamoste"" di forma oblik de wek ""mamoste"" dimîne, ji ber vê yekê ""kitêba mamoste"" rast e.",1,verified,https://en.wikipedia.org/wiki/Kurdish_grammar,approved,0.95,
