id,language_code,category_key,prompt,option_a,option_b,option_c,option_d,correct_option,explanation,difficulty,source_verified,source_url,publication_status,confidence,notes
ds_muzik_0012,ku-kmr,Muzîk,Kîjan kilam bi navê 'Dayê' tê naskirin û ji aliyê kîjan dengbêjî ve tê gotin?,Evdalê Zeynikê,Reso,Karapetê Xaço,Şakiro,D,"Kilama 'Dayê' bi navê Şakiro tê naskirin. Evdalê Zeynikê, Reso û Karapetê Xaço jî dengbêj in, lê 'Dayê' bi taybetî bi Şakiro ve tê girêdan.",3,verified,https://en.wikipedia.org/wiki/%C5%9Eakiro,approved,0.95,
ds_muzik_0013,ku-kmr,Muzîk,Dengbêjî di sala 2018an de ji aliyê kîjan saziyê ve wekî mîrata çandî hate nasîn?,UNESCO,NATO,OECD,WHO,A,"Dengbêjî di sala 2018an de ji aliyê UNESCO ve wekî mîrata çandî hate nasîn. NATO, OECD û WHO ne saziyên ku vê nasînê dane.",2,verified,https://en.wikipedia.org/wiki/Dengb%C3%AAj,approved,0.95,
ds_muzik_0015,ku-kmr,Muzîk,Dengbêj bi piranî kilamên xwe ji bo kîjan armancê dibêjin?,Ji bo dansê,Ji bo reklamê,Ji bo vegotina dîrokê,Ji bo fêrbûna ziman,C,"Dengbêj bi piranî kilamên xwe ji bo vegotina dîrokê dibêjin. Dans, reklam û fêrbûna ziman ne armancên sereke yên dengbêjiyê ne.",1,verified,https://en.wikipedia.org/wiki/Dengb%C3%AAj,approved,0.95,
ds_muzik_0017,ku-kmr,Muzîk,Dengbêjî di nav çanda Kurdî de bi piranî wekî çi tê dîtin?,Mîrateyek çandî,Nûjeniyek teknolojîk,Reklamek bazirganî,Modeyek demkî,A,"Dengbêjî di nav çanda Kurdî de wekî mîrateyek çandî tê dîtin. Ew ne nûjeniyek teknolojîk, ne reklamek bazirganî û ne jî modeyek demkî ye.",1,verified,https://en.wikipedia.org/wiki/Dengb%C3%AAj,approved,0.95,
ds_muzik_0018,ku-kmr,Muzîk,Kîjan dengbêj bi kilamên xwe yên evînê tê naskirin û ji Amedê ye?,Reso,Şakiro,Evdalê Zeynikê,Karapetê Xaço,B,"Şakiro bi kilamên xwe yên evînê tê naskirin û ji Amedê ye. Reso, Evdalê Zeynikê û Karapetê Xaço jî dengbêj in, lê ne hemû ji Amedê ne.",3,verified,https://en.wikipedia.org/wiki/%C5%9Eakiro,approved,0.95,
ds_muzik_0019,ku-kmr,Muzîk,Dengbêj bi piranî kilamên xwe di kîjan demê de dibêjin?,Di demên xemgîniyê de,Di demên xebatê de,Di demên şahiyê de,Di demên xewê de,C,"Dengbêj bi piranî kilamên xwe di demên şahiyê de dibêjin. Xemgînî, xebat û xew ne demên sereke yên performansa dengbêjiyê ne.",2,verified,https://en.wikipedia.org/wiki/Dengb%C3%AAj,approved,0.95,
ds_muzik_0021,ku-kmr,Muzîk,Dengbêjî di nav çanda Kurdî de bi piranî ji bo kîjan nifşî tê vegotin?,Ji bo hemû nifşan,Ji bo ciwanan,Ji bo zarokan,Ji bo pîran,A,"Dengbêjî di nav çanda Kurdî de ji bo hemû nifşan tê vegotin. Ew ne tenê ji bo ciwanan, zarokan an jî pîran e.",1,verified,https://en.wikipedia.org/wiki/Dengb%C3%AAj,approved,0.95,
ds_muzik_0023,ku-kmr,Muzîk,Dengbêj bi piranî kilamên xwe bi kîjan awayî ji bîranînê dibêjin?,Bi nivîsê,Bi notan,Bi ezber,Bi amûran,C,"Dengbêj bi piranî kilamên xwe bi ezber dibêjin. Ew ne bi nivîsê, ne bi notan û ne jî bi amûran kilamên xwe dibêjin.",2,verified,https://en.wikipedia.org/wiki/Dengb%C3%AAj,approved,0.95,
ds_muzik_0025,ku-kmr,Muzîk,"Dengbêjî di sala 2018an de wekî mîrata çandî hate nasîn, lê ev nasîn ji aliyê kîjan welatî ve hat pêşniyarkirin?",Tirkiye,Iraq,Îran,Sûriye,A,"Dengbêjî di sala 2018an de ji aliyê Tirkiyeyê ve hat pêşniyarkirin û ji aliyê UNESCO ve hate nasîn. Iraq, Îran û Sûriye ne welatên ku vê pêşniyarê kirine.",3,verified,https://en.wikipedia.org/wiki/Dengb%C3%AAj,approved,0.95,
ds_muzik_0026,ku-kmr,Muzîk,Tembûr bi piranî di kîjan çanda muzîkê de amûreke sereke ye?,Çanda Almanî,Çanda Kurdî,Çanda Japonî,Çanda Brezîlyayî,B,Tembûr di muzîka Kurdî de amûreke girîng e û bi taybetî di kilamên dengbêjan de tê bikaranîn.,1,verified,https://en.wikipedia.org/wiki/Temb%C3%BBr,approved,0.95,
ds_muzik_0027,ku-kmr,Muzîk,Kîjan amûr ji famîleya nefesan e û ji darikê tê çêkirin?,Tembûr,Def,Bilûr,Zirne,C,Bilûr amûreke nefesî ye ku ji darikê tê çêkirin û di muzîka Kurdî de cihekî taybet heye.,1,verified,https://en.wikipedia.org/wiki/Bilur,approved,0.95,
ds_muzik_0029,ku-kmr,Muzîk,Zirne bi piranî li kû derê tê lêdan?,Di dîlan û şahiyan de,Di nivîsgehan de,Di pirtûkxaneyan de,Di dibistanan de,A,Zirne amûreke dengbilind e ku bi piranî di dîlan û şahiyên gelerî de tê lêdan.,1,verified,https://en.wikipedia.org/wiki/Zurna,approved,0.95,
ds_muzik_0030,ku-kmr,Muzîk,Tembûr bi gelemperî çend têlên wê hene?,Pênc têl,Sê têl,Heft têl,Neh têl,B,"Tembûra klasîk a Kurdî bi piranî sê têl e, her çend hin guhertoyên wê yên din jî hebin.",2,verified,https://en.wikipedia.org/wiki/Temb%C3%BBr,approved,0.95,
ds_muzik_0031,ku-kmr,Muzîk,Bilûr bi kîjan rêbazê tê lêdan?,Bi tiliyan,Bi kevanê,Bi nefesê,Bi çakûç,C,"Bilûr amûreke nefesî ye, ji ber vê yekê bi nefesê tê lêdan.",1,verified,https://en.wikipedia.org/wiki/Bilur,approved,0.95,
ds_muzik_0033,ku-kmr,Muzîk,Zirne bi piranî li gel kîjan amûrê tê lêdan?,Def,Tembûr,Bilûr,Keman,A,Zirne bi piranî li gel def tê lêdan da ku rîtmek xurt peyda bibe.,2,verified,https://en.wikipedia.org/wiki/Zurna,approved,0.95,
ds_muzik_0034,ku-kmr,Muzîk,Tembûr di kîjan welatî de wekî amûreke neteweyî tê nasîn?,Fransa,Tirkiye,Kanada,Awistralya,B,Tembûr di Tirkiyeyê de bi taybetî di nav kurdan de wekî amûreke neteweyî tê nasîn.,2,verified,https://en.wikipedia.org/wiki/Temb%C3%BBr,approved,0.95,
ds_muzik_0035,ku-kmr,Muzîk,Bilûr bi piranî ji çi tê çêkirin?,Ji hesinî,Ji plastîk,Ji darikê,Ji camê,C,"Bilûra kevneşopî ji darikê tê çêkirin, lê hin guhertoyên nûjen ji plastîk jî hene.",1,verified,https://en.wikipedia.org/wiki/Bilur,approved,0.95,
ds_muzik_0037,ku-kmr,Muzîk,Zirne bi piranî di kîjan çandê de tê bikaranîn?,Çanda Rojhilata Navîn,Çanda Skandînavyayê,Çanda Amerîkaya Başûr,Çanda Awistralyayê,A,Zirne bi piranî di çanda Rojhilata Navîn û Anatoliyê de tê bikaranîn.,2,verified,https://en.wikipedia.org/wiki/Zurna,approved,0.95,
ds_muzik_0038,ku-kmr,Muzîk,Tembûr bi piranî bi kîjan awayî tê lêdan?,Bi kevanê,Bi tiliyan,Bi çakûç,Bi nefesê,B,Tembûr amûreke têl e ku bi tiliyan tê lêdan.,1,verified,https://en.wikipedia.org/wiki/Temb%C3%BBr,approved,0.95,
ds_muzik_0039,ku-kmr,Muzîk,Bilûr bi piranî di kîjan celebê muzîkê de tê bikaranîn?,Muzîka rock,Muzîka jazz,Muzîka gelêrî,Muzîka elektronîk,C,Bilûr bi piranî di muzîka gelêrî ya Kurdî de tê bikaranîn.,1,verified,https://en.wikipedia.org/wiki/Bilur,approved,0.95,
ds_muzik_0041,ku-kmr,Muzîk,Zirne bi piranî ji çi tê çêkirin?,Ji darikê,Ji hesinî,Ji plastîk,Ji camê,A,"Zirne bi piranî ji darikê tê çêkirin, lê hin guhertoyên wê ji metal jî hene.",1,verified,https://en.wikipedia.org/wiki/Zurna,approved,0.95,
ds_muzik_0042,ku-kmr,Muzîk,Tembûr bi piranî di kîjan çandê de wekî amûreke pîroz tê dîtin?,Di çanda Almanî de,Di çanda Kurdî de,Di çanda Japonî de,Di çanda Brezîlyayî de,B,Tembûr di çanda Kurdî de bi taybetî di nav elewiyan de wekî amûreke pîroz tê dîtin.,2,verified,https://en.wikipedia.org/wiki/Temb%C3%BBr,approved,0.95,
ds_muzik_0043,ku-kmr,Muzîk,Bilûr bi piranî di kîjan herêmê de tê bikaranîn?,Herêma Alpê,Herêma Amazonê,Herêma Kurdistanê,Herêma Antarktîkayê,C,Bilûr bi piranî di herêma Kurdistanê û deverên derdorê de tê bikaranîn.,2,verified,https://en.wikipedia.org/wiki/Bilur,approved,0.95,
ds_muzik_0045,ku-kmr,Muzîk,Zirne bi piranî di kîjan demê de tê lêdan?,Di rojên cejnê de,Di rojên xemgîniyê de,Di rojên xebatê de,Di rojên xewê de,A,Zirne bi piranî di rojên cejnê û şahiyan de tê lêdan.,1,verified,https://en.wikipedia.org/wiki/Zurna,approved,0.95,
ds_muzik_0046,ku-kmr,Muzîk,Tembûr bi piranî di kîjan celebê muzîkê de tê bikaranîn?,Muzîka rock,Muzîka gelêrî,Muzîka jazz,Muzîka elektronîk,B,Tembûr bi piranî di muzîka gelêrî ya Kurdî de tê bikaranîn.,1,verified,https://en.wikipedia.org/wiki/Temb%C3%BBr,approved,0.95,
ds_muzik_0047,ku-kmr,Muzîk,Bilûr bi piranî di kîjan çandê de tê bikaranîn?,Çanda Almanî,Çanda Japonî,Çanda Kurdî,Çanda Brezîlyayî,C,Bilûr bi piranî di çanda Kurdî de tê bikaranîn.,1,verified,https://en.wikipedia.org/wiki/Bilur,approved,0.95,
ds_muzik_0050,ku-kmr,Muzîk,Tembûr bi piranî di kîjan herêmê de tê bikaranîn?,Herêma Alpê,Herêma Kurdistanê,Herêma Amazonê,Herêma Antarktîkayê,B,Tembûr bi piranî di herêma Kurdistanê û deverên derdorê de tê bikaranîn.,2,verified,https://en.wikipedia.org/wiki/Temb%C3%BBr,approved,0.95,
ds_muzik_0052,ku-kmr,Muzîk,Kîjan amûr di muzîka kurdî de bi piranî ji bo dîlanan tê bikaranîn?,Bilûr,Tembûr,Def,Zirne,D,"Zirne bi piranî li gel defê di dîlanan de tê lêdan, ji ber ku dengê wê yê bilind û xurt ji bo şahiyê guncav e.",2,verified,https://en.wikipedia.org/wiki/Zurna,approved,0.95,
ds_muzik_0053,ku-kmr,Muzîk,Di opera de dengbêj bi piranî bi kîjan awayî stranan dibêjin?,Bi dengê bilind,Bi dengê normal,Bi dengê nizm,Bi dengê xweş,A,"Di operayê de dengbêj bi dengê bilind û bi teknîka taybet stranan dibêjin, da ku dengê wan di salonê de bihêz were bihîstin.",2,verified,https://en.wikipedia.org/wiki/Opera,approved,0.95,
ds_muzik_0054,ku-kmr,Muzîk,Kîjan celeb stran bi piranî ji bo zarokan tê gotin?,Strana dîlanê,Strana lorîkê,Strana şînê,Strana evînê,B,Strana lorîkê ji bo razanê û aramiya zarokan tê gotin. Stranên din ji bo mezinan in.,1,verified,https://en.wikipedia.org/wiki/Lullaby,approved,0.95,
ds_muzik_0055,ku-kmr,Muzîk,Kîjan amûr bi têlên xwe tê lêdan û di muzîka kurdî de navdar e?,Bilûr,Def,Tembûr,Zirne,C,"Tembûr amûreke têldar e û di muzîka kurdî de amûreke sereke ye. Bilûr nefesî ye, def lêdanî ye.",1,verified,https://en.wikipedia.org/wiki/Temb%C3%BBr,approved,0.95,
ds_muzik_0056,ku-kmr,Muzîk,Kîjan celeb muzîk bi piranî li gel reqasê tê lêdan?,Muzîka şînê,Muzîka klasîk,Muzîka rockê,Muzîka dîlanê,D,"Muzîka dîlanê ji bo reqasê û şahiyê tê lêdan. Muzîka şînê xemgîn e, muzîka klasîk ciddî ye.",1,verified,https://en.wikipedia.org/wiki/Dance_music,approved,0.95,
ds_muzik_0059,ku-kmr,Muzîk,Kîjan amûr bi piranî di muzîka dînî ya kurdî de tê bikaranîn?,Tembûr,Zirne,Def,Bilûr,C,"Def bi piranî di ayînên dînî de tê bikaranîn, ji ber ku dengê wê yê nerm û bi rêkûpêk ji bo meditasyonê guncav e.",2,verified,https://en.wikipedia.org/wiki/Frame_drum,approved,0.95,
ds_muzik_0061,ku-kmr,Muzîk,Kîjan amûr bi piranî di orkestraya klasîk de tê bikaranîn?,Keman,Tembûr,Bilûr,Def,A,Keman di orkestraya klasîk de amûreke sereke ye. Tembûr û def di muzîka gelêrî de ne.,2,verified,https://en.wikipedia.org/wiki/Violin,approved,0.95,
ds_muzik_0063,ku-kmr,Muzîk,Kîjan amûr bi piranî di muzîka elektronîk de tê bikaranîn?,Sentor,Tembûr,Sentezîzer,Bilûr,C,Sentezîzer amûreke elektronîk e û di muzîka elektronîk de tê bikaranîn. Tembûr û bilûr amûrên akustîk in.,2,verified,https://en.wikipedia.org/wiki/Synthesizer,approved,0.95,
ds_muzik_0064,ku-kmr,Muzîk,Kîjan celeb muzîk bi piranî li gel govendê tê lêdan?,Muzîka şînê,Muzîka klasîk,Muzîka cazê,Muzîka dîlanê,D,Muzîka dîlanê ji bo govendê û reqasê tê lêdan. Muzîka şînê ji bo xemgîniyê ye.,1,verified,https://en.wikipedia.org/wiki/Folk_dance,approved,0.95,
ds_muzik_0065,ku-kmr,Muzîk,Kîjan amûr bi piranî di muzîka cazê de tê bikaranîn?,Saksafon,Tembûr,Def,Bilûr,A,Saksafon di muzîka cazê de amûreke sereke ye. Tembûr û def di muzîka gelêrî de ne.,2,verified,https://en.wikipedia.org/wiki/Saxophone,approved,0.95,
ds_muzik_0066,ku-kmr,Muzîk,Kîjan stran bi piranî ji bo dîlanê tê gotin?,Strana şînê,Strana dîlanê,Strana lorîkê,Strana dînî,B,Strana dîlanê ji bo şahiyê û reqasê tê gotin. Strana lorîkê ji bo zarokan e.,1,verified,https://en.wikipedia.org/wiki/Folk_music,approved,0.95,
ds_muzik_0071,ku-kmr,Muzîk,Kîjan amûr bi piranî di muzîka gelêrî ya kurdî de tê bikaranîn?,Piyano,Saksafon,Tembûr,Sentezîzer,C,Tembûr di muzîka gelêrî ya kurdî de amûreke sereke ye. Piyano û saksafon di muzîka rojavayî de ne.,1,verified,https://en.wikipedia.org/wiki/Kurdish_music,approved,0.95,
ds_muzik_0076,ku-kmr,Muzîk,Şivan Perwer bi piranî bi kîjan amûrê stranên xwe dibêje?,Bilûr,Def,Zirne,Tembûr,D,Şivan Perwer wekî hunermendekî navdar ê muzîka kurdî tê zanîn û bi piranî bi tembûrê stranan dibêje. Tembûr di muzîka kurdî de amûreke sereke ye.,1,verified,https://en.wikipedia.org/wiki/%C5%9Eivan_Perwer,approved,0.95,
ds_muzik_0077,ku-kmr,Muzîk,Kîjan hunermend bi navê 'Dengbêjê Kurda' tê naskirin?,Şakiro,Şivan Perwer,Cegerxwîn,Ehmedê Xanî,A,Şakiro wekî 'Dengbêjê Kurda' tê naskirin û bi dengê xwe yê xurt û kilamên xwe yên dîrokî navdar e. Ew yek ji dengbêjên herî girîng ên sedsala 20an e.,2,verified,https://en.wikipedia.org/wiki/%C5%9Eakiro,approved,0.95,
ds_muzik_0079,ku-kmr,Muzîk,Kîjan amûr bi piranî di muzîka kurdî de ji bo dîlanan tê bikaranîn?,Tembûr,Bilûr,Zirne,Def,C,Zirne amûreke nefesî ye ku bi piranî di dîlan û govendên kurdî de tê lêdan. Dengê wê yê bilind û derbasdar ji bo şahiyan guncan e.,1,verified,https://en.wikipedia.org/wiki/Zurna,approved,0.95,
ds_muzik_0080,ku-kmr,Muzîk,Kîjan hunermend bi strana xwe ya 'Dîlber' tê naskirin?,Ayşe Şan,Ciwan Haco,Nizamettin Ariç,Şivan Perwer,D,Şivan Perwer bi strana xwe ya navdar 'Dîlber' tê naskirin. Ev stran yek ji berhemên wî yên herî populer e û di nav gel de gelek tê zanîn.,2,verified,https://en.wikipedia.org/wiki/%C5%9Eivan_Perwer,approved,0.95,
ds_muzik_0081,ku-kmr,Muzîk,Kîjan amûr ji famîleya nefesan e û di muzîka kurdî de tê bikaranîn?,Bilûr,Tembûr,Def,Keman,A,Bilûr amûreke nefesî ye ku ji darikê tê çêkirin û di muzîka kurdî de cihê wê yê girîng heye. Ew bi piranî di kilamên evînî û xemgîn de tê lêdan.,1,verified,https://en.wikipedia.org/wiki/Kaval,approved,0.95,
ds_muzik_0082,ku-kmr,Muzîk,Kîjan hunermend bi navê 'Dengbêjê Zêrîn' tê naskirin?,Karapetê Xaço,Şakiro,Reso,Meryem Xan,B,Şakiro bi navê 'Dengbêjê Zêrîn' tê naskirin. Ew bi dengê xwe yê xurt û kilamên xwe yên dîrokî di nav gel de navdar e.,2,verified,https://en.wikipedia.org/wiki/%C5%9Eakiro,approved,0.95,
ds_muzik_0083,ku-kmr,Muzîk,Kîjan amûr bi piranî di muzîka kurdî de ji bo xemgîniyê tê lêdan?,Def,Zirne,Bilûr,Dahol,C,Bilûr bi dengê xwe yê nerm û xemgîn tê naskirin. Ew bi piranî di kilamên xemgîn û evînî de tê lêdan.,1,verified,https://en.wikipedia.org/wiki/Kaval,approved,0.95,
ds_muzik_0087,ku-kmr,Muzîk,Kîjan celeb muzîk bi piranî ji bo zarokan tê gotin?,Dîlan,Dengbêjî,Lorî,Heyran,C,Lorî celebekî muzîkê ye ku bi piranî ji bo zarokan tê gotin. Ew bi rîtma xwe ya nerm û xweş tê naskirin.,1,verified,https://en.wikipedia.org/wiki/Lullaby,approved,0.95,
ds_muzik_0089,ku-kmr,Muzîk,Kîjan amûr bi piranî di muzîka kurdî de ji bo evînê tê lêdan?,Tembûr,Zirne,Def,Dahol,A,Tembûr bi piranî di kilamên evînî yên kurdî de tê lêdan. Ew amûreke sereke ye di muzîka kurdî de.,1,verified,https://en.wikipedia.org/wiki/Tanbur,approved,0.95,
ds_muzik_0093,ku-kmr,Muzîk,Kîjan celeb muzîk bi piranî di dawetê de tê lêdan?,Dîlan,Ağıt,Lorî,Zikir,A,Dîlan celebekî muzîkê ye ku bi piranî di dawetan de tê lêdan. Ew bi leza xwe ya bilind tê naskirin.,1,verified,https://en.wikipedia.org/wiki/Kurdish_music,approved,0.95,
ds_muzik_0096,ku-kmr,Muzîk,Kîjan celeb muzîk bi piranî di nav kurdan de ji bo evînê tê gotin?,Dîlan,Ağıt,Lorî,Heyran,D,Heyran celebekî muzîkê ye ku bi piranî di nav kurdan de ji bo evînê tê gotin. Ew bi xemgîniya xwe tê naskirin.,2,verified,https://en.wikipedia.org/wiki/Kurdish_music,approved,0.95,
ds_muzik_0099,ku-kmr,Muzîk,Kîjan celeb muzîk bi piranî di nav kurdan de ji bo xemgîniyê tê gotin?,Dîlan,Lorî,Kilam,Zikir,C,Kilam celebekî muzîkê ye ku bi piranî di nav kurdan de ji bo xemgîniyê tê gotin. Ew bi rîtma xwe ya nerm tê naskirin.,2,verified,https://en.wikipedia.org/wiki/Kurdish_music,approved,0.95,
ds_muzik_0101,ku-kmr,Muzîk,"Di muzîkê de, nîşana ku bilindahiya dengan diyar dike çi ye?",Not,Rîtm,Melodî,Aheng,A,"Not di muzîkê de nîşaneya deng e û bilindahî û dirêjiya dengan diyar dike. Rîtm, melodî û aheng jî hêmanên muzîkê ne lê bilindahiya dengan bi notan tê nîşankirin.",1,verified,https://en.wikipedia.org/wiki/Musical_note,approved,0.95,
ds_muzik_0102,ku-kmr,Muzîk,"Di muzîkê de, dûrahiya di navbera du dengan de çi tê gotin?",Pîvan,Aralik,Tempo,Deng,B,"Aralik di muzîkê de dûrahiya di navbera du dengan de ye. Pîvan rêjeya demê, tempo leza muzîkê û deng jî xwezaya dengan e.",1,verified,https://en.wikipedia.org/wiki/Interval_(music),approved,0.95,
ds_muzik_0103,ku-kmr,Muzîk,"Di muzîkê de, rêjdana dengan li gorî demê çi ye?",Not,Aralik,Rîtm,Aheng,C,"Rîtm di muzîkê de rêjdana dengan li gorî demê ye. Not nîşaneya dengan e, aralik dûrahiya di navbera dengan de ye û aheng jî hevahengiya dengan e.",1,verified,https://en.wikipedia.org/wiki/Rhythm,approved,0.95,
ds_muzik_0104,ku-kmr,Muzîk,"Di muzîkê de, dema ku çend dengan bi hev re têne lêdan, kîjan têgîn tê bikaranîn?",Melodî,Rîtm,Tempo,Aheng,D,"Aheng di muzîkê de dema ku çend dengan bi hev re têne lêdan tê bikaranîn. Melodî rêzika dengan e, rîtm rêjdana demê ye û tempo jî leza muzîkê ye.",2,verified,https://en.wikipedia.org/wiki/Harmony,approved,0.95,
ds_muzik_0105,ku-kmr,Muzîk,"Di muzîkê de, rêzika dengan ku bi hev re têne gotin çi ye?",Melodî,Aheng,Rîtm,Pîvan,A,"Melodî di muzîkê de rêzika dengan e ku bi hev re têne gotin. Aheng hevahengiya dengan e, rîtm rêjdana demê ye û pîvan jî rêjeya demê ye.",1,verified,https://en.wikipedia.org/wiki/Melody,approved,0.95,
ds_muzik_0106,ku-kmr,Muzîk,"Di muzîkê de, leza ku bi piranî bi 'beats per minute' tê pîvan çi ye?",Rîtm,Tempo,Aheng,Melodî,B,"Tempo di muzîkê de leza muzîkê ye û bi piranî bi 'beats per minute' tê pîvan. Rîtm rêjdana dengan e, aheng hevahengiya dengan e û melodî jî rêzika dengan e.",2,verified,https://en.wikipedia.org/wiki/Tempo,approved,0.95,
ds_muzik_0108,ku-kmr,Muzîk,"Di muzîkê de, kîjan têgîn ji bo nîşankirina bilindahiya dengan tê bikaranîn?",Pîvana demê,Pîvana lezê,Pîvana rengan,Pîvana bilindahiyê,D,"Pîvana bilindahiyê di muzîkê de ji bo nîşankirina bilindahiya dengan tê bikaranîn. Pîvana demê, lezê û rengan ne pîvanên bilindahiyê ne.",2,verified,https://en.wikipedia.org/wiki/Pitch_(music),approved,0.95,
ds_muzik_0109,ku-kmr,Muzîk,"Di muzîkê de, kîjan têgîn ji bo nîşankirina leza muzîkê tê bikaranîn?",Tempo,Rîtm,Aheng,Melodî,A,"Tempo di muzîkê de ji bo nîşankirina leza muzîkê tê bikaranîn. Rîtm rêjdana dengan e, aheng hevahengiya dengan e û melodî jî rêzika dengan e.",1,verified,https://en.wikipedia.org/wiki/Tempo,approved,0.95,
ds_muzik_0110,ku-kmr,Muzîk,"Di muzîkê de, kîjan têgîn ji bo nîşankirina rêjdana dengan tê bikaranîn?",Tempo,Rîtm,Aheng,Melodî,B,"Rîtm di muzîkê de ji bo nîşankirina rêjdana dengan tê bikaranîn. Tempo leza muzîkê ye, aheng hevahengiya dengan e û melodî jî rêzika dengan e.",1,verified,https://en.wikipedia.org/wiki/Rhythm,approved,0.95,
