id,language_code,category_key,prompt,option_a,option_b,option_c,option_d,correct_option,explanation,difficulty,source_verified,source_url,publication_status,confidence,notes
ds_cand_0165,ku-kmr,Çand,"Di çanda kurdî de, kîjan amûra muzîkê ya ku ji qamîşan tê çêkirin di govendê de tê bikaranîn?",Bilûr,Tembûr,Def,Erbane,A,Bilûr ji qamîşan tê çêkirin û di govendê de tê bikaranîn. Ew amûreke kevneşopî ye ku dengê wê bi tevgerên govendê re li hev dike.,2,verified,https://en.wikipedia.org/wiki/Bilur,approved,0.95,
ds_cand_0169,ku-kmr,Çand,"Di çanda kurdî de, kîjan amûra muzîkê ya biçûk bi gelemperî di govendê de tê lêxistin?",Def,Tembûr,Bilûr,Erbane,A,Def amûreke muzîkê ya biçûk e ku di govendê de tê lêxistin. Ew bi destan tê lêxistin û rîtma govendê bi şahî û coşiyê zêde dike.,2,verified,https://en.wikipedia.org/wiki/Def_(instrument),approved,0.95,
ds_cand_0178,ku-kmr,Çand,"Di dokumaya kurdî de, kîjan amûr bi gelemperî tê bikaranîn?",Mekîk,Teşî,Dûzen,Şûjîn,B,"Teşî di dokumaya kurdî de amûra herî kevneşopî ye, ji ber ku ew ji bo ristina hirî û pembû tê bikaranîn. Mekîk jî tê bikaranîn lê teşî yekem e.",2,verified,https://en.wikipedia.org/wiki/Spindle_(textiles),approved,0.95,
ds_cand_0181,ku-kmr,Çand,"Di dokumaya kurdî de, kîjan materyal bi gelemperî tê bikaranîn?",Hirî,Pembû,Hevrîşim,Ketan,A,"Hirî di dokumaya kurdî de materyalê herî berbelav e, ji ber ku li herêma çiyayî pez pir tê xwedîkirin. Pembû û hevrîşim jî tê bikaranîn lê hirî yekem e.",1,verified,https://en.wikipedia.org/wiki/Wool,approved,0.95,
ds_cand_0190,ku-kmr,Çand,"Di çanda kurdî de, kilîm bi gelemperî ji kîjan materyalî tê çêkirin?",Pembû,Hirî,Hevrîşim,Ketan,B,"Kilîm di çanda kurdî de bi gelemperî ji hirî tê çêkirin, ji ber ku hirî li herêma çiyayî pir tê dîtin. Pembû û hevrîşim jî tê bikaranîn lê hirî yekem e.",1,verified,https://en.wikipedia.org/wiki/Wool,approved,0.95,
ds_cand_0197,ku-kmr,Çand,"Di dokumaya kurdî de, kîjan navê amûrê ye ku ji bo ristina hirî tê bikaranîn?",Teşî,Mekîk,Dûzen,Şûjîn,A,"Teşî di dokumaya kurdî de ji bo ristina hirî tê bikaranîn, ji ber ku ew rê dide ku hirî bibe têl. Mekîk ji bo dokumayê ye lê teşî ji bo ristinê ye.",1,verified,https://en.wikipedia.org/wiki/Spindle_(textiles),approved,0.95,
ds_cand_0205,ku-kmr,Çand,Kîjan cejn bi qurbanîkirina heywanan tê pîrozkirin?,Cejna Qurbanê,Cejna Remezanê,Newroz,Cejna Mîladê,A,Cejna Qurbanê bi qurbanîkirina heywanan tê pîrozkirin. Ev cejn di meha Zilhecê de pêk tê û ji bo bîranîna bûyera Îbrahîm pêşkêşkirina qurbanê ye.,1,verified,https://en.wikipedia.org/wiki/Eid_al-Adha,approved,0.95,
ds_cand_0207,ku-kmr,Çand,Cejna Qurbanê di kîjan meha hicrî de tê pîrozkirin?,Meha Remezanê,Meha Zilqedê,Meha Zilhecê,Meha Şewalê,C,"Cejna Qurbanê di meha Zilhecê de, di roja 10emîn de tê pîrozkirin. Ev meh dawiya sala hicrî ye û cejna qurbanê jî di vê mehê de ye.",2,verified,https://en.wikipedia.org/wiki/Eid_al-Adha,approved,0.95,
ds_cand_0209,ku-kmr,Çand,Kîjan cejn bi bîranîna Îbrahîm û kurê wî ve girêdayî ye?,Cejna Qurbanê,Cejna Remezanê,Newroz,Cejna Mîladê,A,"Cejna Qurbanê bi bîranîna Îbrahîm ve girêdayî ye, yê ku amade bû kurê xwe qurban bike. Ev cejn ji bo pêşkêşkirina qurbanê tê pîrozkirin.",2,verified,https://en.wikipedia.org/wiki/Eid_al-Adha,approved,0.95,
ds_cand_0218,ku-kmr,Çand,"Di çanda kurdî de, kîjan cejn bi qurbanîkirina heywanan ve tê nîşankirin?",Cejna Remezanê,Cejna Qurbanê,Newroz,Cejna Mîladê,B,Cejna Qurbanê bi qurbanîkirina heywanan ve tê nîşankirin. Ev cejn di meha Zilhecê de tê pîrozkirin û ji bo bîranîna Îbrahîm e.,1,verified,https://en.wikipedia.org/wiki/Eid_al-Adha,approved,0.95,
