issueFingerprint,checkId,severity,sourceId,sourceRole,gateIncluded,productionLike,sourcePath,sourceRow,sourceRecordId,runtimeId,canonicalId,prompt,options,rawCorrectValue,parsedCorrectIndex,parsedCorrectText,explanation,category,difficulty,parserName,parserRule,originalSourceLocated,runtimeReachable,duplicateSourceCount,crossSourceDifference,adjudication,confidence,evidence,factualVerificationNeeded,KurmanciEditorNeeded,recommendedAction,safeForAutomaticFix
49b4f605d9f44542cae15d00cac225e2,invalid_correct_answer,blocker,active_import_ready,import_candidate,true,true,supabase/questions_import_ready.csv,1229,offline_5922,offline_5922,"id:offline_5922|prompt:di kurmancî de peyva ""heyv"" bi tirkî çi ye","Di Kurmancî de peyva ""heyv"" bi Tirkî çi ye?",rê | ay | Ay | Et,B,1,ay,"""heyv"" kelimesi ""ay"" anlamına gelir.",Ziman,1,csv,letter_A_to_D,true,import_active_not_runtime,2,none,parser_false_positive,high,rawCorrect=B; parserRule=letter_A_to_D; parsedIndex=1; parsedText=ay; options=rê | ay | Ay | Et; duplicateForm=case_only_duplicate. The raw answer resolves to a valid option; invalid_correct_answer was triggered by normalized option multiplicity.,false,true,Keep invalid-answer closed as false positive; review duplicate distractors separately with an editor.,false
13e0e6d996567b0bafbf5b80b9654183,invalid_correct_answer,blocker,active_import_ready,import_candidate,true,true,supabase/questions_import_ready.csv,5131,offline_9180,offline_9180,id:offline_9180|prompt:'edebiyat' araştırmalarında 'helbest' neyi açıklar,'Edebiyat' araştırmalarında 'helbest' neyi açıklar?,Şiir | Medrese | fıkralar | şiir,D,3,şiir,'helbest' kavramı hakkında edebiyat bağlamında bilgi edindirme amaçlanmıştır.,Edebiyat,1,csv,letter_A_to_D,true,import_active_not_runtime,2,none,parser_false_positive,high,rawCorrect=D; parserRule=letter_A_to_D; parsedIndex=3; parsedText=şiir; options=Şiir | Medrese | fıkralar | şiir; duplicateForm=case_only_duplicate. The raw answer resolves to a valid option; invalid_correct_answer was triggered by normalized option multiplicity.,false,true,Keep invalid-answer closed as false positive; review duplicate distractors separately with an editor.,false
af5903af15ae5cd74ff29ba38df610ea,invalid_correct_answer,blocker,active_import_ready,import_candidate,true,true,supabase/questions_import_ready.csv,5288,offline_9337,offline_9337,id:offline_9337|prompt:aşağıdakilerden hangisi 'helbest' ile ilgili temel kavramlardan biridir,Aşağıdakilerden hangisi 'helbest' ile ilgili temel kavramlardan biridir?,helbest | şair | şiir | Şiir,C,2,şiir,'helbest' kavramı hakkında edebiyat bağlamında bilgi edindirme amaçlanmıştır.,Edebiyat,4,csv,letter_A_to_D,true,import_active_not_runtime,2,none,parser_false_positive,high,rawCorrect=C; parserRule=letter_A_to_D; parsedIndex=2; parsedText=şiir; options=helbest | şair | şiir | Şiir; duplicateForm=case_only_duplicate. The raw answer resolves to a valid option; invalid_correct_answer was triggered by normalized option multiplicity.,false,true,Keep invalid-answer closed as false positive; review duplicate distractors separately with an editor.,false
2208e21fc1b2fa666233e69e6423bf67,invalid_correct_answer,blocker,active_import_ready,import_candidate,true,true,supabase/questions_import_ready.csv,5573,offline_9622,offline_9622,id:offline_9622|prompt:'edebiyat' çalışmalarında 'helbest' kavramı hangi konuyu aydınlatır,'Edebiyat' çalışmalarında 'helbest' kavramı hangi konuyu aydınlatır?,Medrese | Şiir | Cizre | şiir,D,3,şiir,'helbest' kavramı hakkında edebiyat bağlamında bilgi edindirme amaçlanmıştır.,Edebiyat,3,csv,letter_A_to_D,true,import_active_not_runtime,2,none,parser_false_positive,high,rawCorrect=D; parserRule=letter_A_to_D; parsedIndex=3; parsedText=şiir; options=Medrese | Şiir | Cizre | şiir; duplicateForm=case_only_duplicate. The raw answer resolves to a valid option; invalid_correct_answer was triggered by normalized option multiplicity.,false,true,Keep invalid-answer closed as false positive; review duplicate distractors separately with an editor.,false
5da79a706baa5e4c94642f815aca82b9,invalid_correct_answer,blocker,active_import_ready,import_candidate,true,true,supabase/questions_import_ready.csv,5830,offline_9879,offline_9879,id:offline_9879|prompt:aşağıdaki terimlerden hangisi 'helbest' ile yakın bir anlama sahiptir,Aşağıdaki terimlerden hangisi 'helbest' ile yakın bir anlama sahiptir?,şiir | fıkralar | roman | Şiir,A,0,şiir,'helbest' kavramı hakkında edebiyat bağlamında bilgi edindirme amaçlanmıştır.,Edebiyat,4,csv,letter_A_to_D,true,import_active_not_runtime,2,none,parser_false_positive,high,rawCorrect=A; parserRule=letter_A_to_D; parsedIndex=0; parsedText=şiir; options=şiir | fıkralar | roman | Şiir; duplicateForm=case_only_duplicate. The raw answer resolves to a valid option; invalid_correct_answer was triggered by normalized option multiplicity.,false,true,Keep invalid-answer closed as false positive; review duplicate distractors separately with an editor.,false
2d50add3e8026429875fafb008b7f6fa,invalid_correct_answer,blocker,active_import_ready,import_candidate,true,true,supabase/questions_import_ready.csv,6213,offline_10262,offline_10262,id:offline_10262|prompt:aşağıdakilerden hangisi 'helbest' kavramının temel niteliğidir,Aşağıdakilerden hangisi 'helbest' kavramının temel niteliğidir?,Rast | şiir | fıkralar | Şiir,B,1,şiir,'helbest' kavramı hakkında edebiyat bağlamında bilgi edindirme amaçlanmıştır.,Edebiyat,5,csv,letter_A_to_D,true,import_active_not_runtime,2,none,parser_false_positive,high,rawCorrect=B; parserRule=letter_A_to_D; parsedIndex=1; parsedText=şiir; options=Rast | şiir | fıkralar | Şiir; duplicateForm=case_only_duplicate. The raw answer resolves to a valid option; invalid_correct_answer was triggered by normalized option multiplicity.,false,true,Keep invalid-answer closed as false positive; review duplicate distractors separately with an editor.,false
b5ee276bfdeae671fc91bf58e2a6ae80,answer_leak,critical,offline_runtime_bank,runtime_primary,true,true,lib/src/data/offline_question_bank.dart,327,offline_0115,offline_0115,"id:offline_0115|prompt:bu görsel hangi kavramı hatırlatır: ""rast"" — doğru anlamı seçin","Bu görsel hangi kavramı hatırlatır: ""rast"" — doğru anlamı seçin.",doğru | zarok | Siyah | were!,doğru,0,doğru,Doğru yanıt: doğru.,Ziman,3,dart_quiz_question,exact_option_text,true,runtime_active,1,none,parser_false_positive,high,"prompt=Bu görsel hangi kavramı hatırlatır: ""rast"" — doğru anlamı seçin.; correct=doğru; rawCorrect=doğru; standalone normalized match was reviewed against context; physicalCopies=1.",false,false,Retain the natural context and suppress only through a separately tested auditor rule.,false
c5561f87517f44b1ca01a09bb89fca2a,duplicate_option,blocker,open_web_master,candidate_pool,false,false,supabase/2026-07-14_open_web_candidate_pool_master.csv,657,opentdb_remaining_0356,opentdb_remaining_0356,"id:opentdb_remaining_0356|prompt:in programming, the ternary operator is mostly defined with what symbol(s)","In programming, the ternary operator is mostly defined with what symbol(s)?",?: | ?? | if then | ?,A,0,?:,,Science: Computers,,csv,letter_A_to_D,true,unknown,3,none,parser_false_positive,high,options=?: | ?? | if then | ?; duplicateForm=punctuation_normalization_collision; rawCorrect=A; physicalCopies=3.,false,false,Fix punctuation normalization only in a separate auditor package.,false
d343be9c57e19533f95692e2b259d0b6,invalid_correct_answer,blocker,open_web_master,candidate_pool,false,false,supabase/2026-07-14_open_web_candidate_pool_master.csv,657,opentdb_remaining_0356,opentdb_remaining_0356,"id:opentdb_remaining_0356|prompt:in programming, the ternary operator is mostly defined with what symbol(s)","In programming, the ternary operator is mostly defined with what symbol(s)?",?: | ?? | if then | ?,A,0,?:,,Science: Computers,,csv,letter_A_to_D,true,unknown,3,none,parser_false_positive,high,rawCorrect=A; parserRule=letter_A_to_D; parsedIndex=0; parsedText=?:; options=?: | ?? | if then | ?; duplicateForm=punctuation_normalization_collision. The raw answer resolves to a valid option; invalid_correct_answer was triggered by normalized option multiplicity.,false,false,Create a separate auditor-fix package preserving meaningful punctuation during option validation.,false
c5561f87517f44b1ca01a09bb89fca2a,duplicate_option,blocker,open_web_review_queue,candidate_pool,false,false,supabase/2026-07-14_open_web_controlled_review_queue.csv,657,opentdb_remaining_0356,opentdb_remaining_0356,"id:opentdb_remaining_0356|prompt:in programming, the ternary operator is mostly defined with what symbol(s)","In programming, the ternary operator is mostly defined with what symbol(s)?",?: | ?? | if then | ?,A,0,?:,,Science: Computers,,csv,letter_A_to_D,true,unknown,3,none,parser_false_positive,high,options=?: | ?? | if then | ?; duplicateForm=punctuation_normalization_collision; rawCorrect=A; physicalCopies=3.,false,false,Fix punctuation normalization only in a separate auditor package.,false
e04587f2ce576544151215fa3cf4a5e8,duplicate_option,blocker,opentdb_remaining,candidate_pool,false,false,supabase/2026-07-14_opentdb_remaining_categories_candidates.csv,357,opentdb_remaining_0356,opentdb_remaining_0356,"id:opentdb_remaining_0356|prompt:in programming, the ternary operator is mostly defined with what symbol(s)","In programming, the ternary operator is mostly defined with what symbol(s)?",?: | ?? | if then | ?,A,0,?:,,Science: Computers,,csv,letter_A_to_D,true,unknown,3,none,parser_false_positive,high,options=?: | ?? | if then | ?; duplicateForm=punctuation_normalization_collision; rawCorrect=A; physicalCopies=3.,false,false,Fix punctuation normalization only in a separate auditor package.,false
