issueFingerprint,checkId,severity,sourceId,sourceRole,gateIncluded,productionLike,sourcePath,sourceRow,sourceRecordId,runtimeId,canonicalId,prompt,options,rawCorrectValue,parsedCorrectIndex,parsedCorrectText,explanation,category,difficulty,parserName,parserRule,originalSourceLocated,runtimeReachable,duplicateSourceCount,crossSourceDifference,adjudication,confidence,evidence,factualVerificationNeeded,KurmanciEditorNeeded,recommendedAction,safeForAutomaticFix
b53fdcef17289de486dbf9975497c46d,answer_leak,critical,active_import_ready,import_candidate,true,true,supabase/questions_import_ready.csv,116,offline_0115,offline_0115,"id:offline_0115|prompt:görsel etiketi ""rast"" kavramını gösteriyor. doğru anlam hangisidir","Görsel etiketi ""rast"" kavramını gösteriyor. Doğru anlam hangisidir?",doğru | zarok | Siyah | were!,A,0,doğru,"Görsel soru ""rast"" kelimesini pekiştirir.",Ziman,3,csv,letter_A_to_D,true,import_active_not_runtime,2,none,parser_false_positive,high,"prompt=Görsel etiketi ""rast"" kavramını gösteriyor. Doğru anlam hangisidir?; correct=doğru; rawCorrect=A; standalone normalized match was reviewed against context; physicalCopies=2.",false,false,Retain the natural context and suppress only through a separately tested auditor rule.,false
a3eb8e5e2b5275ddad5c3d5b1c3f58ee,answer_leak,critical,offline_runtime_bank,runtime_primary,true,true,lib/src/data/offline_question_bank.dart,1107,offline_0891,offline_0891,id:offline_0891|prompt:bu görseldeki 'erbane' muzîk bağlamında nereye yakındır,Bu görseldeki 'erbane' Muzîk bağlamında nereye yakındır?,Muzîk | Dîrok | Cografya | Ziman,Muzîk,0,Muzîk,erbane Kürt müziği kategorisinde ele alınır.,Muzîk,1,dart_quiz_question,exact_option_text,true,runtime_active,1,none,confirmed_data_defect,high,prompt=Bu görseldeki 'erbane' Muzîk bağlamında nereye yakındır?; correct=Muzîk; rawCorrect=Muzîk; standalone normalized match was reviewed against context; physicalCopies=1.,false,true,Human editor should rewrite the prompt or replace the distractor set in a separately approved data-fix branch.,false
d7245695121479c2ad80b6fdce0d4616,answer_leak,critical,offline_runtime_bank,runtime_primary,true,true,lib/src/data/offline_question_bank.dart,1139,offline_0898,offline_0898,id:offline_0898|prompt:'nota' görseli muzîk içinde hangi kategoriye girer,'nota' görseli Muzîk içinde hangi kategoriye girer?,Muzîk | Dîrok | Cografya | Ziman,Muzîk,0,Muzîk,nota Kürt müziği kategorisinde ele alınır.,Muzîk,3,dart_quiz_question,exact_option_text,true,runtime_active,1,none,confirmed_data_defect,high,prompt='nota' görseli Muzîk içinde hangi kategoriye girer?; correct=Muzîk; rawCorrect=Muzîk; standalone normalized match was reviewed against context; physicalCopies=1.,false,true,Human editor should rewrite the prompt or replace the distractor set in a separately approved data-fix branch.,false
81c76d711f29773e8d3cdd109ffaaf67,answer_leak,critical,offline_runtime_bank,runtime_primary,true,true,lib/src/data/offline_question_bank.dart,1161,offline_0906,offline_0906,id:offline_0906|prompt:bu görseldeki 'solo' muzîk bağlamında nereye yakındır,Bu görseldeki 'solo' Muzîk bağlamında nereye yakındır?,Muzîk | Dîrok | Cografya | Ziman,Muzîk,0,Muzîk,solo Kürt müziği kategorisinde ele alınır.,Muzîk,5,dart_quiz_question,exact_option_text,true,runtime_active,1,none,confirmed_data_defect,high,prompt=Bu görseldeki 'solo' Muzîk bağlamında nereye yakındır?; correct=Muzîk; rawCorrect=Muzîk; standalone normalized match was reviewed against context; physicalCopies=1.,false,true,Human editor should rewrite the prompt or replace the distractor set in a separately approved data-fix branch.,false
67ab27d48b48e5324072f1ddc7344f1a,answer_leak,critical,open_web_master,candidate_pool,false,false,supabase/2026-07-14_open_web_candidate_pool_master.csv,555,opentdb_remaining_0254,opentdb_remaining_0254,"id:opentdb_remaining_0254|prompt:who is the main character in ""the stanley parable""","Who is the main character in ""The Stanley Parable""?",Stanley | The Adventure Line | The Narrator | The Boss,A,0,Stanley,,Entertainment: Video Games,,csv,letter_A_to_D,true,unknown,3,none,confirmed_data_defect,high,"prompt=Who is the main character in ""The Stanley Parable""?; correct=Stanley; rawCorrect=A; standalone normalized match was reviewed against context; physicalCopies=3.",false,true,Human editor should rewrite the prompt or replace the distractor set in a separately approved data-fix branch.,false
5d9c7b1e28af059d8db837150fdd8d84,answer_leak,critical,open_web_master,candidate_pool,false,false,supabase/2026-07-14_open_web_candidate_pool_master.csv,579,opentdb_remaining_0278,opentdb_remaining_0278,id:opentdb_remaining_0278|prompt:carcassonne is based on which french town,Carcassonne is based on which French town?,Carcassonne | Paris | Marseille | Clermont-Ferrand,A,0,Carcassonne,,Entertainment: Board Games,,csv,letter_A_to_D,true,unknown,3,none,confirmed_data_defect,high,prompt=Carcassonne is based on which French town?; correct=Carcassonne; rawCorrect=A; standalone normalized match was reviewed against context; physicalCopies=3.,false,true,Human editor should rewrite the prompt or replace the distractor set in a separately approved data-fix branch.,false
b8b297bc612ee487e4b037a1790273e1,answer_leak,critical,open_web_master,candidate_pool,false,false,supabase/2026-07-14_open_web_candidate_pool_master.csv,586,opentdb_remaining_0285,opentdb_remaining_0285,id:opentdb_remaining_0285|prompt:europa universalis is a strategy video game based on which french board game,Europa Universalis is a strategy video game based on which French board game?,Europa Universalis | Europe and the Universe | Europa! | Power in Europe,A,0,Europa Universalis,,Entertainment: Board Games,,csv,letter_A_to_D,true,unknown,3,none,confirmed_data_defect,high,prompt=Europa Universalis is a strategy video game based on which French board game?; correct=Europa Universalis; rawCorrect=A; standalone normalized match was reviewed against context; physicalCopies=3.,false,true,Human editor should rewrite the prompt or replace the distractor set in a separately approved data-fix branch.,false
e7caa653dca580bf3d529e3227e9ea9a,answer_leak,critical,open_web_master,candidate_pool,false,false,supabase/2026-07-14_open_web_candidate_pool_master.csv,1138,wikidata_0012,wikidata_0012,id:wikidata_0012|prompt:what is the capital city of monaco,What is the capital city of Monaco?,Monaco | Canberra | Cairo | Budapest,A,0,Monaco,,Geography,,csv,letter_A_to_D,true,unknown,3,none,factual_verification_required,medium,prompt=What is the capital city of Monaco?; correct=Monaco; rawCorrect=A; standalone normalized match was reviewed against context; physicalCopies=3.,true,true,Verify the fact against an authoritative dated source before any editorial decision.,false
9d71a936f7e0b2d646628ebc7e7d26c0,answer_leak,critical,open_web_master,candidate_pool,false,false,supabase/2026-07-14_open_web_candidate_pool_master.csv,1153,wikidata_0027,wikidata_0027,id:wikidata_0027|prompt:what is the capital city of singapore,What is the capital city of Singapore?,Singapore | Canberra | Cairo | Budapest,A,0,Singapore,,Geography,,csv,letter_A_to_D,true,unknown,3,none,factual_verification_required,medium,prompt=What is the capital city of Singapore?; correct=Singapore; rawCorrect=A; standalone normalized match was reviewed against context; physicalCopies=3.,true,true,Verify the fact against an authoritative dated source before any editorial decision.,false
fcefc959a8219d600217edbfa438ac75,answer_leak,critical,open_web_master,candidate_pool,false,false,supabase/2026-07-14_open_web_candidate_pool_master.csv,1207,wikidata_0081,wikidata_0081,id:wikidata_0081|prompt:what is the capital city of luxembourg,What is the capital city of Luxembourg?,Luxembourg | Canberra | Cairo | Budapest,A,0,Luxembourg,,Geography,,csv,letter_A_to_D,true,unknown,3,none,factual_verification_required,medium,prompt=What is the capital city of Luxembourg?; correct=Luxembourg; rawCorrect=A; standalone normalized match was reviewed against context; physicalCopies=3.,true,true,Verify the fact against an authoritative dated source before any editorial decision.,false
1405869c2dafc4a9b81bd3def6176d84,answer_leak,critical,open_web_master,candidate_pool,false,false,supabase/2026-07-14_open_web_candidate_pool_master.csv,1219,wikidata_0093,wikidata_0093,id:wikidata_0093|prompt:what is the capital city of san marino,What is the capital city of San Marino?,San Marino | Canberra | Cairo | Budapest,A,0,San Marino,,Geography,,csv,letter_A_to_D,true,unknown,3,none,factual_verification_required,medium,prompt=What is the capital city of San Marino?; correct=San Marino; rawCorrect=A; standalone normalized match was reviewed against context; physicalCopies=3.,true,true,Verify the fact against an authoritative dated source before any editorial decision.,false
35cc39260f2ba7bd791e6d66bae13f22,answer_leak,critical,open_web_master,candidate_pool,false,false,supabase/2026-07-14_open_web_candidate_pool_master.csv,1220,wikidata_0094,wikidata_0094,id:wikidata_0094|prompt:what is the capital city of vatican city,What is the capital city of Vatican City?,Vatican City | Canberra | Cairo | Budapest,A,0,Vatican City,,Geography,,csv,letter_A_to_D,true,unknown,3,none,factual_verification_required,medium,prompt=What is the capital city of Vatican City?; correct=Vatican City; rawCorrect=A; standalone normalized match was reviewed against context; physicalCopies=3.,true,true,Verify the fact against an authoritative dated source before any editorial decision.,false
f1127de56dd25fd31ef246224932d71b,answer_leak,critical,open_web_master,candidate_pool,false,false,supabase/2026-07-14_open_web_candidate_pool_master.csv,1230,wikidata_0104,wikidata_0104,id:wikidata_0104|prompt:what is the capital city of muscat and oman,What is the capital city of Muscat and Oman?,Muscat | Canberra | Cairo | Budapest,A,0,Muscat,,Geography,,csv,letter_A_to_D,true,unknown,3,none,factual_verification_required,medium,prompt=What is the capital city of Muscat and Oman?; correct=Muscat; rawCorrect=A; standalone normalized match was reviewed against context; physicalCopies=3.,true,true,Verify the fact against an authoritative dated source before any editorial decision.,false
6952eba9b27b7b9dcd46400fa144dc29,answer_leak,critical,open_web_master,candidate_pool,false,false,supabase/2026-07-14_open_web_candidate_pool_master.csv,1232,wikidata_0106,wikidata_0106,id:wikidata_0106|prompt:what is the capital city of sultanate of muscat,What is the capital city of Sultanate of Muscat?,Muscat | Canberra | Cairo | Budapest,A,0,Muscat,,Geography,,csv,letter_A_to_D,true,unknown,3,none,factual_verification_required,medium,prompt=What is the capital city of Sultanate of Muscat?; correct=Muscat; rawCorrect=A; standalone normalized match was reviewed against context; physicalCopies=3.,true,true,Verify the fact against an authoritative dated source before any editorial decision.,false
e708bb5f7eefdc581915e287931b539f,answer_leak,critical,open_web_master,candidate_pool,false,false,supabase/2026-07-14_open_web_candidate_pool_master.csv,1240,wikidata_0114,wikidata_0114,id:wikidata_0114|prompt:what is the capital city of maragheh khanate,What is the capital city of Maragheh Khanate?,Maragheh | Canberra | Cairo | Budapest,A,0,Maragheh,,Geography,,csv,letter_A_to_D,true,unknown,3,none,factual_verification_required,medium,prompt=What is the capital city of Maragheh Khanate?; correct=Maragheh; rawCorrect=A; standalone normalized match was reviewed against context; physicalCopies=3.,true,true,Verify the fact against an authoritative dated source before any editorial decision.,false
1c55998bf945da2e9e3abc0aab5c940e,answer_leak,critical,open_web_master,candidate_pool,false,false,supabase/2026-07-14_open_web_candidate_pool_master.csv,1248,wikidata_0122,wikidata_0122,id:wikidata_0122|prompt:what is the capital city of principality of waldeck,What is the capital city of Principality of Waldeck?,Waldeck | Canberra | Cairo | Budapest,A,0,Waldeck,,Geography,,csv,letter_A_to_D,true,unknown,3,none,factual_verification_required,medium,prompt=What is the capital city of Principality of Waldeck?; correct=Waldeck; rawCorrect=A; standalone normalized match was reviewed against context; physicalCopies=3.,true,true,Verify the fact against an authoritative dated source before any editorial decision.,false
0586cb546089920197ea92428c19d4c6,answer_leak,critical,open_web_master,candidate_pool,false,false,supabase/2026-07-14_open_web_candidate_pool_master.csv,1318,wikidata_0192,wikidata_0192,id:wikidata_0192|prompt:what is the capital city of djibouti,What is the capital city of Djibouti?,Djibouti | Canberra | Cairo | Budapest,A,0,Djibouti,,Geography,,csv,letter_A_to_D,true,unknown,3,none,factual_verification_required,medium,prompt=What is the capital city of Djibouti?; correct=Djibouti; rawCorrect=A; standalone normalized match was reviewed against context; physicalCopies=3.,true,true,Verify the fact against an authoritative dated source before any editorial decision.,false
2efc8c04db5d7e87cc8c8347ea576509,answer_leak,critical,open_web_master,candidate_pool,false,false,supabase/2026-07-14_open_web_candidate_pool_master.csv,1343,wikidata_0217,wikidata_0217,id:wikidata_0217|prompt:what is the capital city of são tomé and príncipe,What is the capital city of São Tomé and Príncipe?,São Tomé | Canberra | Cairo | Budapest,A,0,São Tomé,,Geography,,csv,letter_A_to_D,true,unknown,3,none,factual_verification_required,medium,prompt=What is the capital city of São Tomé and Príncipe?; correct=São Tomé; rawCorrect=A; standalone normalized match was reviewed against context; physicalCopies=3.,true,true,Verify the fact against an authoritative dated source before any editorial decision.,false
d4cdb5f8f289173d65b66d309a196919,answer_leak,critical,open_web_master,candidate_pool,false,false,supabase/2026-07-14_open_web_candidate_pool_master.csv,1839,wikidata_0713,wikidata_0713,id:wikidata_0713|prompt:what is an official or national language associated with czech republic,What is an official or national language associated with Czech Republic?,Czech | Dogon | Bobo | Spanish,A,0,Czech,,Ziman,,csv,letter_A_to_D,true,unknown,3,none,factual_verification_required,medium,prompt=What is an official or national language associated with Czech Republic?; correct=Czech; rawCorrect=A; standalone normalized match was reviewed against context; physicalCopies=3.,true,true,Verify the fact against an authoritative dated source before any editorial decision.,false
67ab27d48b48e5324072f1ddc7344f1a,answer_leak,critical,open_web_review_queue,candidate_pool,false,false,supabase/2026-07-14_open_web_controlled_review_queue.csv,555,opentdb_remaining_0254,opentdb_remaining_0254,"id:opentdb_remaining_0254|prompt:who is the main character in ""the stanley parable""","Who is the main character in ""The Stanley Parable""?",Stanley | The Adventure Line | The Narrator | The Boss,A,0,Stanley,,Entertainment: Video Games,,csv,letter_A_to_D,true,unknown,3,none,cross_source_copy_artifact,high,"prompt=Who is the main character in ""The Stanley Parable""?; correct=Stanley; rawCorrect=A; standalone normalized match was reviewed against context; physicalCopies=3.",false,false,Review the canonical source once; do not edit physical copies independently.,false
5d9c7b1e28af059d8db837150fdd8d84,answer_leak,critical,open_web_review_queue,candidate_pool,false,false,supabase/2026-07-14_open_web_controlled_review_queue.csv,579,opentdb_remaining_0278,opentdb_remaining_0278,id:opentdb_remaining_0278|prompt:carcassonne is based on which french town,Carcassonne is based on which French town?,Carcassonne | Paris | Marseille | Clermont-Ferrand,A,0,Carcassonne,,Entertainment: Board Games,,csv,letter_A_to_D,true,unknown,3,none,cross_source_copy_artifact,high,prompt=Carcassonne is based on which French town?; correct=Carcassonne; rawCorrect=A; standalone normalized match was reviewed against context; physicalCopies=3.,false,false,Review the canonical source once; do not edit physical copies independently.,false
b8b297bc612ee487e4b037a1790273e1,answer_leak,critical,open_web_review_queue,candidate_pool,false,false,supabase/2026-07-14_open_web_controlled_review_queue.csv,586,opentdb_remaining_0285,opentdb_remaining_0285,id:opentdb_remaining_0285|prompt:europa universalis is a strategy video game based on which french board game,Europa Universalis is a strategy video game based on which French board game?,Europa Universalis | Europe and the Universe | Europa! | Power in Europe,A,0,Europa Universalis,,Entertainment: Board Games,,csv,letter_A_to_D,true,unknown,3,none,cross_source_copy_artifact,high,prompt=Europa Universalis is a strategy video game based on which French board game?; correct=Europa Universalis; rawCorrect=A; standalone normalized match was reviewed against context; physicalCopies=3.,false,false,Review the canonical source once; do not edit physical copies independently.,false
e7caa653dca580bf3d529e3227e9ea9a,answer_leak,critical,open_web_review_queue,candidate_pool,false,false,supabase/2026-07-14_open_web_controlled_review_queue.csv,1138,wikidata_0012,wikidata_0012,id:wikidata_0012|prompt:what is the capital city of monaco,What is the capital city of Monaco?,Monaco | Canberra | Cairo | Budapest,A,0,Monaco,,Geography,,csv,letter_A_to_D,true,unknown,3,none,cross_source_copy_artifact,high,prompt=What is the capital city of Monaco?; correct=Monaco; rawCorrect=A; standalone normalized match was reviewed against context; physicalCopies=3.,false,false,Review the canonical source once; do not edit physical copies independently.,false
9d71a936f7e0b2d646628ebc7e7d26c0,answer_leak,critical,open_web_review_queue,candidate_pool,false,false,supabase/2026-07-14_open_web_controlled_review_queue.csv,1153,wikidata_0027,wikidata_0027,id:wikidata_0027|prompt:what is the capital city of singapore,What is the capital city of Singapore?,Singapore | Canberra | Cairo | Budapest,A,0,Singapore,,Geography,,csv,letter_A_to_D,true,unknown,3,none,cross_source_copy_artifact,high,prompt=What is the capital city of Singapore?; correct=Singapore; rawCorrect=A; standalone normalized match was reviewed against context; physicalCopies=3.,false,false,Review the canonical source once; do not edit physical copies independently.,false
fcefc959a8219d600217edbfa438ac75,answer_leak,critical,open_web_review_queue,candidate_pool,false,false,supabase/2026-07-14_open_web_controlled_review_queue.csv,1207,wikidata_0081,wikidata_0081,id:wikidata_0081|prompt:what is the capital city of luxembourg,What is the capital city of Luxembourg?,Luxembourg | Canberra | Cairo | Budapest,A,0,Luxembourg,,Geography,,csv,letter_A_to_D,true,unknown,3,none,cross_source_copy_artifact,high,prompt=What is the capital city of Luxembourg?; correct=Luxembourg; rawCorrect=A; standalone normalized match was reviewed against context; physicalCopies=3.,false,false,Review the canonical source once; do not edit physical copies independently.,false
1405869c2dafc4a9b81bd3def6176d84,answer_leak,critical,open_web_review_queue,candidate_pool,false,false,supabase/2026-07-14_open_web_controlled_review_queue.csv,1219,wikidata_0093,wikidata_0093,id:wikidata_0093|prompt:what is the capital city of san marino,What is the capital city of San Marino?,San Marino | Canberra | Cairo | Budapest,A,0,San Marino,,Geography,,csv,letter_A_to_D,true,unknown,3,none,cross_source_copy_artifact,high,prompt=What is the capital city of San Marino?; correct=San Marino; rawCorrect=A; standalone normalized match was reviewed against context; physicalCopies=3.,false,false,Review the canonical source once; do not edit physical copies independently.,false
35cc39260f2ba7bd791e6d66bae13f22,answer_leak,critical,open_web_review_queue,candidate_pool,false,false,supabase/2026-07-14_open_web_controlled_review_queue.csv,1220,wikidata_0094,wikidata_0094,id:wikidata_0094|prompt:what is the capital city of vatican city,What is the capital city of Vatican City?,Vatican City | Canberra | Cairo | Budapest,A,0,Vatican City,,Geography,,csv,letter_A_to_D,true,unknown,3,none,cross_source_copy_artifact,high,prompt=What is the capital city of Vatican City?; correct=Vatican City; rawCorrect=A; standalone normalized match was reviewed against context; physicalCopies=3.,false,false,Review the canonical source once; do not edit physical copies independently.,false
f1127de56dd25fd31ef246224932d71b,answer_leak,critical,open_web_review_queue,candidate_pool,false,false,supabase/2026-07-14_open_web_controlled_review_queue.csv,1230,wikidata_0104,wikidata_0104,id:wikidata_0104|prompt:what is the capital city of muscat and oman,What is the capital city of Muscat and Oman?,Muscat | Canberra | Cairo | Budapest,A,0,Muscat,,Geography,,csv,letter_A_to_D,true,unknown,3,none,cross_source_copy_artifact,high,prompt=What is the capital city of Muscat and Oman?; correct=Muscat; rawCorrect=A; standalone normalized match was reviewed against context; physicalCopies=3.,false,false,Review the canonical source once; do not edit physical copies independently.,false
6952eba9b27b7b9dcd46400fa144dc29,answer_leak,critical,open_web_review_queue,candidate_pool,false,false,supabase/2026-07-14_open_web_controlled_review_queue.csv,1232,wikidata_0106,wikidata_0106,id:wikidata_0106|prompt:what is the capital city of sultanate of muscat,What is the capital city of Sultanate of Muscat?,Muscat | Canberra | Cairo | Budapest,A,0,Muscat,,Geography,,csv,letter_A_to_D,true,unknown,3,none,cross_source_copy_artifact,high,prompt=What is the capital city of Sultanate of Muscat?; correct=Muscat; rawCorrect=A; standalone normalized match was reviewed against context; physicalCopies=3.,false,false,Review the canonical source once; do not edit physical copies independently.,false
