issueFingerprint,checkId,severity,sourceId,sourceRole,gateIncluded,productionLike,sourcePath,sourceRow,sourceRecordId,runtimeId,canonicalId,prompt,options,rawCorrectValue,parsedCorrectIndex,parsedCorrectText,explanation,category,difficulty,parserName,parserRule,originalSourceLocated,runtimeReachable,duplicateSourceCount,crossSourceDifference,adjudication,confidence,evidence,factualVerificationNeeded,KurmanciEditorNeeded,recommendedAction,safeForAutomaticFix
f9e5dde35ac93c8a02844d96e0811d4c,invalid_correct_answer,blocker,active_import_ready,import_candidate,true,true,supabase/questions_import_ready.csv,2,offline_0001,offline_0001,"id:offline_0001|prompt:di kurmancî de peyva ""av"" bi tirkî çi ye","Di Kurmancî de peyva ""av"" bi Tirkî çi ye?",Su | ev | su | te,C,2,su,"""av"" kelimesi ""su"" anlamına gelir.",Ziman,1,csv,letter_A_to_D,true,import_active_not_runtime,2,none,parser_false_positive,high,rawCorrect=C; parserRule=letter_A_to_D; parsedIndex=2; parsedText=su; options=Su | ev | su | te; duplicateForm=case_only_duplicate. The raw answer resolves to a valid option; invalid_correct_answer was triggered by normalized option multiplicity.,false,true,Keep invalid-answer closed as false positive; review duplicate distractors separately with an editor.,false
2208e21fc1b2fa666233e69e6423bf67,invalid_correct_answer,blocker,active_import_ready,import_candidate,true,true,supabase/questions_import_ready.csv,5573,offline_9622,offline_9622,id:offline_9622|prompt:'edebiyat' çalışmalarında 'helbest' kavramı hangi konuyu aydınlatır,'Edebiyat' çalışmalarında 'helbest' kavramı hangi konuyu aydınlatır?,Medrese | Şiir | Cizre | şiir,D,3,şiir,'helbest' kavramı hakkında edebiyat bağlamında bilgi edindirme amaçlanmıştır.,Edebiyat,3,csv,letter_A_to_D,true,import_active_not_runtime,2,none,parser_false_positive,high,rawCorrect=D; parserRule=letter_A_to_D; parsedIndex=3; parsedText=şiir; options=Medrese | Şiir | Cizre | şiir; duplicateForm=case_only_duplicate. The raw answer resolves to a valid option; invalid_correct_answer was triggered by normalized option multiplicity.,false,true,Keep invalid-answer closed as false positive; review duplicate distractors separately with an editor.,false
5da79a706baa5e4c94642f815aca82b9,invalid_correct_answer,blocker,active_import_ready,import_candidate,true,true,supabase/questions_import_ready.csv,5830,offline_9879,offline_9879,id:offline_9879|prompt:aşağıdaki terimlerden hangisi 'helbest' ile yakın bir anlama sahiptir,Aşağıdaki terimlerden hangisi 'helbest' ile yakın bir anlama sahiptir?,şiir | fıkralar | roman | Şiir,A,0,şiir,'helbest' kavramı hakkında edebiyat bağlamında bilgi edindirme amaçlanmıştır.,Edebiyat,4,csv,letter_A_to_D,true,import_active_not_runtime,2,none,parser_false_positive,high,rawCorrect=A; parserRule=letter_A_to_D; parsedIndex=0; parsedText=şiir; options=şiir | fıkralar | roman | Şiir; duplicateForm=case_only_duplicate. The raw answer resolves to a valid option; invalid_correct_answer was triggered by normalized option multiplicity.,false,true,Keep invalid-answer closed as false positive; review duplicate distractors separately with an editor.,false
2d50add3e8026429875fafb008b7f6fa,invalid_correct_answer,blocker,active_import_ready,import_candidate,true,true,supabase/questions_import_ready.csv,6213,offline_10262,offline_10262,id:offline_10262|prompt:aşağıdakilerden hangisi 'helbest' kavramının temel niteliğidir,Aşağıdakilerden hangisi 'helbest' kavramının temel niteliğidir?,Rast | şiir | fıkralar | Şiir,B,1,şiir,'helbest' kavramı hakkında edebiyat bağlamında bilgi edindirme amaçlanmıştır.,Edebiyat,5,csv,letter_A_to_D,true,import_active_not_runtime,2,none,parser_false_positive,high,rawCorrect=B; parserRule=letter_A_to_D; parsedIndex=1; parsedText=şiir; options=Rast | şiir | fıkralar | Şiir; duplicateForm=case_only_duplicate. The raw answer resolves to a valid option; invalid_correct_answer was triggered by normalized option multiplicity.,false,true,Keep invalid-answer closed as false positive; review duplicate distractors separately with an editor.,false
d343be9c57e19533f95692e2b259d0b6,invalid_correct_answer,blocker,open_web_master,candidate_pool,false,false,supabase/2026-07-14_open_web_candidate_pool_master.csv,657,opentdb_remaining_0356,opentdb_remaining_0356,"id:opentdb_remaining_0356|prompt:in programming, the ternary operator is mostly defined with what symbol(s)","In programming, the ternary operator is mostly defined with what symbol(s)?",?: | ?? | if then | ?,A,0,?:,,Science: Computers,,csv,letter_A_to_D,true,unknown,3,none,parser_false_positive,high,rawCorrect=A; parserRule=letter_A_to_D; parsedIndex=0; parsedText=?:; options=?: | ?? | if then | ?; duplicateForm=punctuation_normalization_collision. The raw answer resolves to a valid option; invalid_correct_answer was triggered by normalized option multiplicity.,false,false,Create a separate auditor-fix package preserving meaningful punctuation during option validation.,false
d343be9c57e19533f95692e2b259d0b6,invalid_correct_answer,blocker,open_web_review_queue,candidate_pool,false,false,supabase/2026-07-14_open_web_controlled_review_queue.csv,657,opentdb_remaining_0356,opentdb_remaining_0356,"id:opentdb_remaining_0356|prompt:in programming, the ternary operator is mostly defined with what symbol(s)","In programming, the ternary operator is mostly defined with what symbol(s)?",?: | ?? | if then | ?,A,0,?:,,Science: Computers,,csv,letter_A_to_D,true,unknown,3,none,cross_source_copy_artifact,high,rawCorrect=A; parserRule=letter_A_to_D; parsedIndex=0; parsedText=?:; options=?: | ?? | if then | ?; duplicateForm=punctuation_normalization_collision. The raw answer resolves to a valid option; invalid_correct_answer was triggered by normalized option multiplicity.,false,false,Create a separate auditor-fix package preserving meaningful punctuation during option validation.,false
1552a428a559b722a79e127cc385d1b8,invalid_correct_answer,blocker,opentdb_remaining,candidate_pool,false,false,supabase/2026-07-14_opentdb_remaining_categories_candidates.csv,357,opentdb_remaining_0356,opentdb_remaining_0356,"id:opentdb_remaining_0356|prompt:in programming, the ternary operator is mostly defined with what symbol(s)","In programming, the ternary operator is mostly defined with what symbol(s)?",?: | ?? | if then | ?,A,0,?:,,Science: Computers,,csv,letter_A_to_D,true,unknown,3,none,cross_source_copy_artifact,high,rawCorrect=A; parserRule=letter_A_to_D; parsedIndex=0; parsedText=?:; options=?: | ?? | if then | ?; duplicateForm=punctuation_normalization_collision. The raw answer resolves to a valid option; invalid_correct_answer was triggered by normalized option multiplicity.,false,false,Create a separate auditor-fix package preserving meaningful punctuation during option validation.,false
f9e5dde35ac93c8a02844d96e0811d4c,invalid_correct_answer,blocker,rich_v2_csv_snapshot,historical_snapshot,false,false,supabase/rich_question_bank_v2_questions.csv,2,offline_0001,offline_0001,"id:offline_0001|prompt:di kurmancî de peyva ""av"" bi tirkî çi ye","Di Kurmancî de peyva ""av"" bi Tirkî çi ye?",Su | ev | su | te,C,2,su,"""av"" kelimesi ""su"" anlamına gelir.",Ziman,1,csv,letter_A_to_D,true,historical_only,2,none,cross_source_copy_artifact,high,rawCorrect=C; parserRule=letter_A_to_D; parsedIndex=2; parsedText=su; options=Su | ev | su | te; duplicateForm=case_only_duplicate. The raw answer resolves to a valid option; invalid_correct_answer was triggered by normalized option multiplicity.,false,true,Keep invalid-answer closed as false positive; review duplicate distractors separately with an editor.,false
1bc173ed53a2f6dd0c51bc68cb8a9922,invalid_correct_answer,blocker,rich_v2_csv_snapshot,historical_snapshot,false,false,supabase/rich_question_bank_v2_questions.csv,355,offline_5048,offline_5048,"id:offline_5048|prompt:di kurmancî de peyva ""kar"" bi tirkî çi ye","Di Kurmancî de peyva ""kar"" bi Tirkî çi ye?",Su | İş | iş | at,C,2,iş,"""kar"" kelimesi ""iş"" anlamına gelir.",Ziman,5,csv,letter_A_to_D,true,historical_only,2,none,cross_source_copy_artifact,high,rawCorrect=C; parserRule=letter_A_to_D; parsedIndex=2; parsedText=iş; options=Su | İş | iş | at; duplicateForm=case_only_duplicate. The raw answer resolves to a valid option; invalid_correct_answer was triggered by normalized option multiplicity.,false,true,Keep invalid-answer closed as false positive; review duplicate distractors separately with an editor.,false
0b3395ed4a7a6a05fbecee68c2852c8e,invalid_correct_answer,blocker,rich_v2_csv_snapshot,historical_snapshot,false,false,supabase/rich_question_bank_v2_questions.csv,531,offline_5224,offline_5224,"id:offline_5224|prompt:di kurmancî de peyva ""kar"" bi tirkî çi ye","Di Kurmancî de peyva ""kar"" bi Tirkî çi ye?",at | Su | iş | İş,C,2,iş,"""kar"" kelimesi ""iş"" anlamına gelir.",Ziman,3,csv,letter_A_to_D,true,historical_only,2,none,cross_source_copy_artifact,high,rawCorrect=C; parserRule=letter_A_to_D; parsedIndex=2; parsedText=iş; options=at | Su | iş | İş; duplicateForm=case_only_duplicate. The raw answer resolves to a valid option; invalid_correct_answer was triggered by normalized option multiplicity.,false,true,Keep invalid-answer closed as false positive; review duplicate distractors separately with an editor.,false
346a6ee0fa4a4913d1baa2616acccbb3,invalid_correct_answer,blocker,rich_v2_csv_snapshot,historical_snapshot,false,false,supabase/rich_question_bank_v2_questions.csv,567,offline_5260,offline_5260,"id:offline_5260|prompt:di kurmancî de peyva ""reng"" bi tirkî çi ye","Di Kurmancî de peyva ""reng"" bi Tirkî çi ye?",bira | renk | reng | Renk,B,1,renk,"""reng"" kelimesi ""renk"" anlamına gelir.",Ziman,2,csv,letter_A_to_D,true,historical_only,2,none,cross_source_copy_artifact,high,rawCorrect=B; parserRule=letter_A_to_D; parsedIndex=1; parsedText=renk; options=bira | renk | reng | Renk; duplicateForm=case_only_duplicate. The raw answer resolves to a valid option; invalid_correct_answer was triggered by normalized option multiplicity.,false,true,Keep invalid-answer closed as false positive; review duplicate distractors separately with an editor.,false
4f110c423b69daf8aa3b18f112f4b998,invalid_correct_answer,blocker,rich_v2_csv_snapshot,historical_snapshot,false,false,supabase/rich_question_bank_v2_questions.csv,732,offline_5425,offline_5425,"id:offline_5425|prompt:di kurmancî de peyva ""bira"" bi tirkî çi ye","Di Kurmancî de peyva ""bira"" bi Tirkî çi ye?",Erkek kardeş | evet ve hayır | erkek kardeş | Kız (çocuğu),C,2,erkek kardeş,"""bira"" kelimesi ""erkek kardeş"" anlamına gelir.",Ziman,2,csv,letter_A_to_D,true,historical_only,2,none,cross_source_copy_artifact,high,rawCorrect=C; parserRule=letter_A_to_D; parsedIndex=2; parsedText=erkek kardeş; options=Erkek kardeş | evet ve hayır | erkek kardeş | Kız (çocuğu); duplicateForm=case_only_duplicate. The raw answer resolves to a valid option; invalid_correct_answer was triggered by normalized option multiplicity.,false,true,Keep invalid-answer closed as false positive; review duplicate distractors separately with an editor.,false
302f7305cba15110b15bda00bc6f31b0,invalid_correct_answer,blocker,rich_v2_csv_snapshot,historical_snapshot,false,false,supabase/rich_question_bank_v2_questions.csv,739,offline_5432,offline_5432,"id:offline_5432|prompt:di kurmancî de peyva ""heyv"" bi tirkî çi ye","Di Kurmancî de peyva ""heyv"" bi Tirkî çi ye?",İş | -a | Ay | ay,D,3,ay,"""heyv"" kelimesi ""ay"" anlamına gelir.",Ziman,5,csv,letter_A_to_D,true,historical_only,2,none,cross_source_copy_artifact,high,rawCorrect=D; parserRule=letter_A_to_D; parsedIndex=3; parsedText=ay; options=İş | -a | Ay | ay; duplicateForm=case_only_duplicate. The raw answer resolves to a valid option; invalid_correct_answer was triggered by normalized option multiplicity.,false,true,Keep invalid-answer closed as false positive; review duplicate distractors separately with an editor.,false
436bd9490b96028b1382081147dd86ab,invalid_correct_answer,blocker,rich_v2_csv_snapshot,historical_snapshot,false,false,supabase/rich_question_bank_v2_questions.csv,1081,offline_5774,offline_5774,"id:offline_5774|prompt:di kurmancî de peyva ""hesp"" bi tirkî çi ye","Di Kurmancî de peyva ""hesp"" bi Tirkî çi ye?",at | Su | te | At,A,0,at,"""hesp"" kelimesi ""at"" anlamına gelir.",Ziman,1,csv,letter_A_to_D,true,historical_only,2,none,cross_source_copy_artifact,high,rawCorrect=A; parserRule=letter_A_to_D; parsedIndex=0; parsedText=at; options=at | Su | te | At; duplicateForm=case_only_duplicate. The raw answer resolves to a valid option; invalid_correct_answer was triggered by normalized option multiplicity.,false,true,Keep invalid-answer closed as false positive; review duplicate distractors separately with an editor.,false
3bf49f4907b28be90a574e114287a209,invalid_correct_answer,blocker,rich_v2_csv_snapshot,historical_snapshot,false,false,supabase/rich_question_bank_v2_questions.csv,1138,offline_5831,offline_5831,"id:offline_5831|prompt:di kurmancî de peyva ""hesp"" bi tirkî çi ye","Di Kurmancî de peyva ""hesp"" bi Tirkî çi ye?",iş | at | At | -a,B,1,at,"""hesp"" kelimesi ""at"" anlamına gelir.",Ziman,2,csv,letter_A_to_D,true,historical_only,2,none,cross_source_copy_artifact,high,rawCorrect=B; parserRule=letter_A_to_D; parsedIndex=1; parsedText=at; options=iş | at | At | -a; duplicateForm=case_only_duplicate. The raw answer resolves to a valid option; invalid_correct_answer was triggered by normalized option multiplicity.,false,true,Keep invalid-answer closed as false positive; review duplicate distractors separately with an editor.,false
49b4f605d9f44542cae15d00cac225e2,invalid_correct_answer,blocker,rich_v2_csv_snapshot,historical_snapshot,false,false,supabase/rich_question_bank_v2_questions.csv,1229,offline_5922,offline_5922,"id:offline_5922|prompt:di kurmancî de peyva ""heyv"" bi tirkî çi ye","Di Kurmancî de peyva ""heyv"" bi Tirkî çi ye?",rê | ay | Ay | Et,B,1,ay,"""heyv"" kelimesi ""ay"" anlamına gelir.",Ziman,1,csv,letter_A_to_D,true,historical_only,2,none,cross_source_copy_artifact,high,rawCorrect=B; parserRule=letter_A_to_D; parsedIndex=1; parsedText=ay; options=rê | ay | Ay | Et; duplicateForm=case_only_duplicate. The raw answer resolves to a valid option; invalid_correct_answer was triggered by normalized option multiplicity.,false,true,Keep invalid-answer closed as false positive; review duplicate distractors separately with an editor.,false
13e0e6d996567b0bafbf5b80b9654183,invalid_correct_answer,blocker,rich_v2_csv_snapshot,historical_snapshot,false,false,supabase/rich_question_bank_v2_questions.csv,5131,offline_9180,offline_9180,id:offline_9180|prompt:'edebiyat' araştırmalarında 'helbest' neyi açıklar,'Edebiyat' araştırmalarında 'helbest' neyi açıklar?,Şiir | Medrese | fıkralar | şiir,D,3,şiir,'helbest' kavramı hakkında edebiyat bağlamında bilgi edindirme amaçlanmıştır.,Edebiyat,1,csv,letter_A_to_D,true,historical_only,2,none,cross_source_copy_artifact,high,rawCorrect=D; parserRule=letter_A_to_D; parsedIndex=3; parsedText=şiir; options=Şiir | Medrese | fıkralar | şiir; duplicateForm=case_only_duplicate. The raw answer resolves to a valid option; invalid_correct_answer was triggered by normalized option multiplicity.,false,true,Keep invalid-answer closed as false positive; review duplicate distractors separately with an editor.,false
af5903af15ae5cd74ff29ba38df610ea,invalid_correct_answer,blocker,rich_v2_csv_snapshot,historical_snapshot,false,false,supabase/rich_question_bank_v2_questions.csv,5288,offline_9337,offline_9337,id:offline_9337|prompt:aşağıdakilerden hangisi 'helbest' ile ilgili temel kavramlardan biridir,Aşağıdakilerden hangisi 'helbest' ile ilgili temel kavramlardan biridir?,helbest | şair | şiir | Şiir,C,2,şiir,'helbest' kavramı hakkında edebiyat bağlamında bilgi edindirme amaçlanmıştır.,Edebiyat,4,csv,letter_A_to_D,true,historical_only,2,none,cross_source_copy_artifact,high,rawCorrect=C; parserRule=letter_A_to_D; parsedIndex=2; parsedText=şiir; options=helbest | şair | şiir | Şiir; duplicateForm=case_only_duplicate. The raw answer resolves to a valid option; invalid_correct_answer was triggered by normalized option multiplicity.,false,true,Keep invalid-answer closed as false positive; review duplicate distractors separately with an editor.,false
2208e21fc1b2fa666233e69e6423bf67,invalid_correct_answer,blocker,rich_v2_csv_snapshot,historical_snapshot,false,false,supabase/rich_question_bank_v2_questions.csv,5573,offline_9622,offline_9622,id:offline_9622|prompt:'edebiyat' çalışmalarında 'helbest' kavramı hangi konuyu aydınlatır,'Edebiyat' çalışmalarında 'helbest' kavramı hangi konuyu aydınlatır?,Medrese | Şiir | Cizre | şiir,D,3,şiir,'helbest' kavramı hakkında edebiyat bağlamında bilgi edindirme amaçlanmıştır.,Edebiyat,3,csv,letter_A_to_D,true,historical_only,2,none,cross_source_copy_artifact,high,rawCorrect=D; parserRule=letter_A_to_D; parsedIndex=3; parsedText=şiir; options=Medrese | Şiir | Cizre | şiir; duplicateForm=case_only_duplicate. The raw answer resolves to a valid option; invalid_correct_answer was triggered by normalized option multiplicity.,false,true,Keep invalid-answer closed as false positive; review duplicate distractors separately with an editor.,false
5da79a706baa5e4c94642f815aca82b9,invalid_correct_answer,blocker,rich_v2_csv_snapshot,historical_snapshot,false,false,supabase/rich_question_bank_v2_questions.csv,5830,offline_9879,offline_9879,id:offline_9879|prompt:aşağıdaki terimlerden hangisi 'helbest' ile yakın bir anlama sahiptir,Aşağıdaki terimlerden hangisi 'helbest' ile yakın bir anlama sahiptir?,şiir | fıkralar | roman | Şiir,A,0,şiir,'helbest' kavramı hakkında edebiyat bağlamında bilgi edindirme amaçlanmıştır.,Edebiyat,4,csv,letter_A_to_D,true,historical_only,2,none,cross_source_copy_artifact,high,rawCorrect=A; parserRule=letter_A_to_D; parsedIndex=0; parsedText=şiir; options=şiir | fıkralar | roman | Şiir; duplicateForm=case_only_duplicate. The raw answer resolves to a valid option; invalid_correct_answer was triggered by normalized option multiplicity.,false,true,Keep invalid-answer closed as false positive; review duplicate distractors separately with an editor.,false
2d50add3e8026429875fafb008b7f6fa,invalid_correct_answer,blocker,rich_v2_csv_snapshot,historical_snapshot,false,false,supabase/rich_question_bank_v2_questions.csv,6213,offline_10262,offline_10262,id:offline_10262|prompt:aşağıdakilerden hangisi 'helbest' kavramının temel niteliğidir,Aşağıdakilerden hangisi 'helbest' kavramının temel niteliğidir?,Rast | şiir | fıkralar | Şiir,B,1,şiir,'helbest' kavramı hakkında edebiyat bağlamında bilgi edindirme amaçlanmıştır.,Edebiyat,5,csv,letter_A_to_D,true,historical_only,2,none,cross_source_copy_artifact,high,rawCorrect=B; parserRule=letter_A_to_D; parsedIndex=1; parsedText=şiir; options=Rast | şiir | fıkralar | Şiir; duplicateForm=case_only_duplicate. The raw answer resolves to a valid option; invalid_correct_answer was triggered by normalized option multiplicity.,false,true,Keep invalid-answer closed as false positive; review duplicate distractors separately with an editor.,false
