issueFingerprint,checkId,severity,sourceId,sourceRole,gateIncluded,productionLike,sourcePath,sourceRow,sourceRecordId,runtimeId,canonicalId,prompt,options,rawCorrectValue,parsedCorrectIndex,parsedCorrectText,explanation,category,difficulty,parserName,parserRule,originalSourceLocated,runtimeReachable,duplicateSourceCount,crossSourceDifference,adjudication,confidence,evidence,factualVerificationNeeded,KurmanciEditorNeeded,recommendedAction,safeForAutomaticFix
6646d3bc36e08deefd272f8a905e2549,duplicate_option,blocker,active_import_ready,import_candidate,true,true,supabase/questions_import_ready.csv,24,offline_0023,offline_0023,"id:offline_0023|prompt:peyva ""zanîn"" ""bilmek"" anlamına gelir","Peyva ""zanîn"" ""bilmek"" anlamına gelir.",Rast | Şaş | - | -,A,0,Rast,"""zanîn"" için doğru anlam ""bilmek""tir.",Ziman,5,csv,letter_A_to_D,true,import_active_not_runtime,2,none,confirmed_data_defect,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=A; physicalCopies=2.,false,true,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
89818616c3509966a80e456e251c933d,duplicate_option,blocker,active_import_ready,import_candidate,true,true,supabase/questions_import_ready.csv,25,offline_0024,offline_0024,"id:offline_0024|prompt:peyva ""zanîn"" ""gitmek"" anlamına gelir","Peyva ""zanîn"" ""gitmek"" anlamına gelir.",Rast | Şaş | - | -,B,1,Şaş,"""zanîn"" ""bilmek"" demektir; ""çûn"" ise ""gitmek"" anlamına gelir.",Ziman,5,csv,letter_A_to_D,true,import_active_not_runtime,2,none,confirmed_data_defect,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=B; physicalCopies=2.,false,true,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
3f1749709e06a6102fc811482ee23845,duplicate_option,blocker,active_import_ready,import_candidate,true,true,supabase/questions_import_ready.csv,29,offline_0028,offline_0028,"id:offline_0028|prompt:peyva ""hatin"" ""gelmek"" anlamına gelir","Peyva ""hatin"" ""gelmek"" anlamına gelir.",Rast | Şaş | - | -,A,0,Rast,"""hatin"" için doğru anlam ""gelmek""tir.",Ziman,1,csv,letter_A_to_D,true,import_active_not_runtime,2,none,confirmed_data_defect,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=A; physicalCopies=2.,false,true,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
2a88d64cb3696990c7b63a9c44735bcd,duplicate_option,blocker,active_import_ready,import_candidate,true,true,supabase/questions_import_ready.csv,30,offline_0029,offline_0029,"id:offline_0029|prompt:peyva ""hatin"" ""okumak"" anlamına gelir","Peyva ""hatin"" ""okumak"" anlamına gelir.",Rast | Şaş | - | -,B,1,Şaş,"""hatin"" ""gelmek"" demektir; ""xwendin"" ise ""okumak"" anlamına gelir.",Ziman,1,csv,letter_A_to_D,true,import_active_not_runtime,2,none,confirmed_data_defect,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=B; physicalCopies=2.,false,true,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
03b41444cbd86a82218a0db96e391d9b,duplicate_option,blocker,active_import_ready,import_candidate,true,true,supabase/questions_import_ready.csv,34,offline_0033,offline_0033,"id:offline_0033|prompt:peyva ""çiya"" ""dağ"" anlamına gelir","Peyva ""çiya"" ""dağ"" anlamına gelir.",Rast | Şaş | - | -,A,0,Rast,"""çiya"" için doğru anlam ""dağ""tir.",Ziman,2,csv,letter_A_to_D,true,import_active_not_runtime,2,none,confirmed_data_defect,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=A; physicalCopies=2.,false,true,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
71d3d13db99bdf2d1193d8a06994fb6a,duplicate_option,blocker,active_import_ready,import_candidate,true,true,supabase/questions_import_ready.csv,35,offline_0034,offline_0034,"id:offline_0034|prompt:peyva ""çiya"" ""ova"" anlamına gelir","Peyva ""çiya"" ""ova"" anlamına gelir.",Rast | Şaş | - | -,B,1,Şaş,"""çiya"" ""dağ"" demektir; ""deşt"" ise ""ova"" anlamına gelir.",Ziman,2,csv,letter_A_to_D,true,import_active_not_runtime,2,none,confirmed_data_defect,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=B; physicalCopies=2.,false,true,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
3ba6f7019ebeb951259519db132b9e3c,duplicate_option,blocker,active_import_ready,import_candidate,true,true,supabase/questions_import_ready.csv,39,offline_0038,offline_0038,"id:offline_0038|prompt:peyva ""dil"" ""kalp/dil"" anlamına gelir","Peyva ""dil"" ""kalp/dil"" anlamına gelir.",Rast | Şaş | - | -,A,0,Rast,"""dil"" için doğru anlam ""kalp/dil""tir.",Ziman,3,csv,letter_A_to_D,true,import_active_not_runtime,2,none,confirmed_data_defect,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=A; physicalCopies=2.,false,true,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
a62b67f187e0f18921946cdb0c4bda0a,duplicate_option,blocker,active_import_ready,import_candidate,true,true,supabase/questions_import_ready.csv,40,offline_0039,offline_0039,"id:offline_0039|prompt:peyva ""dil"" ""el"" anlamına gelir","Peyva ""dil"" ""el"" anlamına gelir.",Rast | Şaş | - | -,B,1,Şaş,"""dil"" ""kalp/dil"" demektir; ""dest"" ise ""el"" anlamına gelir.",Ziman,3,csv,letter_A_to_D,true,import_active_not_runtime,2,none,confirmed_data_defect,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=B; physicalCopies=2.,false,true,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
ab801218473bcd78126bf7da3921c692,duplicate_option,blocker,active_import_ready,import_candidate,true,true,supabase/questions_import_ready.csv,44,offline_0043,offline_0043,"id:offline_0043|prompt:peyva ""heval"" ""arkadaş"" anlamına gelir","Peyva ""heval"" ""arkadaş"" anlamına gelir.",Rast | Şaş | - | -,A,0,Rast,"""heval"" için doğru anlam ""arkadaş""tir.",Ziman,4,csv,letter_A_to_D,true,import_active_not_runtime,2,none,confirmed_data_defect,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=A; physicalCopies=2.,false,true,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
9030af0872e16b50406d0ea0303d6437,duplicate_option,blocker,active_import_ready,import_candidate,true,true,supabase/questions_import_ready.csv,45,offline_0044,offline_0044,"id:offline_0044|prompt:peyva ""heval"" ""aile"" anlamına gelir","Peyva ""heval"" ""aile"" anlamına gelir.",Rast | Şaş | - | -,B,1,Şaş,"""heval"" ""arkadaş"" demektir; ""malbat"" ise ""aile"" anlamına gelir.",Ziman,4,csv,letter_A_to_D,true,import_active_not_runtime,2,none,confirmed_data_defect,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=B; physicalCopies=2.,false,true,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
216f2c81d7d15f9b6bc92ca2989eecbf,duplicate_option,blocker,active_import_ready,import_candidate,true,true,supabase/questions_import_ready.csv,49,offline_0048,offline_0048,"id:offline_0048|prompt:peyva ""bajar"" ""şehir"" anlamına gelir","Peyva ""bajar"" ""şehir"" anlamına gelir.",Rast | Şaş | - | -,A,0,Rast,"""bajar"" için doğru anlam ""şehir""tir.",Ziman,5,csv,letter_A_to_D,true,import_active_not_runtime,2,none,confirmed_data_defect,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=A; physicalCopies=2.,false,true,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
261f75fe86ddd2b14421581e4af5fcf3,duplicate_option,blocker,active_import_ready,import_candidate,true,true,supabase/questions_import_ready.csv,50,offline_0049,offline_0049,"id:offline_0049|prompt:peyva ""bajar"" ""köy"" anlamına gelir","Peyva ""bajar"" ""köy"" anlamına gelir.",Rast | Şaş | - | -,B,1,Şaş,"""bajar"" ""şehir"" demektir; ""gund"" ise ""köy"" anlamına gelir.",Ziman,5,csv,letter_A_to_D,true,import_active_not_runtime,2,none,confirmed_data_defect,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=B; physicalCopies=2.,false,true,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
3deb543bcf88478bbd8c59ab57e07eed,duplicate_option,blocker,active_import_ready,import_candidate,true,true,supabase/questions_import_ready.csv,54,offline_0053,offline_0053,"id:offline_0053|prompt:peyva ""nan"" ""ekmek"" anlamına gelir","Peyva ""nan"" ""ekmek"" anlamına gelir.",Rast | Şaş | - | -,A,0,Rast,"""nan"" için doğru anlam ""ekmek""tir.",Ziman,1,csv,letter_A_to_D,true,import_active_not_runtime,2,none,confirmed_data_defect,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=A; physicalCopies=2.,false,true,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
48c2f1c9a9984a5bafc58e5d9ddede0b,duplicate_option,blocker,active_import_ready,import_candidate,true,true,supabase/questions_import_ready.csv,55,offline_0054,offline_0054,"id:offline_0054|prompt:peyva ""nan"" ""süt"" anlamına gelir","Peyva ""nan"" ""süt"" anlamına gelir.",Rast | Şaş | - | -,B,1,Şaş,"""nan"" ""ekmek"" demektir; ""şîr"" ise ""süt"" anlamına gelir.",Ziman,1,csv,letter_A_to_D,true,import_active_not_runtime,2,none,confirmed_data_defect,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=B; physicalCopies=2.,false,true,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
cd388b7d450c126fd7c7c6a64060347a,duplicate_option,blocker,active_import_ready,import_candidate,true,true,supabase/questions_import_ready.csv,59,offline_0058,offline_0058,"id:offline_0058|prompt:peyva ""rê"" ""yol"" anlamına gelir","Peyva ""rê"" ""yol"" anlamına gelir.",Rast | Şaş | - | -,A,0,Rast,"""rê"" için doğru anlam ""yol""tir.",Ziman,2,csv,letter_A_to_D,true,import_active_not_runtime,2,none,confirmed_data_defect,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=A; physicalCopies=2.,false,true,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
3752ee577ff4493b7c4903a1e91c334b,duplicate_option,blocker,active_import_ready,import_candidate,true,true,supabase/questions_import_ready.csv,60,offline_0059,offline_0059,"id:offline_0059|prompt:peyva ""rê"" ""kapı"" anlamına gelir","Peyva ""rê"" ""kapı"" anlamına gelir.",Rast | Şaş | - | -,B,1,Şaş,"""rê"" ""yol"" demektir; ""derî"" ise ""kapı"" anlamına gelir.",Ziman,2,csv,letter_A_to_D,true,import_active_not_runtime,2,none,confirmed_data_defect,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=B; physicalCopies=2.,false,true,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
ef8c458163c557185e24de7e42cf4f56,duplicate_option,blocker,active_import_ready,import_candidate,true,true,supabase/questions_import_ready.csv,64,offline_0063,offline_0063,"id:offline_0063|prompt:peyva ""spas"" ""teşekkür"" anlamına gelir","Peyva ""spas"" ""teşekkür"" anlamına gelir.",Rast | Şaş | - | -,A,0,Rast,"""spas"" için doğru anlam ""teşekkür""tir.",Ziman,3,csv,letter_A_to_D,true,import_active_not_runtime,2,none,confirmed_data_defect,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=A; physicalCopies=2.,false,true,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
2b7d91b7755080b8cdd273fd39af9bd7,duplicate_option,blocker,active_import_ready,import_candidate,true,true,supabase/questions_import_ready.csv,65,offline_0064,offline_0064,"id:offline_0064|prompt:peyva ""spas"" ""selam"" anlamına gelir","Peyva ""spas"" ""selam"" anlamına gelir.",Rast | Şaş | - | -,B,1,Şaş,"""spas"" ""teşekkür"" demektir; ""silav"" ise ""selam"" anlamına gelir.",Ziman,3,csv,letter_A_to_D,true,import_active_not_runtime,2,none,confirmed_data_defect,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=B; physicalCopies=2.,false,true,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
2b79d568cc8e8a8205397c91091d98c5,duplicate_option,blocker,active_import_ready,import_candidate,true,true,supabase/questions_import_ready.csv,69,offline_0068,offline_0068,"id:offline_0068|prompt:peyva ""xweş"" ""güzel/iyi"" anlamına gelir","Peyva ""xweş"" ""güzel/iyi"" anlamına gelir.",Rast | Şaş | - | -,A,0,Rast,"""xweş"" için doğru anlam ""güzel/iyi""tir.",Ziman,4,csv,letter_A_to_D,true,import_active_not_runtime,2,none,confirmed_data_defect,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=A; physicalCopies=2.,false,true,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
6e89da8365b4bd31e905b00c33db619a,duplicate_option,blocker,active_import_ready,import_candidate,true,true,supabase/questions_import_ready.csv,70,offline_0069,offline_0069,"id:offline_0069|prompt:peyva ""xweş"" ""sıcak"" anlamına gelir","Peyva ""xweş"" ""sıcak"" anlamına gelir.",Rast | Şaş | - | -,B,1,Şaş,"""xweş"" ""güzel/iyi"" demektir; ""germ"" ise ""sıcak"" anlamına gelir.",Ziman,4,csv,letter_A_to_D,true,import_active_not_runtime,2,none,confirmed_data_defect,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=B; physicalCopies=2.,false,true,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
102697aa6083f668a6b3e0d0e72008e2,duplicate_option,blocker,active_import_ready,import_candidate,true,true,supabase/questions_import_ready.csv,74,offline_0073,offline_0073,"id:offline_0073|prompt:peyva ""sar"" ""soğuk"" anlamına gelir","Peyva ""sar"" ""soğuk"" anlamına gelir.",Rast | Şaş | - | -,A,0,Rast,"""sar"" için doğru anlam ""soğuk""tir.",Ziman,5,csv,letter_A_to_D,true,import_active_not_runtime,2,none,confirmed_data_defect,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=A; physicalCopies=2.,false,true,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
f1085e4131bb7e4c227daa7d5058b326,duplicate_option,blocker,active_import_ready,import_candidate,true,true,supabase/questions_import_ready.csv,75,offline_0074,offline_0074,"id:offline_0074|prompt:peyva ""sar"" ""büyük"" anlamına gelir","Peyva ""sar"" ""büyük"" anlamına gelir.",Rast | Şaş | - | -,B,1,Şaş,"""sar"" ""soğuk"" demektir; ""mezin"" ise ""büyük"" anlamına gelir.",Ziman,5,csv,letter_A_to_D,true,import_active_not_runtime,2,none,confirmed_data_defect,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=B; physicalCopies=2.,false,true,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
4d5e476d8b5a78d243eede26896bdabe,duplicate_option,blocker,active_import_ready,import_candidate,true,true,supabase/questions_import_ready.csv,79,offline_0078,offline_0078,"id:offline_0078|prompt:peyva ""biçûk"" ""küçük"" anlamına gelir","Peyva ""biçûk"" ""küçük"" anlamına gelir.",Rast | Şaş | - | -,A,0,Rast,"""biçûk"" için doğru anlam ""küçük""tir.",Ziman,1,csv,letter_A_to_D,true,import_active_not_runtime,2,none,confirmed_data_defect,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=A; physicalCopies=2.,false,true,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
f0ec29f3fe586122a18c5bd11de9af85,duplicate_option,blocker,active_import_ready,import_candidate,true,true,supabase/questions_import_ready.csv,80,offline_0079,offline_0079,"id:offline_0079|prompt:peyva ""biçûk"" ""yeni"" anlamına gelir","Peyva ""biçûk"" ""yeni"" anlamına gelir.",Rast | Şaş | - | -,B,1,Şaş,"""biçûk"" ""küçük"" demektir; ""nû"" ise ""yeni"" anlamına gelir.",Ziman,1,csv,letter_A_to_D,true,import_active_not_runtime,2,none,confirmed_data_defect,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=B; physicalCopies=2.,false,true,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
12097d638454cb3d3030adc623e7b792,duplicate_option,blocker,active_import_ready,import_candidate,true,true,supabase/questions_import_ready.csv,84,offline_0083,offline_0083,"id:offline_0083|prompt:peyva ""kevin"" ""eski"" anlamına gelir","Peyva ""kevin"" ""eski"" anlamına gelir.",Rast | Şaş | - | -,A,0,Rast,"""kevin"" için doğru anlam ""eski""tir.",Ziman,2,csv,letter_A_to_D,true,import_active_not_runtime,2,none,confirmed_data_defect,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=A; physicalCopies=2.,false,true,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
0f7e8ee4bf3475ffce820d7503321493,duplicate_option,blocker,active_import_ready,import_candidate,true,true,supabase/questions_import_ready.csv,85,offline_0084,offline_0084,"id:offline_0084|prompt:peyva ""kevin"" ""erken"" anlamına gelir","Peyva ""kevin"" ""erken"" anlamına gelir.",Rast | Şaş | - | -,B,1,Şaş,"""kevin"" ""eski"" demektir; ""zû"" ise ""erken"" anlamına gelir.",Ziman,2,csv,letter_A_to_D,true,import_active_not_runtime,2,none,confirmed_data_defect,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=B; physicalCopies=2.,false,true,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
2bfd3a89705c5a16818ca950db373874,duplicate_option,blocker,active_import_ready,import_candidate,true,true,supabase/questions_import_ready.csv,89,offline_0088,offline_0088,"id:offline_0088|prompt:peyva ""îro"" ""bugün"" anlamına gelir","Peyva ""îro"" ""bugün"" anlamına gelir.",Rast | Şaş | - | -,A,0,Rast,"""îro"" için doğru anlam ""bugün""tir.",Ziman,3,csv,letter_A_to_D,true,import_active_not_runtime,2,none,confirmed_data_defect,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=A; physicalCopies=2.,false,true,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
bfc1f1c5ddf20cff46afdc3d4164fcf5,duplicate_option,blocker,active_import_ready,import_candidate,true,true,supabase/questions_import_ready.csv,90,offline_0089,offline_0089,"id:offline_0089|prompt:peyva ""îro"" ""yarın"" anlamına gelir","Peyva ""îro"" ""yarın"" anlamına gelir.",Rast | Şaş | - | -,B,1,Şaş,"""îro"" ""bugün"" demektir; ""sibê"" ise ""yarın"" anlamına gelir.",Ziman,3,csv,letter_A_to_D,true,import_active_not_runtime,2,none,confirmed_data_defect,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=B; physicalCopies=2.,false,true,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
9fad097dc80f479fb4a1a0c171f60a2f,duplicate_option,blocker,active_import_ready,import_candidate,true,true,supabase/questions_import_ready.csv,94,offline_0093,offline_0093,"id:offline_0093|prompt:peyva ""duh"" ""dün"" anlamına gelir","Peyva ""duh"" ""dün"" anlamına gelir.",Rast | Şaş | - | -,A,0,Rast,"""duh"" için doğru anlam ""dün""tir.",Ziman,4,csv,letter_A_to_D,true,import_active_not_runtime,2,none,confirmed_data_defect,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=A; physicalCopies=2.,false,true,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
3da1bcf121380cc6de46a5b592e8d8cc,duplicate_option,blocker,active_import_ready,import_candidate,true,true,supabase/questions_import_ready.csv,95,offline_0094,offline_0094,"id:offline_0094|prompt:peyva ""duh"" ""zaman"" anlamına gelir","Peyva ""duh"" ""zaman"" anlamına gelir.",Rast | Şaş | - | -,B,1,Şaş,"""duh"" ""dün"" demektir; ""dem"" ise ""zaman"" anlamına gelir.",Ziman,4,csv,letter_A_to_D,true,import_active_not_runtime,2,none,confirmed_data_defect,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=B; physicalCopies=2.,false,true,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
56f6a4cee622d021f1ed4c1ca4748ab5,duplicate_option,blocker,active_import_ready,import_candidate,true,true,supabase/questions_import_ready.csv,99,offline_0098,offline_0098,"id:offline_0098|prompt:peyva ""nav"" ""ad/isim"" anlamına gelir","Peyva ""nav"" ""ad/isim"" anlamına gelir.",Rast | Şaş | - | -,A,0,Rast,"""nav"" için doğru anlam ""ad/isim""tir.",Ziman,5,csv,letter_A_to_D,true,import_active_not_runtime,2,none,confirmed_data_defect,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=A; physicalCopies=2.,false,true,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
