canonical_fingerprint,copy_count,source_paths,record_ids
5881757cc14892d90ef79af2c6968e73,2,supabase/2026-07-14_all_generated_questions_master.csv:24|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:24,movement_00007|movement_00007
801ad293b5bf9e43cc4f9cea6d90d019,2,supabase/2026-07-14_all_generated_questions_master.csv:25|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:25,movement_00008|movement_00008
11642b0443671a0c4bce226ac019849f,2,supabase/2026-07-14_all_generated_questions_master.csv:26|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:26,movement_00009|movement_00009
7678e06e8abc23ec548711c98214e490,2,supabase/2026-07-14_all_generated_questions_master.csv:27|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:27,movement_00010|movement_00010
996538c03342b54ec23d119775222d18,2,supabase/2026-07-14_all_generated_questions_master.csv:28|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:28,movement_00011|movement_00011
30cb0277c60d4320fb063e3531125edc,2,supabase/2026-07-14_all_generated_questions_master.csv:29|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:29,movement_00012|movement_00012
a7b33f8ba3fbb0addca08e2fdbb5a0de,2,supabase/2026-07-14_all_generated_questions_master.csv:30|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:30,movement_00013|movement_00013
f62532dcb8b51f8c3c75d2468505c018,2,supabase/2026-07-14_all_generated_questions_master.csv:31|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:31,movement_00014|movement_00014
d7298f6950d94f0336ae1ea8488a26cf,2,supabase/2026-07-14_all_generated_questions_master.csv:32|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:32,movement_00015|movement_00015
415a5c22a94ed7067f310006a8fc5e9c,2,supabase/2026-07-14_all_generated_questions_master.csv:33|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:33,movement_00016|movement_00016
a409778135145e7cf396c90fc77d6717,2,supabase/2026-07-14_all_generated_questions_master.csv:34|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:34,movement3_0001|movement3_0001
1157391b93aaa2e5a6ab278064e0e877,2,supabase/2026-07-14_all_generated_questions_master.csv:35|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:35,movement3_0002|movement3_0002
9ba7f0cc453dee0307bcfd4de97e2aa1,2,supabase/2026-07-14_all_generated_questions_master.csv:36|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:36,movement3_0003|movement3_0003
eea87928708bb1701d4075c7d6c4432f,2,supabase/2026-07-14_all_generated_questions_master.csv:37|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:37,movement3_0004|movement3_0004
56d0b0b6d53f08f6f27d376daa65cc37,2,supabase/2026-07-14_all_generated_questions_master.csv:38|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:38,movement3_0005|movement3_0005
447366e4f1edce13f65172629adbc877,2,supabase/2026-07-14_all_generated_questions_master.csv:39|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:39,movement3_0006|movement3_0006
98d57323ca11fa6f5d1eb1b30bbb98ca,2,supabase/2026-07-14_all_generated_questions_master.csv:40|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:40,movement3_0007|movement3_0007
397c64cfd1e9f33dadebad9d0d8fe65e,2,supabase/2026-07-14_all_generated_questions_master.csv:41|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:41,movement3_0008|movement3_0008
5b01e3c030c40cdb3e753c81c2f63823,2,supabase/2026-07-14_all_generated_questions_master.csv:42|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:42,movement3_0009|movement3_0009
29ad0b4ff8cc83d0ceed8a3cc4b7b883,2,supabase/2026-07-14_all_generated_questions_master.csv:43|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:43,movement3_0010|movement3_0010
b7aabdb3b8b9a6f44e9aacf233231a69,2,supabase/2026-07-14_all_generated_questions_master.csv:44|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:44,movement3_0011|movement3_0011
d3587d3fe4728b0950a4019b237e99ce,2,supabase/2026-07-14_all_generated_questions_master.csv:45|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:45,movement3_0012|movement3_0012
3dd5447181a36f3db68257234f1b431d,2,supabase/2026-07-14_all_generated_questions_master.csv:46|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:46,movement3_0013|movement3_0013
b970c33b8db6f7369f4bcaeae8bba812,2,supabase/2026-07-14_all_generated_questions_master.csv:47|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:47,movement3_0014|movement3_0014
80a0ddcfc863ba985f40c6c8dd2890a0,2,supabase/2026-07-14_all_generated_questions_master.csv:48|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:48,movement3_0015|movement3_0015
5117c96fcb6e0a7ca819b047fc9f5c26,2,supabase/2026-07-14_all_generated_questions_master.csv:49|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:49,movement3_0016|movement3_0016
f35b2cd008d61df459b37dfd0b4566df,2,supabase/2026-07-14_all_generated_questions_master.csv:50|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:50,movement4_0001|movement4_0001
a71369c1f559dc074ce8b12e790ef1d7,2,supabase/2026-07-14_all_generated_questions_master.csv:51|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:51,movement4_0002|movement4_0002
6bcd6e8fa76b94b241275760cdf047db,2,supabase/2026-07-14_all_generated_questions_master.csv:52|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:52,movement4_0003|movement4_0003
4f68fc64f01172a69aebc0f8cf27a949,2,supabase/2026-07-14_all_generated_questions_master.csv:53|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:53,movement4_0004|movement4_0004
69242ba724bf1d8d0e2b674147767f44,2,supabase/2026-07-14_all_generated_questions_master.csv:54|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:54,movement4_0005|movement4_0005
5025351e8b1a03f50d81ca699c75695d,2,supabase/2026-07-14_all_generated_questions_master.csv:55|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:55,movement4_0006|movement4_0006
2dec7ad141218f9f5cb149239e3006c9,2,supabase/2026-07-14_all_generated_questions_master.csv:56|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:56,movement4_0007|movement4_0007
d20142a4bfe638d5cae689689f48ee8f,2,supabase/2026-07-14_all_generated_questions_master.csv:57|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:57,movement4_0008|movement4_0008
0cf4e889f0f2062814074452eefa475b,2,supabase/2026-07-14_all_generated_questions_master.csv:58|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:58,movement4_0009|movement4_0009
85ed05e40fd5be25d1e9d893d46ae631,2,supabase/2026-07-14_all_generated_questions_master.csv:59|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:59,movement4_0010|movement4_0010
7bc91671546387d84384207cf0812f39,2,supabase/2026-07-14_all_generated_questions_master.csv:60|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:60,movement4_0011|movement4_0011
3332513ff7c2fcffabba2f65ce9fc5ef,2,supabase/2026-07-14_all_generated_questions_master.csv:61|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:61,movement4_0012|movement4_0012
6780e0372cddd50076810b3740f8e44a,2,supabase/2026-07-14_all_generated_questions_master.csv:62|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:62,movement5_0001|movement5_0001
ab7d745b0fc7365448eeb2d0af7bbe9b,2,supabase/2026-07-14_all_generated_questions_master.csv:63|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:63,movement5_0002|movement5_0002
a4cfce05331c38531660919762862abb,2,supabase/2026-07-14_all_generated_questions_master.csv:64|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:64,movement5_0003|movement5_0003
21efe4d76dc052e305936414d7ceefa4,2,supabase/2026-07-14_all_generated_questions_master.csv:65|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:65,movement5_0004|movement5_0004
2187d54e230238540872c8618109d213,2,supabase/2026-07-14_all_generated_questions_master.csv:66|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:66,movement5_0005|movement5_0005
6b4deb83702df80960275603b04fe69a,2,supabase/2026-07-14_all_generated_questions_master.csv:67|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:67,movement5_0006|movement5_0006
daaed1754f59a46ff140f02ce20270ea,2,supabase/2026-07-14_all_generated_questions_master.csv:68|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:68,movement5_0007|movement5_0007
96c13345ee2e46e066d2c0293e04e743,2,supabase/2026-07-14_all_generated_questions_master.csv:69|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:69,movement5_0008|movement5_0008
4bee7eba4e493f11937f810de328a29c,2,supabase/2026-07-14_all_generated_questions_master.csv:70|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:70,movement5_0009|movement5_0009
5009663ca472d6f46a277abc3257c38e,2,supabase/2026-07-14_all_generated_questions_master.csv:71|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:71,movement5_0010|movement5_0010
f45766197453d1314ee8443fe9d9c682,2,supabase/2026-07-14_all_generated_questions_master.csv:72|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:72,movement5_0011|movement5_0011
5be92e6730dd819b201d0294970020e7,2,supabase/2026-07-14_all_generated_questions_master.csv:73|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:73,movement5_0012|movement5_0012
a9140ecc5976be82c13b8557e4289935,2,supabase/2026-07-14_all_generated_questions_master.csv:74|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:74,movement6_0001|movement6_0001
c63acd1730b2acb8644cc66f696df1c8,2,supabase/2026-07-14_all_generated_questions_master.csv:75|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:75,movement6_0002|movement6_0002
c7bcdf9d5fde282873e1f12fbebc67af,2,supabase/2026-07-14_all_generated_questions_master.csv:76|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:76,movement6_0003|movement6_0003
36571f06c7a5cd8167a667c26f9d296b,2,supabase/2026-07-14_all_generated_questions_master.csv:77|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:77,movement6_0004|movement6_0004
a9e6754266b947f65476f54827d9a494,2,supabase/2026-07-14_all_generated_questions_master.csv:78|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:78,movement6_0005|movement6_0005
5163585e3f66dfb697af8ed98409472a,2,supabase/2026-07-14_all_generated_questions_master.csv:79|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:79,movement6_0006|movement6_0006
fefc3f5632dac91b078cc5394d5ba725,2,supabase/2026-07-14_all_generated_questions_master.csv:80|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:80,movement6_0007|movement6_0007
c90bcecf28b8746ae34550fbc2c13c86,2,supabase/2026-07-14_all_generated_questions_master.csv:81|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:81,movement6_0008|movement6_0008
0347e45c50156de2d6c2e5cd65d32849,2,supabase/2026-07-14_all_generated_questions_master.csv:82|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:82,movement6_0009|movement6_0009
f25fe0fbf43e577f5712232f21c5e3eb,2,supabase/2026-07-14_all_generated_questions_master.csv:83|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:83,movement6_0010|movement6_0010
1de41a72846c1a7b505dc9e6a3153d57,2,supabase/2026-07-14_all_generated_questions_master.csv:84|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:84,movement6_0011|movement6_0011
66a78bdc3aff3e7f45a7b948aa23bbef,2,supabase/2026-07-14_all_generated_questions_master.csv:85|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:85,movement6_0012|movement6_0012
51837043c75b9202b0d78a97d5067e05,2,supabase/2026-07-14_all_generated_questions_master.csv:86|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:86,movement7_0001|movement7_0001
455106993d81e75401e56a7398e64a15,2,supabase/2026-07-14_all_generated_questions_master.csv:87|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:87,movement7_0002|movement7_0002
a5e9768d6a5b07c3280f8eed1f519914,2,supabase/2026-07-14_all_generated_questions_master.csv:88|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:88,movement7_0003|movement7_0003
65e1f3052eca6cc849e01bfce87d0ec4,2,supabase/2026-07-14_all_generated_questions_master.csv:89|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:89,movement7_0004|movement7_0004
9416d4fdfe6d94caeb6cd4db68292d03,2,supabase/2026-07-14_all_generated_questions_master.csv:90|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:90,movement7_0005|movement7_0005
d6728b4087f09e50e8c9800310b7e82f,2,supabase/2026-07-14_all_generated_questions_master.csv:91|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:91,movement7_0006|movement7_0006
398215af21d887a0cbc35186021b7f67,2,supabase/2026-07-14_all_generated_questions_master.csv:92|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:92,movement7_0007|movement7_0007
e0e7cd3ececbfbafb1375e4ee0226ba4,2,supabase/2026-07-14_all_generated_questions_master.csv:93|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:93,movement7_0008|movement7_0008
7220e28b3a8b8a680fe25761464be62c,2,supabase/2026-07-14_all_generated_questions_master.csv:94|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:94,movement7_0009|movement7_0009
f198c3fe06a0c712029fb0635d3ddd1e,2,supabase/2026-07-14_all_generated_questions_master.csv:95|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:95,movement7_0010|movement7_0010
e9c4ea66f52c0fa0280af69b0415c37b,2,supabase/2026-07-14_all_generated_questions_master.csv:96|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:96,movement7_0011|movement7_0011
e3609f2a64a2b7e44a1a91c29b493021,2,supabase/2026-07-14_all_generated_questions_master.csv:2|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:2,handcrafted_0001|handcrafted_0001
fed1a63acc779f1337aad600118fe5a8,2,supabase/2026-07-14_all_generated_questions_master.csv:98|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:98,movement8_0001|movement8_0001
3c97671b36c4c8a51581cdd594bf885c,2,supabase/2026-07-14_all_generated_questions_master.csv:99|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:99,movement8_0002|movement8_0002
44f2797fb5d55ff86b9812a7a10bb350,2,supabase/2026-07-14_all_generated_questions_master.csv:100|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:100,movement8_0003|movement8_0003
aab2e0ded42ce17b75ef450cb5e7ccd9,2,supabase/2026-07-14_all_generated_questions_master.csv:101|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:101,movement8_0004|movement8_0004
0028f9cf1651150b486a7d0207b47488,2,supabase/2026-07-14_all_generated_questions_master.csv:102|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:102,movement8_0005|movement8_0005
a77a005d7b295d4772da7aa41c35dea7,2,supabase/2026-07-14_all_generated_questions_master.csv:103|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:103,movement8_0006|movement8_0006
c07cbfa5fd6409cd3b10d0a3eb4164b2,2,supabase/2026-07-14_all_generated_questions_master.csv:104|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:104,movement8_0007|movement8_0007
7f9e56ee68246bb6b611b53571839c21,2,supabase/2026-07-14_all_generated_questions_master.csv:105|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:105,movement8_0008|movement8_0008
89739ac66cc92c17bf9561008ae19036,2,supabase/2026-07-14_all_generated_questions_master.csv:106|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:106,movement8_0009|movement8_0009
12fe41702ecd7d16acbff66e78f3570f,2,supabase/2026-07-14_all_generated_questions_master.csv:107|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:107,movement8_0010|movement8_0010
33606ed6fad6b9622c1a0896b77e8be1,2,supabase/2026-07-14_all_generated_questions_master.csv:108|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:108,movement8_0011|movement8_0011
b5e54930a76211853c27fd38ef3fc29e,2,supabase/2026-07-14_all_generated_questions_master.csv:109|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:109,movement8_0012|movement8_0012
0edc58af224eff254c71a416296eabd1,2,supabase/2026-07-14_all_generated_questions_master.csv:110|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:110,general1_0001|general1_0001
15ba06828d0dab4270dbab472224b436,2,supabase/2026-07-14_all_generated_questions_master.csv:111|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:111,general1_0002|general1_0002
8f054ad8c75cf563b8f561ed19bbe5b1,2,supabase/2026-07-14_all_generated_questions_master.csv:112|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:112,general1_0003|general1_0003
984559db6e7b310e819ed469a2de9056,2,supabase/2026-07-14_all_generated_questions_master.csv:113|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:113,general1_0004|general1_0004
161afca55bc968df566749cb9aee430a,2,supabase/2026-07-14_all_generated_questions_master.csv:114|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:114,general1_0005|general1_0005
ad35a452213b3d66a07f6781f5379419,2,supabase/2026-07-14_all_generated_questions_master.csv:115|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:115,general1_0006|general1_0006
ced797176c8d6b4cfc98e7df5d132c8d,2,supabase/2026-07-14_all_generated_questions_master.csv:116|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:116,general1_0007|general1_0007
00c0c9c5e4326cd9f7ce8ccaabd055df,2,supabase/2026-07-14_all_generated_questions_master.csv:117|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:117,general1_0008|general1_0008
a8eeabc5542455c03857f03e8681e644,2,supabase/2026-07-14_all_generated_questions_master.csv:118|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:118,general1_0009|general1_0009
355490daa50485715f51be3e023cd3a1,2,supabase/2026-07-14_all_generated_questions_master.csv:119|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:119,general1_0010|general1_0010
3c47a97ec629fe043d90fc11de8786af,2,supabase/2026-07-14_all_generated_questions_master.csv:120|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:120,general1_0011|general1_0011
d8c4b7abe53ebbd39450f6e9d6674e3f,2,supabase/2026-07-14_all_generated_questions_master.csv:121|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:121,general1_0012|general1_0012
9baa735e99d87d69af874de7ff1fa40c,2,supabase/2026-07-14_all_generated_questions_master.csv:122|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:122,general1_0013|general1_0013
2e05c5ee8430375147819caed06b7f7b,2,supabase/2026-07-14_all_generated_questions_master.csv:123|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:123,general1_0014|general1_0014
4208b527d7afd29f1b6c00a0b0e068cb,2,supabase/2026-07-14_all_generated_questions_master.csv:124|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:124,general1_0015|general1_0015
987db17994df4ea84cf84af82f723b40,2,supabase/2026-07-14_all_generated_questions_master.csv:125|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:125,general1_0016|general1_0016
bf8789be015fa4e6b2da3dbe3ec971c9,2,supabase/2026-07-14_all_generated_questions_master.csv:126|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:126,general2_0001|general2_0001
772cf9c1603c5e1be910f9260a6ddcf3,2,supabase/2026-07-14_all_generated_questions_master.csv:127|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:127,general2_0002|general2_0002
4fdf525298ea81e7c7b260796b6e2700,2,supabase/2026-07-14_all_generated_questions_master.csv:128|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:128,general2_0003|general2_0003
0df882191076063c8b3227c153ff764e,2,supabase/2026-07-14_all_generated_questions_master.csv:129|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:129,general2_0004|general2_0004
b0570a42f3344335219f9d3d9a1cde0e,2,supabase/2026-07-14_all_generated_questions_master.csv:130|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:130,general2_0005|general2_0005
8fef54dd7fa5efc7fffec065d1c9dd95,2,supabase/2026-07-14_all_generated_questions_master.csv:131|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:131,general2_0006|general2_0006
f1b6667ffec3037265710f777a998fc3,2,supabase/2026-07-14_all_generated_questions_master.csv:132|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:132,general2_0007|general2_0007
883eb4c4572e8a4945827b6829b72e01,2,supabase/2026-07-14_all_generated_questions_master.csv:133|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:133,general2_0008|general2_0008
fb9f8173f7a3268c6a1bf708e77b5823,2,supabase/2026-07-14_all_generated_questions_master.csv:134|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:134,general2_0009|general2_0009
0906f9c7552fe76d26c42955fe49dcd7,2,supabase/2026-07-14_all_generated_questions_master.csv:135|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:135,general2_0010|general2_0010
dd61328819d78afdb034b5741d036d93,2,supabase/2026-07-14_all_generated_questions_master.csv:136|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:136,general2_0011|general2_0011
97bdc3460a88815a8da83811d27ab7a3,2,supabase/2026-07-14_all_generated_questions_master.csv:137|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:137,general2_0012|general2_0012
72511715161e5a1970431b5f1876b1bb,2,supabase/2026-07-14_all_generated_questions_master.csv:138|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:138,general2_0013|general2_0013
6c0ed79c125e063eea0a73cbfc5c8909,2,supabase/2026-07-14_all_generated_questions_master.csv:139|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:139,general2_0014|general2_0014
3f3c7c035ab1ee9aa0b4c81f486e4a6c,2,supabase/2026-07-14_all_generated_questions_master.csv:140|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:140,general2_0015|general2_0015
f2c27c77fde73ab0184691143321096e,2,supabase/2026-07-14_all_generated_questions_master.csv:141|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:141,general2_0016|general2_0016
06eee602a887e25de4d221f24f9c5a5c,2,supabase/2026-07-14_all_generated_questions_master.csv:142|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:142,general3_0001|general3_0001
0565ad0627d2cc1f3a0b5605b3e90f51,2,supabase/2026-07-14_all_generated_questions_master.csv:143|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:143,general3_0002|general3_0002
76d3f6362a4951c5ece3970dee97dacd,2,supabase/2026-07-14_all_generated_questions_master.csv:144|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:144,general3_0003|general3_0003
a0f970c902d018a1ff8a8035314b3cd4,2,supabase/2026-07-14_all_generated_questions_master.csv:145|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:145,general3_0004|general3_0004
f5132c118ad2e53599a87f2178791801,2,supabase/2026-07-14_all_generated_questions_master.csv:146|supabase/2026-07-14_chat_all_kurmanci_questions_live.csv:146,general3_0005|general3_0005
