severity,canonical_key,left_source,left_row,right_source,right_row,fields
warning,open_web_candidates|opentdb_0053,supabase/2026-07-14_open_web_candidate_pool_master.csv,54,supabase/2026-07-14_open_web_controlled_review_queue.csv,54,status
warning,open_web_candidates|opentdb_0054,supabase/2026-07-14_open_web_candidate_pool_master.csv,55,supabase/2026-07-14_open_web_controlled_review_queue.csv,55,status
warning,open_web_candidates|opentdb_0055,supabase/2026-07-14_open_web_candidate_pool_master.csv,56,supabase/2026-07-14_open_web_controlled_review_queue.csv,56,status
warning,open_web_candidates|opentdb_0056,supabase/2026-07-14_open_web_candidate_pool_master.csv,57,supabase/2026-07-14_open_web_controlled_review_queue.csv,57,status
warning,open_web_candidates|opentdb_0057,supabase/2026-07-14_open_web_candidate_pool_master.csv,58,supabase/2026-07-14_open_web_controlled_review_queue.csv,58,status
warning,open_web_candidates|opentdb_0058,supabase/2026-07-14_open_web_candidate_pool_master.csv,59,supabase/2026-07-14_open_web_controlled_review_queue.csv,59,status
warning,open_web_candidates|opentdb_0059,supabase/2026-07-14_open_web_candidate_pool_master.csv,60,supabase/2026-07-14_open_web_controlled_review_queue.csv,60,status
warning,open_web_candidates|opentdb_0060,supabase/2026-07-14_open_web_candidate_pool_master.csv,61,supabase/2026-07-14_open_web_controlled_review_queue.csv,61,status
warning,open_web_candidates|opentdb_0061,supabase/2026-07-14_open_web_candidate_pool_master.csv,62,supabase/2026-07-14_open_web_controlled_review_queue.csv,62,status
warning,open_web_candidates|opentdb_0062,supabase/2026-07-14_open_web_candidate_pool_master.csv,63,supabase/2026-07-14_open_web_controlled_review_queue.csv,63,status
warning,open_web_candidates|opentdb_0063,supabase/2026-07-14_open_web_candidate_pool_master.csv,64,supabase/2026-07-14_open_web_controlled_review_queue.csv,64,status
warning,open_web_candidates|opentdb_0064,supabase/2026-07-14_open_web_candidate_pool_master.csv,65,supabase/2026-07-14_open_web_controlled_review_queue.csv,65,status
warning,open_web_candidates|opentdb_0065,supabase/2026-07-14_open_web_candidate_pool_master.csv,66,supabase/2026-07-14_open_web_controlled_review_queue.csv,66,status
warning,open_web_candidates|opentdb_0066,supabase/2026-07-14_open_web_candidate_pool_master.csv,67,supabase/2026-07-14_open_web_controlled_review_queue.csv,67,status
warning,open_web_candidates|opentdb_0067,supabase/2026-07-14_open_web_candidate_pool_master.csv,68,supabase/2026-07-14_open_web_controlled_review_queue.csv,68,status
warning,open_web_candidates|opentdb_0068,supabase/2026-07-14_open_web_candidate_pool_master.csv,69,supabase/2026-07-14_open_web_controlled_review_queue.csv,69,status
warning,open_web_candidates|opentdb_0069,supabase/2026-07-14_open_web_candidate_pool_master.csv,70,supabase/2026-07-14_open_web_controlled_review_queue.csv,70,status
warning,open_web_candidates|opentdb_0070,supabase/2026-07-14_open_web_candidate_pool_master.csv,71,supabase/2026-07-14_open_web_controlled_review_queue.csv,71,status
warning,open_web_candidates|opentdb_0071,supabase/2026-07-14_open_web_candidate_pool_master.csv,72,supabase/2026-07-14_open_web_controlled_review_queue.csv,72,status
warning,open_web_candidates|opentdb_0072,supabase/2026-07-14_open_web_candidate_pool_master.csv,73,supabase/2026-07-14_open_web_controlled_review_queue.csv,73,status
warning,open_web_candidates|opentdb_0073,supabase/2026-07-14_open_web_candidate_pool_master.csv,74,supabase/2026-07-14_open_web_controlled_review_queue.csv,74,status
warning,open_web_candidates|opentdb_0074,supabase/2026-07-14_open_web_candidate_pool_master.csv,75,supabase/2026-07-14_open_web_controlled_review_queue.csv,75,status
warning,open_web_candidates|opentdb_0075,supabase/2026-07-14_open_web_candidate_pool_master.csv,76,supabase/2026-07-14_open_web_controlled_review_queue.csv,76,status
warning,open_web_candidates|opentdb_0076,supabase/2026-07-14_open_web_candidate_pool_master.csv,77,supabase/2026-07-14_open_web_controlled_review_queue.csv,77,status
warning,open_web_candidates|opentdb_0077,supabase/2026-07-14_open_web_candidate_pool_master.csv,78,supabase/2026-07-14_open_web_controlled_review_queue.csv,78,status
warning,open_web_candidates|opentdb_0078,supabase/2026-07-14_open_web_candidate_pool_master.csv,79,supabase/2026-07-14_open_web_controlled_review_queue.csv,79,status
warning,open_web_candidates|opentdb_0079,supabase/2026-07-14_open_web_candidate_pool_master.csv,80,supabase/2026-07-14_open_web_controlled_review_queue.csv,80,status
warning,open_web_candidates|opentdb_0080,supabase/2026-07-14_open_web_candidate_pool_master.csv,81,supabase/2026-07-14_open_web_controlled_review_queue.csv,81,status
warning,open_web_candidates|opentdb_0081,supabase/2026-07-14_open_web_candidate_pool_master.csv,82,supabase/2026-07-14_open_web_controlled_review_queue.csv,82,status
warning,open_web_candidates|opentdb_0082,supabase/2026-07-14_open_web_candidate_pool_master.csv,83,supabase/2026-07-14_open_web_controlled_review_queue.csv,83,status
warning,open_web_candidates|opentdb_0083,supabase/2026-07-14_open_web_candidate_pool_master.csv,84,supabase/2026-07-14_open_web_controlled_review_queue.csv,84,status
warning,open_web_candidates|opentdb_0084,supabase/2026-07-14_open_web_candidate_pool_master.csv,85,supabase/2026-07-14_open_web_controlled_review_queue.csv,85,status
warning,open_web_candidates|opentdb_0085,supabase/2026-07-14_open_web_candidate_pool_master.csv,86,supabase/2026-07-14_open_web_controlled_review_queue.csv,86,status
warning,open_web_candidates|opentdb_0086,supabase/2026-07-14_open_web_candidate_pool_master.csv,87,supabase/2026-07-14_open_web_controlled_review_queue.csv,87,status
warning,open_web_candidates|opentdb_0087,supabase/2026-07-14_open_web_candidate_pool_master.csv,88,supabase/2026-07-14_open_web_controlled_review_queue.csv,88,status
warning,open_web_candidates|opentdb_0088,supabase/2026-07-14_open_web_candidate_pool_master.csv,89,supabase/2026-07-14_open_web_controlled_review_queue.csv,89,status
warning,open_web_candidates|opentdb_0089,supabase/2026-07-14_open_web_candidate_pool_master.csv,90,supabase/2026-07-14_open_web_controlled_review_queue.csv,90,status
warning,open_web_candidates|opentdb_0090,supabase/2026-07-14_open_web_candidate_pool_master.csv,91,supabase/2026-07-14_open_web_controlled_review_queue.csv,91,status
warning,open_web_candidates|opentdb_0091,supabase/2026-07-14_open_web_candidate_pool_master.csv,92,supabase/2026-07-14_open_web_controlled_review_queue.csv,92,status
warning,open_web_candidates|opentdb_0092,supabase/2026-07-14_open_web_candidate_pool_master.csv,93,supabase/2026-07-14_open_web_controlled_review_queue.csv,93,status
warning,open_web_candidates|opentdb_0093,supabase/2026-07-14_open_web_candidate_pool_master.csv,94,supabase/2026-07-14_open_web_controlled_review_queue.csv,94,status
warning,open_web_candidates|opentdb_0094,supabase/2026-07-14_open_web_candidate_pool_master.csv,95,supabase/2026-07-14_open_web_controlled_review_queue.csv,95,status
warning,open_web_candidates|opentdb_0095,supabase/2026-07-14_open_web_candidate_pool_master.csv,96,supabase/2026-07-14_open_web_controlled_review_queue.csv,96,status
warning,open_web_candidates|opentdb_0096,supabase/2026-07-14_open_web_candidate_pool_master.csv,97,supabase/2026-07-14_open_web_controlled_review_queue.csv,97,status
warning,open_web_candidates|opentdb_0097,supabase/2026-07-14_open_web_candidate_pool_master.csv,98,supabase/2026-07-14_open_web_controlled_review_queue.csv,98,status
warning,open_web_candidates|opentdb_0098,supabase/2026-07-14_open_web_candidate_pool_master.csv,99,supabase/2026-07-14_open_web_controlled_review_queue.csv,99,status
warning,open_web_candidates|opentdb_0099,supabase/2026-07-14_open_web_candidate_pool_master.csv,100,supabase/2026-07-14_open_web_controlled_review_queue.csv,100,status
warning,open_web_candidates|opentdb_0100,supabase/2026-07-14_open_web_candidate_pool_master.csv,101,supabase/2026-07-14_open_web_controlled_review_queue.csv,101,status
warning,open_web_candidates|opentdb_0101,supabase/2026-07-14_open_web_candidate_pool_master.csv,102,supabase/2026-07-14_open_web_controlled_review_queue.csv,102,status
warning,open_web_candidates|opentdb_0102,supabase/2026-07-14_open_web_candidate_pool_master.csv,103,supabase/2026-07-14_open_web_controlled_review_queue.csv,103,status
warning,open_web_candidates|opentdb_0103,supabase/2026-07-14_open_web_candidate_pool_master.csv,104,supabase/2026-07-14_open_web_controlled_review_queue.csv,104,status
warning,open_web_candidates|opentdb_0104,supabase/2026-07-14_open_web_candidate_pool_master.csv,105,supabase/2026-07-14_open_web_controlled_review_queue.csv,105,status
warning,open_web_candidates|opentdb_0105,supabase/2026-07-14_open_web_candidate_pool_master.csv,106,supabase/2026-07-14_open_web_controlled_review_queue.csv,106,status
warning,open_web_candidates|opentdb_0106,supabase/2026-07-14_open_web_candidate_pool_master.csv,107,supabase/2026-07-14_open_web_controlled_review_queue.csv,107,status
warning,open_web_candidates|opentdb_0107,supabase/2026-07-14_open_web_candidate_pool_master.csv,108,supabase/2026-07-14_open_web_controlled_review_queue.csv,108,status
warning,open_web_candidates|opentdb_0108,supabase/2026-07-14_open_web_candidate_pool_master.csv,109,supabase/2026-07-14_open_web_controlled_review_queue.csv,109,status
warning,open_web_candidates|opentdb_0109,supabase/2026-07-14_open_web_candidate_pool_master.csv,110,supabase/2026-07-14_open_web_controlled_review_queue.csv,110,status
warning,open_web_candidates|opentdb_0110,supabase/2026-07-14_open_web_candidate_pool_master.csv,111,supabase/2026-07-14_open_web_controlled_review_queue.csv,111,status
warning,open_web_candidates|opentdb_0111,supabase/2026-07-14_open_web_candidate_pool_master.csv,112,supabase/2026-07-14_open_web_controlled_review_queue.csv,112,status
warning,open_web_candidates|opentdb_0112,supabase/2026-07-14_open_web_candidate_pool_master.csv,113,supabase/2026-07-14_open_web_controlled_review_queue.csv,113,status
warning,open_web_candidates|opentdb_0113,supabase/2026-07-14_open_web_candidate_pool_master.csv,114,supabase/2026-07-14_open_web_controlled_review_queue.csv,114,status
warning,open_web_candidates|opentdb_0114,supabase/2026-07-14_open_web_candidate_pool_master.csv,115,supabase/2026-07-14_open_web_controlled_review_queue.csv,115,status
warning,open_web_candidates|opentdb_0115,supabase/2026-07-14_open_web_candidate_pool_master.csv,116,supabase/2026-07-14_open_web_controlled_review_queue.csv,116,status
warning,open_web_candidates|opentdb_0116,supabase/2026-07-14_open_web_candidate_pool_master.csv,117,supabase/2026-07-14_open_web_controlled_review_queue.csv,117,status
warning,open_web_candidates|opentdb_0117,supabase/2026-07-14_open_web_candidate_pool_master.csv,118,supabase/2026-07-14_open_web_controlled_review_queue.csv,118,status
warning,open_web_candidates|opentdb_0118,supabase/2026-07-14_open_web_candidate_pool_master.csv,119,supabase/2026-07-14_open_web_controlled_review_queue.csv,119,status
warning,open_web_candidates|opentdb_0119,supabase/2026-07-14_open_web_candidate_pool_master.csv,120,supabase/2026-07-14_open_web_controlled_review_queue.csv,120,status
warning,open_web_candidates|opentdb_0120,supabase/2026-07-14_open_web_candidate_pool_master.csv,121,supabase/2026-07-14_open_web_controlled_review_queue.csv,121,status
warning,open_web_candidates|opentdb_0121,supabase/2026-07-14_open_web_candidate_pool_master.csv,122,supabase/2026-07-14_open_web_controlled_review_queue.csv,122,status
warning,open_web_candidates|opentdb_0122,supabase/2026-07-14_open_web_candidate_pool_master.csv,123,supabase/2026-07-14_open_web_controlled_review_queue.csv,123,status
warning,open_web_candidates|opentdb_0123,supabase/2026-07-14_open_web_candidate_pool_master.csv,124,supabase/2026-07-14_open_web_controlled_review_queue.csv,124,status
warning,open_web_candidates|opentdb_0124,supabase/2026-07-14_open_web_candidate_pool_master.csv,125,supabase/2026-07-14_open_web_controlled_review_queue.csv,125,status
warning,open_web_candidates|opentdb_0125,supabase/2026-07-14_open_web_candidate_pool_master.csv,126,supabase/2026-07-14_open_web_controlled_review_queue.csv,126,status
warning,open_web_candidates|opentdb_0126,supabase/2026-07-14_open_web_candidate_pool_master.csv,127,supabase/2026-07-14_open_web_controlled_review_queue.csv,127,status
warning,open_web_candidates|opentdb_0127,supabase/2026-07-14_open_web_candidate_pool_master.csv,128,supabase/2026-07-14_open_web_controlled_review_queue.csv,128,status
warning,open_web_candidates|opentdb_0128,supabase/2026-07-14_open_web_candidate_pool_master.csv,129,supabase/2026-07-14_open_web_controlled_review_queue.csv,129,status
warning,open_web_candidates|opentdb_0129,supabase/2026-07-14_open_web_candidate_pool_master.csv,130,supabase/2026-07-14_open_web_controlled_review_queue.csv,130,status
warning,open_web_candidates|opentdb_0130,supabase/2026-07-14_open_web_candidate_pool_master.csv,131,supabase/2026-07-14_open_web_controlled_review_queue.csv,131,status
warning,open_web_candidates|opentdb_0131,supabase/2026-07-14_open_web_candidate_pool_master.csv,132,supabase/2026-07-14_open_web_controlled_review_queue.csv,132,status
warning,open_web_candidates|opentdb_0132,supabase/2026-07-14_open_web_candidate_pool_master.csv,133,supabase/2026-07-14_open_web_controlled_review_queue.csv,133,status
warning,open_web_candidates|opentdb_0133,supabase/2026-07-14_open_web_candidate_pool_master.csv,134,supabase/2026-07-14_open_web_controlled_review_queue.csv,134,status
warning,open_web_candidates|opentdb_0134,supabase/2026-07-14_open_web_candidate_pool_master.csv,135,supabase/2026-07-14_open_web_controlled_review_queue.csv,135,status
warning,open_web_candidates|opentdb_0135,supabase/2026-07-14_open_web_candidate_pool_master.csv,136,supabase/2026-07-14_open_web_controlled_review_queue.csv,136,status
warning,open_web_candidates|opentdb_0136,supabase/2026-07-14_open_web_candidate_pool_master.csv,137,supabase/2026-07-14_open_web_controlled_review_queue.csv,137,status
warning,open_web_candidates|opentdb_0137,supabase/2026-07-14_open_web_candidate_pool_master.csv,138,supabase/2026-07-14_open_web_controlled_review_queue.csv,138,status
warning,open_web_candidates|opentdb_0138,supabase/2026-07-14_open_web_candidate_pool_master.csv,139,supabase/2026-07-14_open_web_controlled_review_queue.csv,139,status
warning,open_web_candidates|opentdb_0139,supabase/2026-07-14_open_web_candidate_pool_master.csv,140,supabase/2026-07-14_open_web_controlled_review_queue.csv,140,status
warning,open_web_candidates|opentdb_0140,supabase/2026-07-14_open_web_candidate_pool_master.csv,141,supabase/2026-07-14_open_web_controlled_review_queue.csv,141,status
warning,open_web_candidates|opentdb_0141,supabase/2026-07-14_open_web_candidate_pool_master.csv,142,supabase/2026-07-14_open_web_controlled_review_queue.csv,142,status
warning,open_web_candidates|opentdb_0142,supabase/2026-07-14_open_web_candidate_pool_master.csv,143,supabase/2026-07-14_open_web_controlled_review_queue.csv,143,status
warning,open_web_candidates|opentdb_0143,supabase/2026-07-14_open_web_candidate_pool_master.csv,144,supabase/2026-07-14_open_web_controlled_review_queue.csv,144,status
warning,open_web_candidates|opentdb_0144,supabase/2026-07-14_open_web_candidate_pool_master.csv,145,supabase/2026-07-14_open_web_controlled_review_queue.csv,145,status
warning,open_web_candidates|opentdb_0145,supabase/2026-07-14_open_web_candidate_pool_master.csv,146,supabase/2026-07-14_open_web_controlled_review_queue.csv,146,status
warning,open_web_candidates|opentdb_0146,supabase/2026-07-14_open_web_candidate_pool_master.csv,147,supabase/2026-07-14_open_web_controlled_review_queue.csv,147,status
warning,open_web_candidates|opentdb_0147,supabase/2026-07-14_open_web_candidate_pool_master.csv,148,supabase/2026-07-14_open_web_controlled_review_queue.csv,148,status
warning,open_web_candidates|opentdb_0148,supabase/2026-07-14_open_web_candidate_pool_master.csv,149,supabase/2026-07-14_open_web_controlled_review_queue.csv,149,status
warning,open_web_candidates|opentdb_0149,supabase/2026-07-14_open_web_candidate_pool_master.csv,150,supabase/2026-07-14_open_web_controlled_review_queue.csv,150,status
warning,open_web_candidates|opentdb_0150,supabase/2026-07-14_open_web_candidate_pool_master.csv,151,supabase/2026-07-14_open_web_controlled_review_queue.csv,151,status
warning,open_web_candidates|opentdb_0151,supabase/2026-07-14_open_web_candidate_pool_master.csv,152,supabase/2026-07-14_open_web_controlled_review_queue.csv,152,status
warning,open_web_candidates|opentdb_0152,supabase/2026-07-14_open_web_candidate_pool_master.csv,153,supabase/2026-07-14_open_web_controlled_review_queue.csv,153,status
warning,open_web_candidates|opentdb_0153,supabase/2026-07-14_open_web_candidate_pool_master.csv,154,supabase/2026-07-14_open_web_controlled_review_queue.csv,154,status
warning,open_web_candidates|opentdb_0154,supabase/2026-07-14_open_web_candidate_pool_master.csv,155,supabase/2026-07-14_open_web_controlled_review_queue.csv,155,status
warning,open_web_candidates|opentdb_0155,supabase/2026-07-14_open_web_candidate_pool_master.csv,156,supabase/2026-07-14_open_web_controlled_review_queue.csv,156,status
warning,open_web_candidates|opentdb_0156,supabase/2026-07-14_open_web_candidate_pool_master.csv,157,supabase/2026-07-14_open_web_controlled_review_queue.csv,157,status
warning,open_web_candidates|opentdb_0157,supabase/2026-07-14_open_web_candidate_pool_master.csv,158,supabase/2026-07-14_open_web_controlled_review_queue.csv,158,status
warning,open_web_candidates|opentdb_0158,supabase/2026-07-14_open_web_candidate_pool_master.csv,159,supabase/2026-07-14_open_web_controlled_review_queue.csv,159,status
warning,open_web_candidates|opentdb_0159,supabase/2026-07-14_open_web_candidate_pool_master.csv,160,supabase/2026-07-14_open_web_controlled_review_queue.csv,160,status
warning,open_web_candidates|opentdb_0160,supabase/2026-07-14_open_web_candidate_pool_master.csv,161,supabase/2026-07-14_open_web_controlled_review_queue.csv,161,status
warning,open_web_candidates|opentdb_0161,supabase/2026-07-14_open_web_candidate_pool_master.csv,162,supabase/2026-07-14_open_web_controlled_review_queue.csv,162,status
warning,open_web_candidates|opentdb_0162,supabase/2026-07-14_open_web_candidate_pool_master.csv,163,supabase/2026-07-14_open_web_controlled_review_queue.csv,163,status
warning,open_web_candidates|opentdb_0163,supabase/2026-07-14_open_web_candidate_pool_master.csv,164,supabase/2026-07-14_open_web_controlled_review_queue.csv,164,status
warning,open_web_candidates|opentdb_0164,supabase/2026-07-14_open_web_candidate_pool_master.csv,165,supabase/2026-07-14_open_web_controlled_review_queue.csv,165,status
warning,open_web_candidates|opentdb_0165,supabase/2026-07-14_open_web_candidate_pool_master.csv,166,supabase/2026-07-14_open_web_controlled_review_queue.csv,166,status
warning,open_web_candidates|opentdb_0166,supabase/2026-07-14_open_web_candidate_pool_master.csv,167,supabase/2026-07-14_open_web_controlled_review_queue.csv,167,status
warning,open_web_candidates|opentdb_0167,supabase/2026-07-14_open_web_candidate_pool_master.csv,168,supabase/2026-07-14_open_web_controlled_review_queue.csv,168,status
warning,open_web_candidates|opentdb_0168,supabase/2026-07-14_open_web_candidate_pool_master.csv,169,supabase/2026-07-14_open_web_controlled_review_queue.csv,169,status
warning,open_web_candidates|opentdb_0169,supabase/2026-07-14_open_web_candidate_pool_master.csv,170,supabase/2026-07-14_open_web_controlled_review_queue.csv,170,status
warning,open_web_candidates|opentdb_0170,supabase/2026-07-14_open_web_candidate_pool_master.csv,171,supabase/2026-07-14_open_web_controlled_review_queue.csv,171,status
warning,open_web_candidates|opentdb_0171,supabase/2026-07-14_open_web_candidate_pool_master.csv,172,supabase/2026-07-14_open_web_controlled_review_queue.csv,172,status
warning,open_web_candidates|opentdb_0172,supabase/2026-07-14_open_web_candidate_pool_master.csv,173,supabase/2026-07-14_open_web_controlled_review_queue.csv,173,status
warning,open_web_candidates|opentdb_0173,supabase/2026-07-14_open_web_candidate_pool_master.csv,174,supabase/2026-07-14_open_web_controlled_review_queue.csv,174,status
warning,open_web_candidates|opentdb_0174,supabase/2026-07-14_open_web_candidate_pool_master.csv,175,supabase/2026-07-14_open_web_controlled_review_queue.csv,175,status
warning,open_web_candidates|opentdb_0175,supabase/2026-07-14_open_web_candidate_pool_master.csv,176,supabase/2026-07-14_open_web_controlled_review_queue.csv,176,status
warning,open_web_candidates|opentdb_0176,supabase/2026-07-14_open_web_candidate_pool_master.csv,177,supabase/2026-07-14_open_web_controlled_review_queue.csv,177,status
